619 3566
295 228 -1
71 246 -34
37 458 -15
498 124 -1
375 295 -16
305 493 -28
384 387 49
232 343 -9
300 527 13
491 409 4
129 26 -22
416 57 -32
494 510 41
522 520 45
66 450 -31
222 367 37
465 236 -11
485 167 -10
229 87 4
274 18 -40
335 596 21
551 82 44
479 465 -20
430 543 24
483 226 -20
346 298 -19
206 493 31
117 214 46
174 56 18
528 357 -6
584 306 6
513 56 -31
70 379 -35
360 339 -17
600 410 -15
95 8 6
349 588 13
397 334 -20
58 460 35
559 89 -41
224 185 -15
597 484 -27
391 457 -28
558 552 -6
110 594 -29
18 367 -32
476 499 38
618 458 17
364 574 16
524 27 -43
272 552 -33
57 121 5
78 579 -19
45 30 -15
221 162 33
251 357 9
285 255 -6
206 17 -28
327 261 -27
140 484 41
18 352 24
446 591 -42
93 158 -43
80 469 27
268 390 -13
511 62 17
434 172 -36
258 410 21
302 363 -49
24 347 34
439 136 -36
476 18 -43
141 514 -45
3 374 -22
498 161 -5
264 362 -18
136 74 -8
405 16 48
437 38 -44
70 467 24
134 163 -44
138 149 -27
211 424 -19
388 92 -43
398 593 -13
535 273 -9
480 166 -34
62 110 39
25 457 31
324 362 11
597 437 41
475 600 -48
304 74 -30
483 178 32
153 133 -10
125 176 -13
350 373 43
323 212 48
97 223 40
229 606 28
12 313 23
61 81 26
9 430 15
567 36 6
460 547 -26
421 589 18
225 12 9
587 177 3
335 552 -49
376 344 6
161 229 44
76 575 -13
374 396 42
174 154 22
168 532 16
284 89 -17
454 228 -17
186 55 -18
236 469 37
551 223 -18
398 601 -43
158 584 23
260 144 -7
434 436 -14
346 469 -2
612 95 37
167 0 35
60 313 28
96 141 40
553 52 27
144 190 -46
454 214 28
593 6 25
400 431 -5
386 545 45
324 492 -48
538 149 28
89 136 8
600 28 1
414 470 27
58 303 26
86 527 -46
473 539 -7
257 540 18
31 405 -43
244 58 2
272 509 38
300 471 -25
78 337 35
396 399 20
107 489 22
232 506 -14
113 107 -28
567 443 -43
194 27 43
548 83 21
536 377 -10
132 296 9
419 117 -39
192 13 36
568 511 37
105 76 26
252 159 -7
28 61 -21
8 41 40
484 334 16
55 358 41
119 188 21
542 272 6
212 189 -42
85 213 -4
382 81 13
78 95 27
456 219 33
442 405 -13
563 316 -22
8 208 -18
388 57 -44
321 180 27
555 493 43
123 344 4
317 558 23
211 1 15
458 12 31
263 295 36
97 548 -35
364 169 -2
53 452 5
196 393 -26
342 100 -2
497 341 2
528 33 -32
113 248 -26
307 514 22
279 330 -49
79 438 5
515 330 -50
74 30 48
248 339 30
70 406 44
531 615 -25
328 505 -9
349 466 3
343 193 -47
103 584 -47
235 87 -41
258 470 26
608 545 36
327 546 -34
319 584 -36
51 420 -2
225 173 29
236 65 21
556 48 35
208 574 -20
503 602 -21
509 557 9
242 159 30
252 306 39
458 134 4
62 32 5
531 164 -24
609 172 37
406 142 35
142 550 -20
97 26 -31
379 82 -46
143 248 -39
476 511 -47
440 406 44
63 430 -14
592 153 25
575 15 -4
223 354 27
190 356 -20
308 245 -5
379 408 -20
612 199 -25
215 518 -42
432 505 -8
494 349 41
375 360 -6
589 54 -44
57 601 12
131 140 34
567 298 2
511 388 33
175 374 36
377 17 48
1 492 -4
343 384 -3
85 545 -20
576 293 7
358 10 2
334 510 -12
291 209 -6
398 222 -50
570 456 -31
560 233 33
69 252 -27
382 413 -37
526 302 -8
413 366 -21
440 563 -7
415 393 -8
21 72 14
606 503 18
233 336 -42
488 458 32
377 605 -10
442 241 -26
457 458 4
22 6 -6
462 563 10
496 58 -24
59 333 28
251 2 15
4 151 -18
267 41 5
237 212 6
101 297 -43
413 84 3
130 248 28
550 216 47
615 227 16
109 548 49
73 410 -11
564 260 -44
81 452 1
575 522 13
139 129 -23
96 273 -28
126 21 30
16 512 15
584 177 21
206 307 -33
184 567 -8
491 566 8
324 558 -46
586 83 20
539 426 37
463 321 -32
515 309 -37
278 194 -9
274 610 26
81 132 -12
361 120 -22
206 603 -4
443 307 8
386 267 -29
283 507 -19
69 411 -28
342 466 -13
350 70 39
370 458 -7
330 506 -14
569 142 24
354 136 32
327 80 -15
225 506 -43
331 273 -23
163 96 9
186 12 12
115 76 17
425 27 -48
404 68 -50
162 156 -46
68 69 -5
517 14 44
490 220 -27
399 453 -34
59 394 -45
422 199 16
576 159 33
615 441 -42
135 164 32
368 249 -23
192 508 -42
559 209 -46
579 547 25
390 569 -29
564 447 9
5 603 10
395 259 27
343 141 5
484 432 -42
349 498 37
207 16 -5
83 188 -44
87 263 18
233 430 49
585 234 -39
225 397 28
62 246 13
575 50 -41
63 337 1
278 221 12
74 78 42
327 33 -25
438 143 -30
577 536 28
342 312 -31
160 329 -14
453 517 19
387 251 32
597 445 23
468 180 29
293 337 4
459 171 45
253 546 28
106 373 -25
480 596 40
263 71 -7
80 506 -27
552 453 -40
123 340 -8
379 245 -39
566 341 -36
295 157 -11
433 35 41
171 92 -34
101 141 42
404 29 17
543 530 -27
358 492 17
56 388 21
116 617 25
476 527 -13
477 540 9
400 118 -4
80 364 37
532 398 22
282 162 -45
429 602 -47
307 339 30
55 515 -3
262 592 31
185 490 -47
506 141 41
285 46 -34
319 528 -13
214 525 44
200 158 10
400 82 17
207 44 4
529 460 15
406 102 -5
465 220 -30
195 368 -1
151 418 38
120 132 -10
521 148 -42
565 155 -27
250 16 -2
288 534 42
597 4 -47
69 433 47
384 496 -35
72 439 13
11 589 -30
118 478 48
503 220 3
230 306 -44
496 275 -40
133 571 2
414 15 -49
596 375 -7
165 13 23
485 286 5
115 498 41
46 478 -36
451 60 49
123 263 -29
304 307 -31
192 242 31
279 491 -12
433 330 19
400 447 7
603 230 -20
555 150 -13
365 358 -6
156 523 -50
605 216 48
255 518 45
341 560 -20
508 245 -40
357 505 42
224 58 6
216 332 48
171 116 10
48 159 35
531 394 -2
171 312 -34
522 346 25
415 360 42
266 280 -43
1 569 -19
144 607 -15
2 359 -28
402 478 28
589 582 -14
107 516 -22
291 286 -43
168 458 18
110 135 45
518 547 -10
291 279 -27
273 49 -29
185 487 27
160 287 17
289 369 22
575 390 30
504 612 12
532 146 -43
125 28 -5
615 7 27
444 117 -49
573 283 -42
601 30 -9
115 119 -21
239 188 10
267 117 -44
199 400 8
307 476 6
125 3 -34
237 561 36
25 604 5
228 465 10
373 397 4
186 122 29
56 178 -2
264 293 41
99 141 9
161 486 -24
607 53 42
328 23 -49
378 65 -41
289 359 -24
169 197 -10
239 576 11
260 173 -28
173 133 14
175 46 15
475 118 -21
294 503 39
297 71 38
100 78 40
497 141 -31
541 115 20
281 108 -44
539 258 -7
516 17 35
53 524 24
599 53 -3
513 398 47
601 300 9
369 399 46
286 541 -24
216 157 20
402 430 9
310 541 -36
19 65 -6
354 114 49
441 460 -15
452 417 -46
70 530 2
597 63 -40
104 273 49
33 598 -7
375 601 -11
325 392 -36
115 208 -40
259 75 -23
345 579 -6
230 235 -48
144 213 -31
383 33 48
544 466 -9
81 310 -29
53 127 46
577 172 3
308 323 41
116 114 18
406 596 -7
310 345 -29
332 13 17
348 111 24
164 225 47
177 605 42
99 167 4
386 270 -29
111 453 -34
44 298 -35
222 515 25
37 367 36
221 63 18
447 441 -34
322 119 -43
127 484 -28
567 541 -7
392 152 -2
172 180 4
350 476 15
459 326 -15
137 475 -49
364 572 32
49 273 -41
519 155 48
58 192 44
45 55 31
176 234 13
428 255 -6
615 149 35
122 92 22
412 136 -12
375 395 46
312 102 1
72 491 6
308 334 -25
616 145 35
94 245 -38
171 31 -42
542 115 -19
34 93 13
285 402 11
287 305 -10
168 117 4
154 64 -43
555 152 -16
308 149 -5
487 365 7
479 384 34
103 317 15
342 176 1
119 514 -35
506 618 -37
247 265 -33
36 94 -46
260 109 47
472 264 6
42 189 -44
50 337 -27
31 496 34
436 313 -6
565 542 -45
106 105 -36
449 617 -6
388 422 25
495 478 33
37 224 10
20 157 47
125 557 -43
481 233 -23
481 262 -40
506 264 -10
348 403 6
47 561 3
245 137 -38
125 167 33
570 64 13
343 87 13
365 574 -21
359 319 -12
378 353 -16
120 45 -15
6 212 -37
592 506 -49
203 365 -39
478 327 41
507 397 10
239 225 32
338 176 -44
332 80 34
253 171 -45
1 450 10
36 49 -2
609 388 -4
444 322 13
8 373 1
383 13 -12
584 120 -5
194 206 1
448 383 -42
471 94 22
177 221 -24
64 388 25
346 406 43
547 144 17
615 263 -9
215 246 41
47 407 -49
50 59 47
125 285 5
599 295 13
613 143 47
250 245 42
18 314 -34
75 543 23
0 245 25
614 580 15
370 128 12
608 185 31
407 207 -33
275 375 -2
312 325 19
410 374 33
418 282 -3
58 43 45
192 369 -23
207 528 -1
405 165 -40
399 546 -27
508 165 -21
107 346 24
319 329 22
199 146 41
55 45 18
106 13 45
398 560 6
9 39 41
384 43 36
238 264 -33
554 170 5
1 64 -42
202 191 39
217 398 -30
106 185 -15
392 593 -31
39 233 -5
544 471 -31
517 30 -25
27 155 -26
138 170 -44
320 121 42
255 354 -25
292 447 20
89 546 -5
326 60 1
463 87 -38
46 462 11
617 169 1
209 482 43
254 16 -2
88 572 -23
322 223 19
546 104 24
150 287 22
335 278 -20
153 336 28
153 571 -39
18 513 12
157 24 46
411 257 -1
139 84 -7
494 392 -41
395 68 -25
321 197 28
336 154 8
444 126 -34
498 386 37
238 310 -24
78 79 36
236 409 21
193 403 -46
189 278 -7
565 508 48
503 235 -42
368 183 -37
330 389 -31
42 115 38
523 556 1
536 515 45
287 148 19
447 278 14
550 613 -47
597 454 9
192 394 -2
596 401 36
373 186 34
337 206 21
412 402 -17
555 175 20
460 88 24
242 57 30
64 22 22
362 280 49
534 128 16
270 116 6
342 19 37
167 308 -10
439 592 -49
441 406 -26
434 83 -35
355 240 13
537 249 -35
0 334 -38
199 555 22
476 471 -38
211 12 40
551 583 5
51 490 13
289 89 -39
31 335 42
194 457 -36
468 224 21
145 133 -30
487 316 -21
300 447 7
515 355 -16
225 227 25
219 352 -40
188 518 -34
473 163 16
195 482 5
308 463 -30
435 76 38
535 239 39
473 609 -46
501 375 48
571 528 20
159 103 11
398 460 39
169 482 -47
94 262 -29
312 405 -46
0 80 -23
446 391 39
325 471 -37
614 88 6
321 228 2
79 33 -46
395 210 -21
61 522 11
204 432 -34
537 153 -33
463 383 -25
542 443 34
161 72 48
218 351 -37
480 158 -50
479 0 45
334 140 49
549 373 6
405 142 -11
45 599 -10
536 133 38
511 36 -36
143 450 -13
492 284 27
564 167 -16
501 239 -32
509 364 40
313 345 -7
515 617 -44
34 590 -15
289 35 47
537 285 -25
341 110 -27
443 326 -38
159 137 -50
499 129 -37
445 25 -40
520 613 23
31 38 12
499 108 44
189 490 -2
511 450 -45
165 553 -10
8 515 -46
492 546 12
530 400 -35
408 176 27
529 355 -22
311 65 -4
536 70 46
545 222 21
527 87 14
61 422 9
242 61 -14
480 511 22
120 442 18
166 108 -34
506 579 -9
404 543 39
503 410 -6
317 481 -16
403 434 -37
27 79 -31
206 272 35
613 10 6
188 581 14
172 328 -38
299 300 13
424 237 -19
321 419 38
558 603 -49
112 269 -21
41 254 17
131 365 16
549 369 -48
309 230 -34
160 337 35
434 253 9
463 190 -32
369 79 8
613 174 14
77 200 42
102 74 4
570 511 18
480 203 -15
511 451 1
466 459 47
129 131 -43
614 225 -18
525 592 12
62 294 -7
199 516 -3
150 226 9
596 85 28
445 438 41
211 610 35
349 354 3
272 90 47
231 245 9
369 291 -37
371 254 45
150 201 26
36 58 -27
159 50 37
348 272 -5
216 42 47
535 576 -35
611 297 -9
552 33 13
427 586 -3
259 366 1
490 170 25
282 497 -34
262 281 24
325 506 -45
270 434 30
300 106 -45
556 64 -31
528 586 23
86 593 -24
183 187 -32
482 367 46
452 143 -1
178 504 -50
364 527 38
252 110 -13
494 112 -47
233 324 -13
364 600 -15
174 393 30
510 539 28
12 0 14
200 367 -14
139 377 -38
555 3 22
470 582 34
438 332 -30
62 375 -8
77 268 46
180 582 39
586 370 22
549 140 40
221 382 -16
65 571 -29
456 331 12
570 108 -34
172 445 42
383 559 -9
53 206 6
191 63 6
82 573 -15
583 248 -46
226 411 6
387 159 22
433 164 -18
232 488 16
456 38 4
528 151 -41
470 283 -49
383 191 28
400 280 -27
179 477 -8
36 238 9
85 345 -25
43 399 31
340 0 10
554 118 -21
358 15 -32
175 467 29
288 36 38
254 58 -19
426 574 49
130 246 -34
64 379 16
2 284 -44
1 337 1
589 65 32
363 349 20
263 203 -8
420 57 -50
601 571 -20
510 290 7
518 91 -47
473 46 -49
529 455 -27
617 349 49
514 512 -26
419 566 37
456 208 23
405 295 37
346 178 -50
490 340 26
214 348 -13
186 173 -2
206 263 -14
443 69 -40
613 85 8
184 153 32
589 410 47
256 83 -27
62 286 -9
152 66 24
295 191 38
55 500 -27
120 340 30
40 414 -36
128 326 -25
26 116 -48
588 36 24
205 168 36
11 372 -2
66 57 4
569 258 17
585 375 -6
590 415 22
217 308 15
540 592 36
317 167 30
76 318 -37
236 227 31
591 281 46
371 195 40
152 89 38
599 224 15
598 600 -44
606 185 -37
480 267 -7
215 593 -2
179 74 -31
188 550 9
285 439 38
420 291 8
140 155 25
264 53 21
46 71 -12
284 123 33
25 138 46
484 391 -47
21 88 24
374 143 -25
99 249 24
223 332 -43
489 114 42
175 113 -38
543 470 13
339 420 -36
62 490 -44
340 564 47
453 246 -33
416 561 -49
371 142 -11
18 280 -45
177 518 -7
603 479 19
102 73 19
616 353 -14
119 92 6
497 505 -25
214 42 -36
267 23 -39
323 371 36
594 374 -27
108 451 -32
79 183 -29
210 191 46
226 588 -48
362 339 -36
148 554 -41
585 169 -7
336 187 25
32 270 21
447 268 43
251 275 21
194 134 40
302 230 -12
183 468 36
408 77 32
174 96 4
297 137 9
180 349 32
207 218 -27
402 228 43
302 390 28
163 215 28
230 607 15
546 421 -50
216 285 46
314 390 9
204 391 41
449 412 -33
2 387 24
618 98 8
357 69 31
508 528 42
110 323 39
377 372 -34
396 168 -35
2 305 -26
99 238 35
374 473 -34
183 281 -49
306 28 -39
315 470 -14
329 518 -30
315 540 -42
188 292 27
327 579 -40
502 584 41
365 555 -23
36 118 23
193 402 6
365 148 11
185 560 -40
299 323 5
220 608 -41
116 89 19
233 486 39
297 141 -34
279 34 -40
523 93 -46
84 202 10
191 614 -13
487 579 48
517 205 5
283 118 -26
360 574 30
357 572 -33
176 180 20
1 368 11
588 505 -17
499 286 -47
567 130 4
369 433 40
391 450 -32
120 129 46
575 44 -21
2 163 25
366 45 46
322 147 -42
595 614 -2
360 357 40
441 542 -27
445 561 -36
40 479 -16
100 391 13
495 554 -50
358 392 -4
16 108 -50
484 46 -33
502 1 -36
75 488 -22
77 157 4
306 529 23
226 349 30
114 379 -4
23 452 22
550 534 -28
203 590 -49
423 101 20
238 525 -20
4 387 37
68 540 -1
467 508 -34
574 340 19
586 299 32
579 432 26
512 400 24
299 240 46
374 288 39
69 273 28
205 448 -39
520 557 -12
395 84 29
281 351 -31
187 494 -48
601 153 6
253 266 44
179 506 14
334 352 36
588 198 -48
399 320 -26
545 283 -17
242 436 28
566 261 -40
225 432 41
170 603 -43
33 533 5
426 422 -31
411 115 16
338 175 -41
159 239 40
198 455 -22
192 545 29
205 538 23
493 239 -35
330 132 -42
448 473 -31
377 535 -40
292 338 6
561 535 -39
256 466 -32
473 89 -16
253 200 -34
425 7 47
332 485 -36
529 438 -50
61 476 -20
617 564 -22
498 197 22
77 511 -18
439 588 1
561 381 -19
148 194 -6
170 538 -37
479 204 20
147 132 -24
159 464 43
552 215 -9
84 284 -18
334 520 32
155 94 -8
234 354 -42
342 8 7
227 235 24
359 73 38
31 469 10
461 181 -39
509 304 -3
270 215 -46
201 397 32
510 222 -45
611 607 16
364 40 -38
270 400 -37
223 314 41
489 427 40
143 270 41
119 270 34
21 217 -18
352 39 44
567 212 16
561 558 12
94 192 -9
585 179 19
594 189 48
55 212 -31
420 283 -32
292 303 44
336 328 -38
191 503 31
390 149 10
105 464 42
69 8 -43
50 512 10
85 568 37
372 575 48
245 612 23
467 303 -18
465 57 -13
45 107 -45
476 216 43
423 21 47
461 214 21
597 517 28
294 42 -20
616 33 -20
555 266 -39
286 400 -48
191 387 48
485 59 49
80 213 22
199 160 -38
277 407 47
273 71 33
428 574 17
69 246 24
429 454 -17
592 586 44
321 378 -31
535 566 -33
24 544 -11
613 593 -41
2 368 30
569 208 -10
237 224 37
454 162 -46
472 267 -6
610 474 -29
601 228 -40
384 377 -8
190 343 -16
365 323 24
283 198 3
104 331 -35
443 103 -2
67 444 16
378 447 -8
507 7 45
539 561 -33
579 110 6
122 9 -35
351 87 1
206 161 -37
110 73 40
260 359 16
408 574 19
543 272 -17
409 542 9
451 166 15
552 328 -28
331 607 -15
465 457 12
