160 5009
137 55 31
6 30 -4
70 120 -12
105 41 33
53 48 16
90 93 -4
48 102 9
14 105 38
60 128 -39
143 156 2
77 112 -44
150 147 33
20 5 33
83 141 39
98 67 -34
116 94 -38
99 116 8
147 110 49
107 15 16
25 30 -18
51 87 -5
99 122 -1
123 138 22
13 72 14
124 28 38
98 54 12
51 121 24
66 107 -42
116 80 -19
3 159 16
42 86 -24
74 116 2
157 18 21
79 117 49
128 84 -36
144 5 -38
83 107 -41
8 134 -33
108 25 -43
89 67 47
77 65 47
121 134 -3
23 32 12
71 150 -9
66 21 28
88 25 -48
70 27 -11
59 109 -35
83 110 25
141 24 23
155 60 47
33 17 -9
94 123 -41
7 115 -7
30 69 13
7 98 -29
153 7 37
86 23 -34
115 130 43
10 13 24
66 35 41
140 118 -45
109 108 49
63 100 33
58 117 -18
88 14 -36
40 4 11
135 79 -40
18 135 -18
104 42 7
59 81 -14
59 39 25
81 85 -5
1 110 -8
147 127 41
119 11 -7
116 156 -35
37 87 32
133 158 7
78 19 -41
92 68 14
41 38 -29
35 123 22
18 10 15
78 51 34
89 6 -19
87 70 2
102 96 -5
124 22 27
19 108 28
53 41 3
43 4 -18
74 52 -40
3 36 42
114 104 -10
139 25 31
19 25 35
9 19 47
155 34 -26
141 135 -46
114 68 44
140 31 47
104 11 39
158 90 -14
69 117 25
129 51 -32
23 109 4
0 143 45
116 31 42
38 135 -23
28 66 26
154 18 -44
25 110 33
157 69 -49
157 56 -3
67 109 3
64 124 23
142 15 26
3 137 -18
21 2 -14
150 30 37
117 60 48
146 65 -38
6 47 -50
108 107 -8
6 36 21
61 125 11
38 62 -37
118 124 -3
97 0 -25
122 97 32
145 80 44
63 37 17
158 70 43
55 93 -46
21 35 43
77 133 -14
125 79 33
48 24 -2
86 151 -21
56 37 -4
26 54 15
86 102 -31
131 129 -15
85 110 22
48 135 -45
32 148 -8
66 27 16
15 104 -47
78 20 37
147 156 -41
10 46 -3
157 88 9
28 143 -27
35 46 -47
3 55 -6
149 156 5
18 92 -26
36 45 21
6 77 35
158 102 -39
117 26 33
50 73 25
139 57 -28
87 121 34
18 40 22
121 72 41
130 3 29
11 55 46
50 5 39
114 83 -40
132 97 10
138 107 -7
63 72 -45
25 134 8
119 153 -3
149 131 15
90 86 24
48 117 -42
38 64 -41
