305 8364
121 63 4
268 88 37
62 233 24
141 106 -50
233 186 15
188 54 27
221 166 48
5 255 -45
151 108 -24
39 46 31
233 197 -9
144 70 -24
140 40 -47
147 292 27
221 56 22
242 281 -5
235 84 37
77 234 -41
287 226 -25
23 222 4
175 225 27
153 70 3
149 38 -27
290 241 -7
151 26 8
33 236 9
178 105 19
125 283 -17
64 49 25
246 38 -16
285 6 -10
28 63 47
18 289 11
227 261 28
20 216 40
113 186 -50
164 150 25
56 76 -29
79 192 14
282 160 -21
9 215 44
78 115 -13
250 110 33
129 75 29
93 2 -47
49 214 43
293 225 5
161 39 13
197 202 -9
21 235 -44
140 113 -49
28 8 26
237 253 -49
120 15 7
128 145 41
133 281 8
12 5 -10
226 212 31
233 19 1
172 89 16
206 273 -21
162 47 -43
245 210 7
197 191 -14
104 53 7
125 194 -18
78 230 -21
239 186 14
116 181 -35
220 129 14
163 133 7
155 252 -16
132 291 19
115 279 -33
174 15 -43
42 173 -26
172 73 38
16 134 -35
147 3 6
109 245 -13
19 239 -38
219 178 16
30 121 -45
48 45 10
213 200 28
142 28 -32
54 124 37
273 1 14
107 0 -35
121 218 -15
250 87 17
114 88 -38
25 149 44
58 219 -5
145 8 38
206 61 3
187 293 -46
96 49 20
121 197 -20
237 252 -19
275 76 5
148 295 -3
286 70 9
203 0 42
205 17 20
209 200 -15
233 105 -35
255 187 -28
289 235 39
55 46 -47
58 202 27
162 105 -7
137 170 24
78 211 -12
203 31 24
0 61 -33
147 230 34
231 0 19
76 151 49
299 106 -28
125 303 37
174 272 49
201 265 33
158 231 -2
228 200 33
207 42 -20
55 119 5
303 96 44
224 66 25
122 193 -45
130 48 -5
247 215 16
256 246 27
62 18 -11
214 74 37
169 42 44
88 177 15
130 61 -24
112 164 26
74 267 9
159 209 -17
240 226 13
243 70 28
126 203 -5
300 207 24
204 269 16
11 287 18
92 103 25
304 122 19
37 77 -15
89 276 -41
120 304 -12
218 254 -28
73 59 12
187 107 -25
40 296 23
242 33 -7
168 238 18
149 207 43
246 245 36
268 260 -4
17 185 -7
116 103 -10
44 36 48
263 114 -41
18 24 -47
53 149 -34
244 124 -14
41 90 -5
20 281 -11
234 21 5
141 83 -24
2 249 8
15 255 38
119 28 39
84 176 -40
257 111 34
245 261 18
250 68 5
106 75 -4
252 203 -24
114 263 -33
197 294 36
274 132 1
27 216 -41
86 201 36
261 253 -3
292 12 -3
14 158 45
92 72 5
303 79 16
237 172 -24
190 304 -16
190 196 -13
177 304 -24
38 68 44
170 56 23
169 89 -34
294 1 -40
237 152 33
18 142 -20
89 263 -36
85 9 -12
165 41 11
165 193 8
15 199 -4
209 302 -22
279 39 32
87 106 -40
303 161 -44
241 129 46
45 20 -46
255 249 -32
121 261 -39
5 21 -3
127 266 -38
97 239 41
280 261 28
270 55 -49
3 111 44
265 247 -28
197 256 5
32 41 -34
106 207 2
22 59 39
40 64 4
285 194 -40
228 269 -4
94 274 1
303 117 -28
92 85 -49
35 299 13
256 42 31
264 160 -27
115 140 -12
129 49 32
182 4 -11
129 198 30
270 252 13
61 22 11
22 125 -50
304 23 -12
284 137 -43
212 8 -6
119 196 31
172 130 -2
81 96 -1
264 33 -47
186 175 -37
52 125 12
233 214 -10
143 294 39
133 181 -47
193 171 -28
255 76 15
40 84 -14
273 52 -8
38 119 -15
45 12 -28
202 278 -9
194 246 9
85 175 -16
249 72 -10
74 33 -17
66 233 -46
94 21 -40
119 261 31
48 232 -36
40 62 6
259 25 -23
176 281 35
177 120 -5
144 109 -44
33 243 33
7 97 33
5 264 -17
69 264 39
19 38 -34
71 213 1
97 75 -49
299 277 -16
73 225 -38
59 140 -4
287 110 26
104 239 6
27 247 -39
43 58 -48
96 82 -41
159 201 -37
80 240 -3
128 246 23
21 50 -19
214 44 47
289 107 -44
54 94 19
82 245 -31
145 83 32
260 4 -6
224 68 -20
198 223 -46
226 187 -7
121 142 -13
140 64 -46
293 167 -14
195 106 -21
67 292 23
69 64 2
203 194 13
235 5 22
295 237 -38
21 227 32
70 157 -40
205 156 8
31 238 -21
233 21 -5
54 44 -35
144 193 38
58 209 32
100 235 -47
113 216 35
239 28 -27
294 148 25
157 159 -35
40 257 -50
69 258 47
43 168 -27
184 76 43
293 152 -21
197 162 -10
115 300 -17
223 251 11
138 87 14
72 282 12
35 274 -19
235 130 31
207 202 40
276 268 43
43 238 43
188 273 -20
150 115 -3
209 184 45
171 157 -16
176 61 20
303 243 44
279 23 -4
119 165 41
34 304 -3
181 57 -15
2 208 -16
226 23 9
87 131 25
286 184 -36
181 149 -15
159 33 2
284 60 7
130 275 40
18 298 27
264 130 1
