594 9861
292 592 40
295 432 -12
214 209 7
536 126 41
493 496 -7
75 208 -34
242 243 15
24 544 -13
16 150 39
480 93 -46
334 497 -49
70 538 -37
75 198 -26
157 586 43
289 545 28
522 439 9
350 224 -40
428 524 18
441 367 -30
170 109 10
275 209 30
506 476 25
471 402 -36
529 576 -27
589 356 -46
279 456 -1
546 10 36
161 97 38
542 412 -31
86 164 -3
363 570 1
398 429 -22
513 181 7
284 177 18
316 263 -33
193 122 -23
550 184 -12
21 205 -3
63 389 40
165 406 12
434 60 1
438 86 48
275 491 14
340 84 -12
262 126 19
124 128 -19
369 468 20
351 326 -29
567 120 28
278 389 -19
543 365 -6
299 131 -8
9 86 37
306 32 -38
458 174 -19
544 119 -30
16 370 -47
459 273 -6
186 475 -45
461 121 27
498 119 -35
402 434 -6
477 297 9
68 132 47
318 286 -16
51 98 -15
313 112 7
396 127 -4
189 116 -7
348 365 -43
574 179 28
192 457 49
372 455 -1
116 237 -24
556 490 8
129 166 -9
232 571 34
416 421 32
103 421 -22
230 250 -31
133 482 -11
236 5 -2
25 512 -24
75 212 19
365 584 32
494 70 -35
540 46 30
278 92 38
235 68 39
482 388 -42
11 509 -33
74 593 11
52 577 -24
70 385 25
167 308 -28
207 215 38
65 508 -5
346 274 -42
279 575 -19
97 281 11
147 373 -11
189 181 -33
512 276 -2
18 315 -38
245 233 32
514 133 14
409 341 19
267 527 32
400 128 13
16 97 -22
340 184 22
259 153 15
306 120 -30
411 50 4
34 167 19
383 103 -28
89 246 47
180 181 43
248 429 -32
105 10 25
323 69 -18
202 66 -18
506 429 40
509 161 -18
577 218 -14
322 566 39
294 68 22
510 94 -35
11 389 4
151 510 -41
534 449 -7
389 582 46
567 259 33
2 204 -7
171 325 -47
546 47 16
369 374 29
268 84 28
342 78 -39
50 465 41
370 147 -29
43 238 -47
371 91 27
296 129 44
76 372 -18
12 475 30
352 382 45
471 357 41
257 505 15
186 91 14
338 251 -39
141 351 27
553 566 -23
115 490 37
103 311 35
451 395 -15
484 35 5
336 518 40
112 148 29
525 446 -19
200 387 -50
164 280 -31
353 181 -40
452 65 23
505 584 32
96 350 28
507 511 -13
318 179 -15
132 508 -18
76 300 46
242 81 8
318 30 -26
330 301 -50
224 36 5
338 399 -43
463 367 35
364 558 -39
67 80 12
467 216 -19
72 57 -37
63 149 10
47 547 -18
164 285 5
282 260 -23
3 413 -29
471 356 -37
237 174 -10
142 443 8
172 227 36
177 419 39
31 292 9
545 165 12
181 93 -30
124 10 38
422 113 41
529 318 -38
328 49 5
335 548 -23
492 268 -11
136 257 -8
19 166 2
516 277 48
308 67 2
425 547 -10
127 178 -17
473 155 7
431 424 -41
345 148 49
512 511 6
138 15 6
386 107 -23
253 287 23
261 122 25
164 421 13
239 187 -45
433 544 -11
426 243 -23
562 494 -22
121 496 -47
282 109 25
138 61 42
181 111 -40
460 456 25
459 137 39
370 286 6
257 101 25
587 342 6
138 444 -17
244 467 14
246 179 23
279 365 -14
157 481 -16
84 130 28
12 102 -22
290 294 -11
180 28 24
311 213 32
144 213 -26
429 515 -20
144 209 41
480 442 4
306 495 -35
244 128 -13
171 529 -28
379 139 43
23 421 -36
559 541 29
430 142 -31
455 587 -17
449 222 24
179 457 22
133 240 -9
40 106 29
131 12 -5
378 93 29
222 141 26
318 81 9
93 150 -46
167 7 -31
321 396 43
290 502 -1
493 409 30
493 276 49
263 269 19
155 353 -3
374 232 -18
