422 4395
283 328 26
88 291 30
242 85 -21
279 215 11
283 392 29
400 276 -48
109 176 -6
198 71 11
6 247 26
338 99 24
209 153 -32
82 93 11
144 37 22
104 11 45
92 236 17
412 250 -16
29 361 -18
358 255 -39
324 274 5
412 329 -21
401 361 -18
419 162 6
288 102 -46
354 239 12
166 258 -4
207 55 34
238 18 -31
42 294 -36
107 238 17
144 161 10
136 173 32
9 364 35
396 57 -12
144 28 49
205 22 20
246 392 -3
382 82 27
361 353 17
115 170 14
141 401 -3
71 32 -46
172 382 -3
21 60 49
45 2 27
300 265 -8
50 290 -4
409 193 31
28 290 -28
151 389 -28
31 85 37
24 394 1
18 125 13
20 133 -32
393 216 -28
262 150 21
136 254 6
153 10 29
56 147 -3
358 254 -22
192 61 -26
365 420 19
15 271 -32
172 97 3
65 332 19
339 313 -30
298 90 33
188 134 -3
322 229 4
30 123 -13
171 170 -50
180 393 -28
407 42 40
38 251 16
143 325 -4
240 264 -18
314 136 -14
315 27 -47
184 214 31
211 92 -42
386 316 32
159 79 15
171 276 45
63 390 23
156 323 16
51 20 40
267 149 -46
272 181 1
382 126 29
286 107 27
35 258 -42
251 266 38
11 394 31
234 356 39
227 288 20
289 14 6
405 298 34
271 261 34
279 185 -40
129 205 -28
18 137 42
9 233 -41
335 276 15
80 262 -15
59 161 18
335 122 40
308 352 23
36 25 -21
191 164 -35
89 292 23
200 375 30
65 270 -13
299 80 -27
417 124 -24
129 241 -11
76 147 5
347 382 23
7 18 -44
234 117 -9
13 312 33
214 378 -36
285 40 33
251 287 22
109 229 23
262 380 -44
250 227 -19
24 74 -42
125 92 -28
22 161 45
394 356 -38
217 162 -36
75 401 12
110 183 -30
102 290 -40
316 403 -1
255 312 4
315 212 13
281 299 11
144 78 19
302 69 36
301 387 -37
417 84 8
1 341 -22
273 1 -14
379 118 44
275 109 -50
6 61 -36
369 401 14
388 234 -17
133 329 -2
144 187 -9
389 99 -22
199 262 -44
303 219 -37
16 43 49
45 56 -42
314 175 -19
385 259 45
259 207 38
154 16 -6
418 96 46
280 25 -50
141 389 -30
138 267 -27
83 289 45
100 200 -10
410 420 23
213 118 -19
64 406 7
79 315 40
234 378 12
261 331 -43
248 379 -6
315 366 13
68 152 -2
108 152 18
190 174 -29
253 228 -14
365 271 8
140 225 26
344 375 -32
201 37 39
417 335 -17
70 121 27
387 356 31
339 29 -46
326 257 43
26 275 32
34 202 -31
198 68 18
43 247 -23
197 311 -45
287 313 -25
334 417 -40
304 343 42
76 167 -10
128 374 -9
341 91 33
119 277 -3
394 323 5
418 342 7
195 134 47
62 211 -7
325 105 -18
403 83 2
126 298 14
260 267 3
404 146 -37
74 138 40
155 265 38
418 2 31
13 202 -24
332 217 -26
182 96 -38
171 135 22
217 253 -7
350 9 -10
113 167 -39
304 12 23
184 388 -25
214 255 -39
68 130 -42
372 48 -25
355 159 16
70 338 43
61 403 -30
41 98 40
166 185 33
42 67 -13
255 175 17
379 209 -36
53 302 -15
159 137 20
412 381 20
196 257 43
405 34 9
295 192 -41
333 214 32
161 24 -14
392 138 -22
101 44 20
180 408 -33
303 29 -46
262 340 16
418 360 17
49 94 47
360 71 -46
173 193 -28
161 91 -1
413 233 45
315 92 1
54 139 31
402 148 -14
162 61 -28
401 350 10
173 402 -21
218 303 48
314 222 -19
192 194 2
123 180 -11
313 292 5
99 193 33
146 129 25
143 274 28
156 165 4
66 364 32
122 44 5
119 145 -45
186 22 -47
97 283 -5
242 195 -43
123 406 44
25 114 34
224 236 -25
299 128 -42
144 218 -10
121 328 -22
124 11 -46
334 120 18
248 136 23
44 270 14
189 418 -32
288 281 -32
229 116 21
377 40 -27
262 100 -36
49 273 28
157 221 47
215 203 37
26 224 -18
102 104 32
418 137 -6
365 255 -41
375 168 40
283 175 -48
17 4 18
23 149 -36
314 287 41
417 48 46
304 203 23
286 191 -45
290 293 21
210 326 -26
24 20 -24
178 360 37
240 77 -1
166 138 -10
374 232 -46
407 329 36
137 96 5
354 356 22
85 238 -37
218 254 7
123 396 26
361 252 -37
168 179 -50
39 420 49
193 202 -37
247 49 -22
91 369 -15
343 131 32
55 150 -16
388 298 -32
289 394 -17
236 154 47
54 262 12
338 364 15
357 366 34
226 381 -34
151 268 -46
327 117 -49
313 219 -2
100 380 49
228 46 35
328 12 -30
250 29 44
55 56 -34
385 251 -14
397 174 -23
161 223 -8
363 179 -7
277 49 -6
318 283 -5
213 293 -4
80 281 46
346 78 8
75 51 -40
35 0 -34
254 331 -34
48 198 30
237 180 38
124 108 19
366 324 -25
151 49 -13
360 339 -4
284 396 47
69 257 27
149 206 17
2 107 -32
346 185 -25
263 336 -25
219 350 -13
197 35 -48
86 361 -30
296 0 22
192 390 -3
351 389 -49
355 368 4
23 14 3
125 4 23
363 373 -47
180 247 30
197 235 -18
271 41 47
144 292 -33
232 6 7
46 13 8
246 217 -27
169 172 -43
374 101 -39
113 70 -18
196 4 24
400 115 -38
37 315 -45
370 386 21
314 263 -30
226 318 -50
51 50 47
260 50 12
80 209 26
365 418 -45
60 374 4
240 258 -7
337 154 -37
353 23 11
235 399 -15
349 37 14
34 351 -7
158 225 26
54 11 25
72 325 -12
414 240 3
113 384 16
156 35 23
210 249 23
94 310 -24
140 147 -7
58 368 -9
415 21 26
363 202 -42
58 43 -43
43 175 -13
164 70 -43
88 72 42
55 303 -21
396 386 20
314 43 -11
224 87 14
133 279 -18
83 15 -36
231 292 -33
414 366 25
79 193 36
24 375 9
275 150 34
418 95 46
348 63 31
212 255 9
200 341 39
217 153 19
348 245 -35
359 161 5
420 16 -6
261 198 -45
368 0 -28
24 373 -47
89 405 2
53 5 22
256 9 32
202 33 -8
418 119 -29
353 204 -37
98 63 26
278 388 42
54 40 36
66 393 7
160 264 11
261 368 37
416 396 12
120 294 7
347 373 -31
388 151 -6
123 350 -49
361 236 -47
339 85 -13
399 136 19
323 275 -15
197 346 42
172 27 -21
238 111 4
275 409 -35
348 27 -48
72 405 17
131 366 -6
238 127 -20
199 184 -18
286 73 -14
250 402 12
334 372 -39
401 182 48
274 410 17
329 142 36
17 391 -17
316 258 27
295 121 -23
319 205 33
344 110 -27
81 67 -6
294 130 -13
118 229 20
6 406 -13
403 274 15
383 302 -4
202 319 43
145 133 28
155 8 23
158 290 -26
17 131 32
412 388 -46
249 49 -30
25 9 36
191 10 17
421 90 47
97 40 -31
63 7 5
0 124 -5
114 396 49
7 179 42
316 209 -30
149 122 -29
320 125 7
250 180 30
395 417 -40
83 65 38
320 186 -38
307 351 -3
166 22 -10
279 338 -24
280 202 -10
369 284 -11
399 102 -7
411 224 -39
236 160 -38
153 78 -47
161 78 -24
13 126 3
143 193 4
210 416 -41
278 55 -39
42 240 20
385 342 16
327 301 35
39 221 4
65 160 -16
375 270 24
17 281 28
298 374 46
247 280 -15
253 316 43
179 37 34
150 251 -50
14 237 12
61 237 29
382 282 42
266 180 40
95 136 -15
320 314 15
115 323 -30
330 388 -12
315 174 11
308 9 -13
54 204 -39
385 330 9
371 207 21
215 36 5
64 115 18
149 335 -17
374 277 -19
342 218 -27
91 306 -43
271 98 6
166 202 -2
420 279 -45
228 194 -20
37 264 1
31 97 18
136 115 -27
85 53 24
349 135 -28
139 75 -37
368 117 12
217 392 16
57 115 -9
164 107 -29
304 251 20
93 377 -34
124 242 35
189 24 -30
103 162 10
318 263 37
24 142 -22
197 50 -5
305 242 -22
237 81 -9
142 324 39
154 49 -12
226 26 38
397 213 23
258 222 -8
421 314 7
398 319 6
214 69 -47
168 40 13
281 133 6
279 0 -23
34 136 -41
48 354 42
99 270 -33
306 187 -7
354 45 -8
28 282 -31
268 108 -47
79 349 -25
251 192 -22
136 233 43
99 123 -29
35 416 17
178 218 -28
237 286 -20
52 75 -17
100 329 -12
341 316 -6
229 145 -28
109 2 -6
396 307 -4
54 39 -17
414 278 -32
214 313 -4
103 331 17
361 35 -34
287 155 5
101 134 12
100 30 -45
68 2 21
168 364 -32
301 242 -25
384 349 -7
267 135 -11
116 283 -21
349 268 -40
