240 5718
179 211 -33
65 89 35
137 167 -27
192 171 31
198 46 14
123 190 -26
142 25 34
7 186 -45
169 25 12
5 62 9
98 113 -32
22 14 -7
181 12 12
234 31 -21
43 197 -29
142 178 -14
35 224 -33
69 64 -11
5 45 5
11 35 -10
220 153 23
187 186 5
202 220 45
150 36 49
3 61 24
139 126 -43
9 209 -1
237 170 36
7 149 37
25 125 -39
10 83 -49
182 183 41
130 200 46
66 193 18
35 179 3
201 141 11
176 16 17
161 159 -23
50 228 19
148 184 20
101 125 31
72 221 23
65 77 21
96 128 -3
215 205 26
226 159 -49
7 198 22
42 130 -24
44 70 41
173 66 -37
104 232 -8
100 131 -20
138 195 -47
77 122 1
19 102 44
34 41 -30
208 50 -46
146 53 14
108 82 -32
186 141 -35
93 71 -11
35 116 28
125 34 43
43 72 -8
180 161 38
108 218 21
70 105 26
22 17 12
208 51 -23
202 204 25
183 57 -28
50 201 -32
67 22 -40
63 173 7
46 45 -43
50 204 21
15 35 3
88 108 37
233 29 19
43 76 -5
151 37 11
195 115 2
210 146 46
120 179 39
204 67 26
182 149 -36
122 33 10
6 173 36
142 35 -49
131 44 37
11 221 -9
4 120 -28
182 82 -49
239 53 -30
182 236 -39
218 193 11
69 25 36
42 34 35
78 3 10
52 196 -9
132 19 -6
112 196 -34
39 53 -26
63 136 -21
208 130 48
117 218 43
199 174 1
56 13 -18
9 24 -31
102 161 -46
159 165 -44
92 11 -23
110 201 -8
164 80 30
221 56 -10
50 224 -11
176 230 -18
148 39 3
186 25 22
14 62 -9
137 45 23
41 157 12
180 126 -1
183 182 -30
207 132 -48
155 221 42
223 174 16
97 93 34
162 93 -48
8 84 9
157 98 -41
103 156 -16
48 208 -44
47 99 31
229 177 -43
134 223 -31
22 186 -3
76 48 -36
16 72 7
58 10 -40
163 43 -5
74 187 -20
207 79 25
155 117 9
119 100 -43
14 102 -18
48 199 33
130 13 -48
224 41 44
181 150 23
203 74 45
145 54 -4
162 96 33
128 69 -10
20 231 -2
210 215 -44
149 3 47
218 56 -19
150 200 37
163 187 -45
136 166 46
95 167 -24
164 233 -40
70 78 -12
90 128 24
96 48 -22
37 177 -40
15 234 -46
121 142 3
140 192 -50
210 1 -23
127 20 -50
50 123 38
129 40 -26
230 18 -34
69 238 33
155 115 6
41 96 47
106 84 -32
203 19 29
136 110 3
120 35 44
195 88 34
215 145 -28
112 97 36
10 46 4
