704 4249
0 395 -47
46 14 -23
53 210 -45
154 361 -41
217 632 28
684 418 -11
673 63 8
181 613 12
26 352 -35
506 351 -49
253 431 -8
109 276 43
37 653 -17
193 488 -50
648 592 34
75 241 -2
47 621 -13
434 390 10
189 335 11
240 310 -40
471 239 2
400 474 37
692 8 -12
117 670 -4
283 263 -5
415 571 43
557 402 -41
359 203 -44
302 515 -47
693 289 4
436 557 28
550 78 -33
302 144 7
99 135 -23
615 17 -36
161 590 33
186 149 45
72 599 -39
155 412 -6
441 200 -44
360 371 -33
122 263 -49
676 96 23
696 253 -21
411 95 2
26 329 18
252 398 3
628 690 46
379 612 19
123 423 49
579 459 14
653 282 16
311 246 -27
686 86 -44
264 278 35
524 419 37
343 169 -48
3 667 -31
590 229 -50
256 648 -37
548 206 -16
201 352 -15
590 607 45
370 633 8
279 349 41
261 337 -36
563 99 -50
225 234 -24
97 371 -4
39 178 16
201 538 -9
181 632 -39
160 423 -43
396 616 -50
635 475 33
19 391 -46
424 124 36
229 237 35
361 54 13
337 190 -11
433 189 8
317 278 21
49 596 17
401 617 -38
682 302 45
672 139 -14
453 4 -30
498 625 -27
610 166 13
223 267 -26
428 601 24
105 259 -20
87 66 34
633 672 -45
31 120 31
566 67 -10
678 380 -9
28 366 -38
521 566 46
571 243 4
85 227 21
401 540 -39
227 230 -18
623 430 -38
648 684 -32
319 37 -29
114 505 14
56 578 39
327 301 11
271 327 42
486 263 9
671 311 22
48 242 13
629 269 -12
601 178 -32
485 98 40
646 111 2
278 450 -11
42 178 3
378 109 30
221 222 -30
77 636 -26
444 500 23
22 430 -24
297 298 45
336 75 -50
279 228 -14
296 617 9
491 145 -40
440 133 -11
353 18 26
499 684 -42
192 209 -44
358 375 -27
257 249 -8
449 270 2
653 641 46
394 242 -43
281 291 -46
311 333 -16
531 8 39
326 504 -5
551 113 -44
463 202 -3
339 498 -14
119 586 15
320 0 -31
621 105 -23
166 294 15
348 536 46
497 109 37
273 658 8
612 700 15
344 524 -47
506 257 -18
370 70 -50
694 563 30
538 570 -19
432 304 -12
51 616 -49
579 648 -35
229 560 27
374 516 -18
566 17 38
444 106 30
625 415 41
32 671 13
87 278 2
653 83 -15
185 299 -44
685 550 28
315 354 -49
616 697 -39
278 477 39
360 66 41
335 307 -2
183 682 36
529 107 -42
675 200 43
533 699 39
127 360 8
407 193 -13
481 540 -44
82 364 -32
461 405 31
611 12 -30
106 519 -33
347 391 15
164 332 28
359 360 -21
194 123 -46
202 204 -8
110 525 -21
389 598 26
368 542 12
230 347 -14
63 367 49
572 420 33
29 2 36
289 461 -38
599 109 -11
298 653 -39
305 510 46
98 300 20
332 402 13
677 4 48
458 238 -15
55 133 39
269 10 25
317 344 -9
523 146 28
610 33 -18
522 335 28
88 442 8
599 264 49
580 27 -28
440 437 40
562 418 -17
681 301 27
626 660 16
441 91 -40
696 408 2
451 478 -43
603 10 14
672 375 -48
393 23 -11
652 654 27
347 334 -11
90 132 -8
209 212 28
318 141 38
488 540 41
689 82 38
587 292 44
133 221 -43
478 525 37
499 435 26
281 644 18
492 121 -9
497 176 19
632 5 -31
10 315 17
184 43 33
310 191 1
9 489 13
240 99 -15
96 593 47
534 53 -35
37 199 -12
548 142 4
91 308 10
25 325 47
229 516 5
415 587 45
609 14 -11
19 621 3
71 330 40
63 336 24
118 671 -3
118 241 -50
528 250 -46
27 250 -6
616 563 24
572 556 38
595 568 4
524 440 3
418 507 -22
55 72 -21
472 155 -6
66 462 33
608 141 31
126 342 -48
670 631 20
75 578 -7
190 65 39
649 145 -28
539 137 -45
614 307 6
100 677 13
479 296 23
628 28 -14
366 24 27
427 645 -45
309 674 -46
472 334 -20
328 262 36
398 290 30
687 34 -30
162 270 -33
347 139 36
531 238 -35
237 172 -44
86 675 -8
134 49 4
121 104 41
137 314 -13
426 531 -37
500 596 -37
648 457 10
5 38 -21
410 110 23
404 488 -19
189 292 -2
459 317 15
367 555 -15
429 339 -46
663 149 -21
405 613 5
277 120 -25
599 171 43
649 216 42
179 690 -39
350 216 -7
12 341 24
260 450 -43
115 147 28
415 493 23
356 195 36
39 212 -27
676 347 30
110 350 -43
679 144 33
398 435 -29
507 311 -38
452 258 -4
509 572 -42
543 372 39
96 68 -21
41 419 22
687 252 11
392 434 48
671 47 -1
499 645 -26
648 6 -36
522 305 14
382 208 -5
77 538 42
348 421 -30
313 62 6
89 700 36
221 500 -15
609 633 2
45 195 -30
95 399 -44
545 423 15
576 486 -37
621 496 18
432 308 34
672 384 16
507 112 31
49 338 35
160 11 -33
5 360 15
67 362 -49
136 246 43
15 45 20
398 418 -8
98 469 -7
672 258 -8
234 84 5
490 230 44
136 14 -3
172 345 -21
459 94 1
553 353 21
508 551 -48
425 625 14
561 697 48
213 82 22
424 351 -42
641 59 -26
485 353 -26
38 139 9
394 437 2
665 309 23
26 73 -24
699 223 -35
559 280 44
7 367 -34
362 633 -7
38 353 -29
99 353 -25
115 610 -7
225 144 48
591 449 -30
159 135 -16
260 231 31
400 654 -22
4 287 30
218 192 11
5 272 -34
613 408 12
493 169 13
510 56 -28
667 327 41
546 311 -50
244 627 13
626 535 45
644 368 -23
561 57 -18
409 238 -10
122 502 -1
115 178 1
92 107 9
670 247 22
579 614 -46
659 283 25
354 121 41
465 664 33
195 229 -4
223 617 34
557 107 34
515 660 43
198 550 -23
675 557 -2
297 388 -6
460 355 -37
76 580 8
219 595 17
630 321 -12
257 325 -32
470 459 18
108 517 5
70 116 1
59 442 -2
137 170 40
139 374 47
458 132 -47
13 152 -30
689 65 -23
689 387 41
398 522 45
651 61 -1
111 203 -19
449 316 17
237 81 23
57 684 42
438 433 -16
639 585 14
230 241 24
543 573 6
439 692 -37
630 367 -19
405 465 -45
303 116 -19
550 316 -43
365 314 23
70 512 -18
88 187 46
284 9 -32
78 62 -17
621 120 -15
627 179 -19
163 701 42
604 319 44
568 183 -2
79 365 -44
665 204 27
407 183 -44
269 451 23
35 575 20
244 202 48
247 317 -22
471 512 -31
172 600 -19
73 523 -18
451 439 14
121 128 42
703 50 -46
242 288 -44
146 110 15
64 185 -27
343 32 36
134 13 -15
590 360 -44
197 622 -25
654 127 -41
141 405 43
295 0 3
526 695 24
410 499 7
154 308 -21
159 174 -35
374 342 23
652 500 -8
464 456 -16
232 350 28
324 687 -8
634 570 -44
571 533 46
663 432 31
273 214 24
69 14 -44
335 619 -39
505 408 -4
93 400 26
446 247 -21
72 426 49
268 604 31
695 157 -14
298 454 14
487 687 -33
593 45 -4
144 122 -48
45 262 -31
653 399 42
388 43 30
419 493 -5
523 75 7
637 8 3
437 192 -41
650 130 37
402 670 -42
59 576 47
569 224 -23
104 90 3
348 587 -6
5 430 36
129 163 -1
438 234 29
697 399 -21
371 669 -13
404 520 -43
693 201 8
498 426 15
311 471 49
416 79 27
183 106 40
496 581 -14
507 487 28
563 569 8
530 50 18
451 263 -27
218 63 46
655 488 -21
43 683 -37
135 514 14
453 193 -18
547 278 -40
419 158 38
297 445 -47
572 289 -9
223 636 -8
360 391 -13
592 614 -43
493 112 -3
551 201 -8
483 362 26
160 606 -23
694 572 -34
688 259 38
129 459 -32
609 425 38
442 155 30
48 326 -46
360 131 -35
580 632 39
427 655 -20
55 607 29
513 566 -26
14 541 3
156 12 13
675 13 -45
420 489 -14
21 531 36
7 478 -14
121 412 18
109 120 -7
48 687 48
619 46 -50
152 102 38
161 237 12
436 111 49
131 235 -21
398 367 19
196 180 24
481 486 -46
236 462 7
341 165 18
3 435 -30
164 457 -46
607 126 31
416 634 7
129 191 24
190 609 -30
206 411 39
215 550 -39
9 305 15
330 150 -10
101 670 15
107 389 48
343 95 37
36 28 -11
615 486 -21
266 17 32
458 174 37
686 69 -47
235 599 -45
443 5 39
562 269 10
692 682 22
123 675 39
653 662 -24
58 261 -15
248 703 35
656 179 26
561 151 -20
123 308 -8
