201 1063
109 96 -33
51 189 21
157 0 -44
150 127 -11
1 35 -11
40 71 -31
62 196 3
98 125 13
197 171 1
121 66 2
133 192 4
18 80 -16
73 87 37
29 31 -31
176 148 -39
187 74 40
7 191 4
78 5 -37
18 99 20
41 191 -2
24 198 -38
43 2 -8
110 116 -37
157 178 -20
172 108 -3
93 144 -23
152 6 29
123 40 -7
16 161 28
77 17 -19
138 25 -10
19 122 38
6 66 -41
191 43 -3
69 121 -41
178 72 -26
22 99 36
49 145 25
101 80 -35
197 147 -33
143 36 -7
151 89 48
141 30 -16
138 189 40
33 155 18
125 37 -39
172 25 47
96 6 -45
43 126 -12
66 146 -44
189 17 -45
70 3 -27
147 11 15
64 178 42
32 27 -25
181 135 24
73 159 5
129 98 -2
63 69 -6
134 18 -22
72 115 1
198 57 3
141 106 4
167 132 30
124 123 -35
183 87 -22
194 110 -42
194 150 -25
180 41 -20
52 0 13
115 185 43
106 27 -26
39 24 45
75 19 5
14 52 -22
126 7 41
75 18 43
45 104 33
37 80 28
76 45 -37
128 70 -20
74 151 20
15 42 -1
188 108 -26
73 7 3
64 113 -39
11 183 7
152 128 43
75 190 -38
100 22 20
29 12 -35
106 121 24
19 197 -47
17 96 -24
151 132 2
89 88 -2
23 135 24
76 179 31
33 32 39
1 134 19
21 132 -21
94 146 -3
94 123 10
62 0 -24
1 72 -17
171 53 -35
164 165 -18
76 89 4
33 154 21
167 154 17
4 21 -3
81 174 -31
184 191 10
92 183 -37
197 21 -18
32 9 -22
75 98 -23
38 104 3
130 18 -42
176 57 -39
134 66 -7
74 108 -5
173 5 15
13 193 -25
171 12 7
33 51 25
25 17 -12
111 15 -26
152 196 -20
99 143 24
140 58 39
196 133 -16
22 35 7
1 151 -42
200 137 22
104 34 38
26 197 -25
12 61 -12
24 183 19
188 98 -20
164 129 -24
95 106 12
46 193 11
142 178 43
9 146 19
52 6 13
37 192 26
190 185 -44
100 180 39
170 5 38
98 167 32
166 183 -8
88 38 -38
53 61 -9
6 90 24
73 82 -3
98 32 -38
35 139 -3
165 190 -35
19 79 -31
79 81 1
147 175 -12
52 28 34
117 33 4
122 95 43
27 20 -50
25 108 -39
70 8 -21
113 43 43
58 53 35
133 181 -29
141 162 -3
189 148 -46
6 110 46
175 4 -22
30 91 4
126 57 44
61 15 3
44 86 -9
116 198 33
19 179 3
86 180 -13
149 71 19
64 122 -7
39 185 -6
21 186 31
147 99 -46
16 68 16
149 66 15
8 10 7
8 158 -29
135 169 5
138 160 10
178 126 -23
95 165 28
50 51 -9
112 138 36
71 45 42
55 132 -12
153 24 26
65 139 26
58 163 8
87 134 25
43 108 -23
99 114 7
55 87 -35
10 180 17
189 182 43
74 55 -38
115 154 48
11 152 16
9 43 -7
85 181 18
175 17 -3
174 36 45
37 91 23
93 59 -19
20 157 2
170 192 16
30 198 -23
1 80 16
161 21 19
139 146 46
95 136 -32
88 19 -17
5 80 -36
33 126 25
36 198 -46
55 146 32
117 80 2
52 183 -20
185 180 -30
148 45 27
67 165 -41
42 128 -9
140 171 25
136 36 22
66 133 -9
65 9 -13
37 25 -32
135 127 34
70 148 -36
61 180 -41
152 27 -22
172 174 7
139 178 20
76 130 -24
141 137 34
118 32 -50
41 2 36
144 157 -30
49 12 -17
158 91 12
132 107 -49
177 84 22
171 49 -20
142 71 -2
172 184 31
35 31 -37
168 92 -33
196 155 -23
164 114 37
145 12 48
0 172 -9
158 190 -49
29 172 -48
73 63 31
22 143 -2
114 181 48
4 171 28
20 127 -26
171 124 10
105 196 -1
25 170 -15
49 137 3
131 150 3
137 72 -31
139 138 -42
31 138 6
109 45 -50
174 63 -34
126 9 1
159 83 -29
174 59 -3
31 84 38
145 147 33
134 61 42
45 61 -29
19 4 -34
92 191 6
108 99 8
124 53 -16
94 152 16
76 69 -27
41 156 11
129 6 -15
101 31 -15
119 163 -48
27 182 49
22 43 -39
49 64 38
173 40 10
150 68 -31
114 127 8
175 28 -30
175 3 -32
3 75 12
97 134 6
12 200 44
5 138 16
17 38 -11
13 94 -19
166 63 -20
93 146 -6
96 76 25
106 191 -8
36 109 -16
79 50 48
191 171 29
42 23 -37
176 8 -39
8 145 40
21 101 4
135 152 -12
103 105 -32
96 29 -33
131 25 -36
42 140 -1
49 176 4
99 10 26
61 92 14
120 54 47
88 172 30
31 20 27
52 126 -33
123 75 -35
169 188 -47
78 43 28
13 194 -13
68 143 -18
8 29 -28
117 191 -8
167 40 -46
74 115 -33
70 44 40
124 5 -25
185 40 -48
40 196 22
171 198 -35
70 58 39
198 92 2
30 4 47
24 88 15
197 25 15
184 196 33
94 150 28
155 82 43
81 71 -32
195 6 26
125 89 -36
9 200 27
160 112 -42
0 82 12
18 180 -18
198 176 -49
196 179 40
179 118 3
130 192 10
147 191 -17
175 168 -16
45 130 47
72 143 -40
38 12 30
46 95 -40
110 59 -34
120 155 -31
88 119 15
20 110 -45
27 103 34
142 153 14
81 13 1
63 120 -29
21 82 -21
18 117 -46
42 145 -49
50 190 20
4 93 -17
136 111 7
173 92 -10
174 6 -31
78 135 9
25 102 -43
93 113 -29
156 167 -42
138 188 -17
91 17 -4
158 140 -21
85 114 42
13 159 -22
171 101 -34
147 167 49
139 28 -10
151 194 45
36 141 -23
73 37 25
52 85 -15
20 32 23
153 15 30
171 162 37
26 16 -24
168 164 24
18 74 -2
134 79 -15
167 2 12
28 74 19
132 81 -5
27 95 2
94 159 25
104 91 -28
126 4 32
35 159 45
145 105 27
20 72 -13
6 32 21
95 13 25
153 60 19
38 151 -10
161 151 -3
35 29 -29
149 111 11
177 181 36
131 106 25
48 184 -17
35 185 -37
163 162 38
32 198 -21
23 170 10
78 80 40
19 199 45
53 128 26
192 63 7
80 65 16
11 139 10
124 163 49
76 10 38
61 115 49
