759 8655
120 756 -49
179 671 -25
92 526 -40
52 310 -44
303 307 1
477 492 -39
750 466 29
488 131 12
631 665 -13
44 452 21
736 475 -47
527 233 8
479 91 -32
517 554 9
601 489 38
484 266 33
385 4 -9
235 63 -20
365 159 43
52 658 46
535 723 -27
705 256 33
204 567 -13
648 330 -28
441 185 -26
174 425 38
260 18 47
586 114 38
448 690 -37
671 240 -35
556 254 -32
187 454 -19
705 529 -11
371 108 48
268 478 4
155 570 -7
142 738 -14
603 141 31
63 24 -28
710 624 47
712 296 -44
495 252 -41
68 754 8
413 718 31
483 425 47
260 320 -27
424 233 12
46 573 41
716 102 48
623 432 37
18 75 -37
287 14 -19
307 139 -32
39 363 1
568 142 -37
362 206 12
356 484 24
544 586 35
387 161 2
233 144 -18
447 443 -38
431 563 -2
676 224 24
578 574 -19
446 158 32
554 146 16
581 496 -30
58 632 -47
731 753 26
171 45 -30
265 593 -21
686 438 19
584 26 -23
79 719 9
130 477 24
60 168 -29
380 36 -40
448 647 -2
158 245 41
472 149 -46
441 653 -12
520 332 17
185 166 -41
721 557 32
168 278 -13
197 360 -33
572 33 4
150 411 -33
604 344 -9
4 533 45
335 122 -31
117 206 37
533 657 -16
171 343 17
622 586 21
170 120 45
462 238 -16
378 187 -44
686 73 11
466 518 -38
283 678 7
674 595 -26
360 584 3
590 564 4
350 296 22
709 240 15
273 641 9
286 715 -44
614 317 26
588 409 23
101 379 1
208 249 -5
114 491 15
535 699 37
735 34 -49
178 315 3
360 211 -5
56 474 -24
555 662 44
95 300 34
459 562 16
318 300 -6
106 525 -8
24 706 -41
695 457 25
305 2 18
637 630 -33
99 712 39
378 583 -15
726 186 -34
693 234 -6
471 79 37
654 564 47
223 318 -17
737 182 14
87 477 -9
84 377 19
367 589 10
399 319 -2
339 223 14
149 702 11
388 481 12
454 667 17
186 238 -16
26 36 24
624 243 -36
656 277 14
63 455 -42
552 191 15
30 230 -30
124 664 48
336 191 35
340 395 14
488 73 -38
718 253 -47
187 188 22
162 66 45
711 68 22
712 554 -4
175 118 -2
520 636 6
175 384 -28
739 337 15
153 161 -10
567 415 -39
417 733 -43
510 361 -32
653 24 -21
119 630 49
427 638 -24
517 97 -42
229 263 47
505 513 -40
208 681 2
651 591 -20
748 363 -20
392 610 15
363 710 -26
215 674 41
574 670 46
692 459 -14
523 68 -10
322 420 -9
591 352 -36
743 288 47
637 583 -2
597 234 -6
479 473 -18
582 531 22
448 433 -8
204 9 -24
740 9 22
103 6 -48
428 546 -33
543 641 34
368 574 -41
723 756 -7
46 62 27
