244 3384
37 200 -21
153 236 6
237 71 -23
148 189 -48
189 0 -9
112 217 25
40 142 -16
202 59 -25
118 181 43
115 81 -36
28 29 5
210 54 12
33 192 -36
179 171 -13
17 231 4
222 226 49
65 217 16
126 231 -27
104 239 -19
119 77 -30
61 212 -10
71 171 -25
182 200 -14
230 20 -5
126 104 28
29 182 28
217 32 8
75 196 36
115 39 15
201 69 -37
15 68 23
152 175 -17
150 30 18
82 3 -39
68 11 -21
194 210 35
60 94 16
148 196 -6
232 152 9
176 153 15
5 228 33
13 61 14
223 207 -43
217 122 7
168 237 -13
163 43 -7
155 107 -10
200 230 -36
227 133 18
217 241 -17
20 242 -3
52 224 39
158 218 34
122 212 3
117 188 -37
189 18 25
223 110 -28
72 238 32
181 170 7
191 202 -47
5 103 -27
212 205 33
36 12 15
199 11 -1
70 197 -6
16 51 25
8 59 -1
230 30 -50
197 5 -21
144 115 14
103 197 -6
140 104 -44
65 4 42
158 156 30
106 100 -47
9 136 -41
179 68 30
83 160 -29
114 111 32
170 69 -19
113 56 -38
195 38 -40
45 69 7
61 56 -11
167 149 9
205 137 -16
95 144 -10
49 195 -23
197 42 -38
156 241 1
196 227 -49
136 241 -10
159 127 45
178 40 -4
138 33 -15
175 17 -1
136 104 21
133 142 28
228 107 -46
156 62 -10
130 133 -3
96 116 44
14 208 21
129 233 -16
124 131 15
116 31 -21
81 199 34
56 78 -36
142 62 2
78 52 -29
79 66 -40
87 237 12
30 24 -27
92 167 42
95 83 -3
197 120 17
119 25 -20
49 157 -38
174 233 21
110 150 -40
151 92 -28
219 240 -40
162 209 -12
84 92 -42
102 114 -20
114 61 -8
141 158 18
56 181 -32
190 242 -25
14 173 44
231 130 -15
160 190 9
168 189 -42
37 234 3
229 162 49
200 172 45
165 32 -40
150 38 42
13 210 22
177 69 25
1 201 -17
55 15 32
74 56 -33
243 71 -24
184 78 27
166 42 -13
110 238 14
176 79 23
228 19 -40
148 121 -26
153 151 38
107 111 -19
120 54 10
46 28 -36
195 84 41
135 189 -22
14 122 -19
97 15 11
75 51 -45
4 80 -3
161 44 -40
134 24 7
6 177 -38
129 240 33
237 159 -2
72 40 -41
146 179 -20
147 177 48
108 234 37
27 137 34
99 222 -38
118 146 5
183 215 -34
226 80 -36
75 211 -49
114 46 -10
45 140 10
119 6 5
85 101 -49
193 241 -30
83 94 -12
55 24 -42
221 231 28
26 20 -39
27 147 49
210 104 -34
173 222 -22
23 18 31
173 99 -47
79 138 13
170 230 42
74 173 36
70 169 -36
209 86 19
125 199 -4
69 222 -42
181 119 31
43 203 45
40 59 -28
88 68 -24
88 76 -38
121 206 -29
196 158 -47
