527 3381
151 196 -12
377 515 24
298 31 -29
389 173 -3
302 263 -33
194 28 -28
509 213 -46
89 166 -47
457 320 -44
172 173 -27
48 479 -8
403 102 29
392 95 -28
221 421 -48
33 479 -46
175 180 49
103 362 49
218 443 -9
164 330 -30
123 87 -15
373 110 -27
391 207 16
192 92 -25
90 334 29
462 84 -24
156 228 17
301 239 -14
74 372 -22
150 476 33
338 295 -14
102 496 -2
390 493 25
317 52 29
462 525 -31
315 417 -4
424 105 47
400 356 49
340 410 35
457 106 14
154 429 27
419 480 -42
128 135 -24
8 239 -21
387 127 -24
200 187 18
31 81 -18
371 140 13
490 70 39
158 327 30
83 270 36
466 404 -42
100 449 -12
504 37 -14
329 318 -26
498 177 -25
56 381 46
421 191 -35
124 480 -47
126 345 -21
0 166 -3
215 251 7
336 262 -1
187 482 13
291 137 36
329 210 29
504 470 -47
373 379 10
68 520 -8
181 456 -34
306 386 -42
258 267 -50
114 327 -47
210 331 -8
141 7 49
468 352 43
506 441 -46
56 396 -17
194 390 18
413 185 -47
301 327 -45
494 104 29
289 472 37
419 113 2
32 243 3
71 441 -11
299 175 6
307 464 -14
260 116 -10
141 342 -4
77 278 26
488 34 -1
51 40 42
465 356 -39
467 407 1
418 509 2
468 91 7
51 442 33
264 21 -7
3 24 -6
314 143 25
363 138 31
114 178 27
57 119 26
90 75 2
353 85 -36
252 352 -16
34 361 46
491 361 -26
129 407 20
3 134 24
360 261 -12
388 411 47
1 167 -14
389 205 -6
318 32 12
393 477 -6
121 341 44
490 259 18
143 476 -3
39 83 23
91 128 7
497 23 39
40 118 2
61 8 -27
115 509 -46
313 314 -15
504 275 34
427 172 7
515 384 -23
434 3 18
449 84 1
433 116 -41
274 356 4
450 56 -22
272 469 -37
141 253 -15
196 9 34
252 379 -4
402 246 -30
107 90 1
160 203 -32
237 77 4
451 323 -31
102 275 45
202 70 -45
338 86 -4
313 410 -32
225 456 25
22 88 -36
206 5 -34
342 142 48
139 417 1
419 170 38
71 462 49
471 407 35
51 328 46
307 354 13
55 237 -9
359 112 48
234 261 -30
55 385 37
383 385 44
82 85 29
245 381 41
254 91 42
440 122 29
245 516 2
515 454 -7
166 7 16
147 521 39
12 409 -48
326 405 -46
20 422 4
77 393 -4
276 432 -30
438 249 31
339 282 31
144 299 40
418 410 -4
238 312 42
5 470 14
357 160 25
250 96 -38
166 127 -18
443 199 18
102 492 -28
164 209 39
388 69 -33
100 382 -39
13 103 -40
84 405 -4
230 312 -9
415 336 -21
12 471 -43
439 487 39
128 307 -1
406 182 4
