160 1463
74 49 29
30 137 -47
70 4 32
84 49 -11
1 75 -43
124 40 19
10 154 -39
100 141 -19
86 102 41
93 126 -14
129 71 -17
102 19 -17
154 158 -25
127 130 -33
41 63 -33
93 62 31
92 109 16
64 26 48
33 147 -7
32 51 -44
65 45 -33
144 115 -28
89 159 -49
89 135 -44
89 54 14
154 24 -20
48 20 -50
129 64 25
86 55 5
119 101 26
94 137 -9
98 0 -25
159 60 -3
151 98 30
89 107 -3
113 71 19
10 36 -46
52 20 -29
27 134 -41
111 158 -1
143 68 1
61 118 -16
73 23 -6
100 152 -40
97 101 -36
36 79 -46
150 55 45
159 91 49
128 158 21
141 37 -9
46 142 13
22 134 25
145 86 38
28 23 24
152 27 21
158 147 -16
118 65 20
1 48 -45
156 131 -19
142 36 43
98 62 47
74 31 39
138 134 -13
94 34 11
108 50 -7
46 107 5
67 33 6
126 73 -28
108 139 18
90 138 -39
154 41 -12
157 104 31
44 92 -49
98 58 47
59 142 -47
128 45 -10
157 90 -39
109 49 48
52 15 -46
68 70 28
49 24 27
133 23 -39
89 39 -49
154 10 -26
49 140 32
98 123 -25
74 92 -5
68 159 28
141 69 14
59 106 20
88 136 -2
153 93 48
152 16 -10
112 100 22
109 15 7
58 152 -23
157 15 -8
127 112 -14
82 132 13
56 99 -44
52 30 -44
146 31 -25
11 88 -50
23 75 -32
7 54 -10
68 136 11
120 93 -50
153 152 18
87 116 43
142 97 -21
72 73 -43
93 120 -46
69 123 35
110 123 -31
40 13 -13
44 138 9
32 107 -35
59 31 -46
41 54 -20
104 158 4
131 114 -35
17 159 21
29 87 29
101 42 39
82 128 -22
20 44 -49
31 80 2
5 62 17
112 79 -40
154 1 -10
14 56 31
92 69 21
111 102 37
150 154 31
61 12 -1
137 52 -17
48 65 46
8 116 23
34 29 15
28 132 11
17 105 -1
70 49 38
111 89 26
9 158 2
120 132 -7
124 154 -7
15 46 48
113 147 11
56 32 -6
72 133 -31
116 135 42
22 147 48
50 98 -45
119 62 42
84 8 38
98 158 -36
69 119 28
70 75 -33
60 113 4
93 32 -27
137 94 -39
96 80 -37
5 116 30
82 66 11
94 88 17
24 26 26
74 124 16
132 67 45
138 21 1
139 31 -42
3 68 27
122 141 18
8 37 -45
28 106 21
19 151 -8
76 107 20
4 32 -3
116 125 36
101 114 6
145 95 -4
139 26 38
60 152 -3
29 92 -47
47 90 -9
105 142 2
98 159 46
50 134 11
71 76 14
146 46 -26
142 129 -17
66 109 -15
34 131 16
43 141 47
39 91 -33
37 48 -34
100 153 39
106 113 -44
46 99 47
107 22 16
19 77 47
128 65 12
125 41 -5
137 72 -33
140 59 3
31 79 -30
100 64 1
85 47 -49
139 110 -10
158 105 32
73 67 -32
27 52 -41
61 123 -15
98 10 -6
3 59 -46
48 122 49
75 50 -28
32 128 -41
58 69 -41
75 96 -15
109 21 -9
6 34 -40
102 153 14
155 32 -27
145 83 44
64 120 1
138 78 26
123 102 -5
111 117 4
159 47 34
84 98 46
42 22 2
115 158 18
60 128 34
26 126 -39
127 135 3
142 90 3
130 3 -34
91 30 30
65 29 -41
129 117 4
114 157 25
25 55 -16
156 46 -49
47 148 -3
9 107 12
55 154 6
55 28 -28
102 8 40
100 19 -41
124 61 -2
138 146 -34
18 101 10
140 142 -35
139 97 -36
52 6 -16
38 27 -37
149 124 -35
37 22 23
147 83 -11
144 36 34
137 44 -26
102 99 43
84 57 -30
64 3 6
159 43 37
146 27 15
28 54 32
30 94 -17
94 82 4
99 92 37
107 105 21
108 119 2
63 69 21
53 29 22
69 84 21
10 123 29
22 64 -1
63 94 -16
28 135 8
65 3 -36
35 17 -38
92 88 48
16 72 12
80 79 14
154 3 18
26 124 47
157 39 -25
53 62 38
152 51 31
1 113 -50
117 36 -4
159 50 -45
22 26 40
117 40 -12
25 103 -24
72 58 11
141 1 18
18 27 -42
126 92 -38
103 134 12
103 40 36
133 25 11
23 148 -14
88 58 2
17 157 -33
153 104 -28
51 20 -29
117 125 4
72 92 38
3 44 -37
108 15 -15
108 78 12
37 42 -32
63 65 22
109 44 -18
152 126 45
81 4 9
47 27 35
118 82 -11
150 66 -50
0 7 -29
142 85 -23
157 122 16
154 150 -31
47 88 34
81 135 -49
112 25 -34
157 85 22
77 21 24
14 121 7
83 70 -36
153 125 20
11 79 -31
96 46 -44
31 96 17
93 10 47
105 92 38
79 18 30
128 20 -30
35 84 20
103 82 -29
85 138 37
50 34 27
70 47 -23
44 24 19
68 95 -18
97 135 42
121 6 6
127 30 -19
44 143 14
35 158 -42
27 92 38
8 84 -3
96 88 -15
58 104 16
46 8 20
138 95 -7
32 42 46
147 52 39
109 83 13
8 16 46
58 112 -27
30 32 -34
5 24 -23
24 119 -42
115 2 -34
16 101 -41
69 96 42
144 92 48
107 19 17
36 58 -1
151 128 -7
148 22 -45
132 154 12
114 55 -26
152 153 25
2 124 -48
139 6 -15
113 98 -36
34 32 -1
120 107 10
120 15 1
80 29 47
149 67 33
24 140 43
52 137 18
28 44 25
146 141 45
110 85 6
138 55 -28
30 56 20
15 62 -16
131 62 41
23 53 -36
73 126 28
156 77 -37
8 85 -25
84 59 -36
75 53 37
17 48 25
66 23 -44
123 156 -30
44 115 -7
28 150 30
39 121 -36
139 38 26
1 35 -41
96 146 -8
27 39 -38
120 126 18
55 54 35
64 139 -41
68 65 41
4 64 -26
65 107 -17
37 102 -14
50 159 -24
113 69 21
19 74 -24
128 93 14
109 153 -20
120 62 -23
0 142 -7
59 79 36
89 111 41
134 10 -1
3 122 -17
54 119 -4
143 72 26
22 24 2
157 69 -41
73 28 9
13 148 17
