299 2677
288 228 -42
11 132 21
153 238 -49
200 92 17
132 213 7
11 63 -10
79 167 -12
229 142 27
39 182 7
70 115 -25
280 198 -46
277 169 3
153 92 17
275 18 43
56 263 30
217 212 24
231 237 -18
83 296 -22
23 139 -39
129 146 33
181 176 11
46 141 14
166 157 38
261 66 19
252 128 -25
218 275 5
254 78 18
209 233 -43
267 156 28
182 209 39
65 254 -31
31 179 -37
18 227 -27
82 283 -36
255 194 -41
245 181 9
59 43 -25
157 139 -31
99 263 15
234 124 13
176 237 4
184 258 28
6 103 13
144 271 -13
252 85 36
251 216 -42
211 298 20
40 44 19
158 260 34
294 255 -20
268 216 4
126 59 -31
75 219 -20
16 2 35
8 180 -2
104 59 28
224 155 -41
66 249 -43
112 64 -19
23 213 -2
176 113 -5
254 90 44
47 233 -28
226 266 17
11 165 48
242 4 2
100 253 10
146 276 35
276 43 -28
120 183 21
65 40 3
289 121 -30
86 215 1
207 266 -4
249 91 30
46 5 41
37 298 -45
115 89 20
131 108 20
61 182 22
113 114 -27
120 64 31
21 109 41
279 20 9
76 66 35
260 269 44
97 109 -6
191 98 -5
91 275 -2
10 24 -26
91 4 -49
26 176 -35
33 102 -39
205 51 -44
0 266 -4
211 136 1
95 155 29
92 103 -42
204 44 -3
251 114 28
260 111 -14
230 124 -5
187 183 9
124 150 -25
81 124 -34
36 199 -45
193 293 10
20 48 -5
81 38 38
31 158 -48
57 221 24
5 222 39
58 76 -43
35 224 32
109 155 2
95 284 -14
45 264 -28
263 147 38
184 72 19
79 148 -1
253 272 -42
142 58 26
252 130 39
205 243 27
152 44 -43
230 211 -41
209 2 -12
282 280 5
178 6 -31
100 247 4
156 21 27
141 221 48
281 1 -11
79 120 19
70 16 -33
50 134 25
116 109 3
8 0 -37
29 169 49
61 181 19
268 40 -18
43 269 -28
127 187 -1
133 49 -11
230 105 35
244 292 -19
15 295 12
265 237 34
265 236 18
247 274 6
96 74 -38
47 165 39
26 40 25
256 117 -18
158 14 -16
290 139 -48
36 54 -41
205 13 21
234 232 -9
33 84 -2
139 162 -16
84 167 -33
74 50 10
289 16 -25
251 146 -37
136 211 -3
3 274 -12
160 296 -41
200 61 -41
284 66 -8
269 36 -48
256 198 28
217 2 -31
84 42 -1
58 81 -47
233 181 -2
192 73 30
287 272 -11
121 111 39
1 252 25
252 182 -42
120 74 13
12 162 42
133 180 26
99 146 -3
277 178 -25
123 204 6
261 18 41
240 255 -29
195 173 21
48 286 39
106 103 24
268 138 22
100 217 6
95 200 3
268 21 -32
118 94 -17
152 212 5
74 250 -1
82 56 -36
205 138 -30
166 59 42
239 248 -50
62 177 4
203 217 30
192 117 -42
209 128 13
231 134 46
6 19 -16
26 203 23
201 276 45
290 180 27
35 213 17
128 85 12
254 297 -42
124 102 9
259 70 -24
293 119 46
186 238 -44
166 177 46
265 80 -18
172 131 16
238 274 33
19 27 3
86 193 15
84 270 -24
148 280 -42
218 291 -30
172 124 33
229 23 44
48 171 28
5 23 -4
281 136 -7
22 193 -34
23 115 35
70 90 42
72 37 -6
45 46 -36
194 100 -23
47 116 23
236 184 25
180 223 -49
195 108 -28
93 76 14
6 252 22
228 290 -31
113 287 -26
187 241 -34
225 112 -27
290 102 -11
165 42 -48
27 229 34
79 10 -9
255 37 -4
247 131 -42
207 92 -5
93 163 -32
116 144 -5
187 210 29
80 197 -48
248 215 -43
132 109 -49
85 142 2
149 53 1
33 76 -27
95 291 -1
36 109 -5
132 169 -26
190 48 -5
177 166 -42
33 99 20
198 136 -17
133 98 -49
19 207 22
40 215 12
50 120 20
131 269 16
278 111 29
37 257 -34
71 263 11
89 2 46
217 102 -18
262 141 8
195 159 -1
176 253 -4
226 104 -45
97 234 -41
60 94 29
7 195 11
34 67 -14
200 32 21
242 29 -18
283 241 -37
193 280 -45
208 290 -20
164 206 -25
211 197 43
17 159 30
185 84 -42
250 130 20
271 232 16
23 32 -22
194 249 14
207 189 -13
115 166 17
159 226 4
202 102 31
186 72 -39
262 69 -18
79 253 47
158 41 49
240 215 -20
295 44 -42
185 118 -15
285 123 26
114 92 5
185 97 48
154 195 -12
138 78 38
270 152 22
117 246 8
197 145 -1
242 160 22
83 130 -48
39 69 -29
204 16 -17
231 85 -22
215 290 2
59 31 25
291 12 -26
12 68 -22
225 256 -39
31 157 -19
192 10 -47
128 212 -16
295 120 -16
87 131 -25
54 147 19
254 54 -3
215 229 20
113 198 -13
139 90 47
35 147 10
218 240 -19
282 231 46
272 77 -44
215 172 -14
103 82 -44
183 107 23
219 88 21
86 267 17
246 250 33
130 17 -22
174 241 -13
125 161 -29
23 97 37
35 23 38
298 33 -24
32 22 19
123 170 41
207 263 -25
229 290 -47
263 70 -47
180 237 -28
64 215 -33
138 298 29
218 294 5
34 219 -11
29 265 -22
171 212 -14
294 254 17
257 189 44
276 195 33
55 198 -47
122 79 49
297 48 45
151 22 38
237 93 -1
15 71 25
244 114 -17
241 65 -37
120 105 11
115 237 -5
264 68 4
215 140 22
208 266 -3
94 41 -20
89 273 17
94 175 -1
233 209 37
272 2 -22
2 48 -11
96 154 48
247 292 16
100 194 -45
2 209 -32
110 71 -39
192 64 -49
294 8 36
202 186 -2
41 298 -43
175 212 24
56 285 4
273 184 28
210 128 -10
168 85 21
275 292 -13
0 246 -44
61 93 35
288 151 -26
203 123 12
184 48 25
67 27 -27
174 294 -28
225 156 10
103 116 29
131 217 46
238 6 -33
190 99 -7
156 247 -32
52 2 14
62 114 -31
173 268 24
286 52 5
274 290 47
239 7 -5
155 96 -2
257 187 32
104 160 1
127 87 -19
149 90 19
274 268 30
290 106 12
125 298 -7
214 148 41
211 261 25
141 271 15
246 195 32
17 20 16
163 186 -15
39 189 9
45 96 4
4 101 34
215 189 5
233 87 -7
236 169 43
202 262 -40
176 228 -33
94 200 -18
144 189 -34
156 7 43
52 29 -22
85 73 -42
214 225 43
25 240 -45
77 274 37
96 60 -18
35 50 8
79 56 -9
221 216 -46
54 16 9
42 291 -23
269 250 34
281 220 -47
288 208 -4
293 90 4
294 3 -40
267 228 -47
4 54 19
11 9 48
262 228 49
268 189 20
50 18 15
269 87 47
30 270 -39
94 56 -25
277 115 -24
242 210 -21
223 146 20
2 293 -44
177 174 16
97 213 -24
158 106 -27
202 63 38
188 259 38
51 154 3
245 78 -12
57 269 33
243 46 -4
118 91 -20
105 80 -33
189 114 7
64 37 7
64 11 28
294 26 -26
12 71 25
184 6 -47
122 102 -28
203 293 37
174 14 26
62 278 49
198 177 4
177 29 -4
