596 9273
16 276 -42
516 311 5
540 550 6
436 65 34
248 249 -4
348 252 -15
278 200 -25
194 345 22
106 500 34
103 573 -25
445 223 35
544 219 -30
575 33 -8
92 94 13
166 492 3
422 163 -23
545 45 -14
515 381 43
444 261 -28
242 203 13
51 44 -29
214 366 -44
470 319 -40
291 394 20
114 329 45
585 490 -23
54 259 26
512 555 -10
89 495 36
362 39 -40
263 266 -18
201 213 -13
13 251 -7
523 465 10
359 509 -26
280 305 29
128 181 -42
65 199 6
472 51 41
433 304 34
7 144 -40
248 416 38
502 27 47
247 212 24
459 529 9
404 580 -40
254 234 -16
303 437 10
181 373 -48
140 154 -45
417 186 46
567 91 -9
98 214 -43
400 29 -4
168 58 -42
321 203 -18
174 376 38
218 25 27
424 565 -5
494 101 41
391 453 -43
409 128 -5
87 366 44
210 226 39
399 539 -39
346 413 -20
354 518 -22
184 156 -20
231 432 -13
13 592 31
244 212 -38
76 180 38
193 356 2
49 194 -9
91 41 27
266 110 -36
434 251 25
264 46 -31
470 315 41
339 576 -32
63 461 9
4 545 39
517 468 21
89 56 -34
114 200 -36
338 260 -49
12 492 10
415 340 40
581 175 -33
210 560 -18
244 556 -6
430 208 42
328 333 -31
434 64 -5
347 196 48
264 256 40
8 4 18
311 2 -18
570 393 -9
495 121 6
143 72 -22
412 328 -18
74 168 -24
421 584 -8
448 163 26
113 169 39
569 534 -2
543 9 10
277 72 -40
171 447 21
20 417 2
207 114 -22
565 80 11
487 218 22
550 428 -6
347 499 33
560 39 34
585 203 15
492 119 -26
493 135 -20
17 4 26
4 582 -33
272 470 -14
269 34 13
329 28 12
380 30 -36
481 293 -48
51 582 -7
508 248 -46
555 469 -6
254 52 8
381 254 5
121 465 -26
524 261 49
584 516 8
124 119 -6
180 528 4
199 484 21
7 545 4
172 249 30
171 129 45
165 331 4
257 131 7
500 204 -27
60 243 5
255 71 -42
586 375 25
285 307 17
160 519 -47
318 482 7
44 116 9
138 358 -12
146 381 2
587 90 16
153 15 -48
182 87 47
325 119 34
555 571 40
420 537 25
162 335 -31
575 390 -49
171 270 38
552 483 -46
169 522 -33
261 565 -50
249 372 49
558 52 48
134 404 12
432 26 33
470 238 -16
374 439 -20
592 308 13
361 20 -19
484 541 41
206 475 19
406 352 -14
245 594 -24
501 281 -19
291 170 35
354 338 -4
96 194 -38
2 87 -20
157 502 -21
472 79 -48
472 526 -41
186 229 -12
246 76 32
309 321 30
535 356 -34
138 91 -28
254 269 -18
426 566 -26
581 61 46
157 273 40
286 87 8
354 484 39
387 39 -25
90 3 35
316 92 -36
283 388 -47
262 229 2
191 112 -40
455 342 -29
577 196 34
385 57 -23
90 483 11
165 138 -16
363 45 23
347 241 25
370 519 -32
314 119 -4
247 114 25
588 506 34
523 551 -9
63 195 -21
468 335 -22
298 112 35
247 167 34
371 29 5
242 214 -23
443 240 36
77 414 -21
369 194 8
318 308 29
86 461 -23
5 65 31
68 571 -2
294 528 -45
396 204 -32
594 215 33
309 440 47
528 137 -41
210 375 -17
136 363 4
196 455 -23
502 69 26
293 578 48
230 372 -45
402 48 32
173 375 -9
250 265 17
492 581 -34
590 312 30
544 122 -5
312 550 16
201 178 -46
337 66 20
453 95 15
511 321 49
332 558 -9
25 397 43
431 494 -1
351 163 -49
201 90 6
43 288 -10
494 377 26
262 510 -30
444 282 11
58 125 -41
275 182 26
27 162 2
362 408 -15
589 213 1
12 35 -14
21 117 -32
51 379 -36
298 473 -42
425 228 27
511 10 26
460 86 24
589 381 -9
78 565 7
530 149 17
474 122 -17
316 210 -2
488 433 -14
401 470 -15
66 32 10
457 114 -14
47 95 -41
437 439 4
443 436 2
155 256 -10
474 105 18
78 21 -24
109 588 -47
430 484 36
439 456 8
113 128 31
572 569 -28
251 225 -47
558 195 44
272 476 17
570 574 -36
52 321 15
0 295 17
585 590 49
42 146 -23
104 197 42
452 551 -45
399 450 -15
222 3 -16
170 533 4
413 104 -18
171 528 -32
487 276 12
301 478 38
118 231 1
179 37 -9
291 197 -10
359 591 -7
215 515 -22
37 585 -5
467 44 6
548 20 -31
461 531 43
350 212 32
541 384 19
203 570 -13
191 486 42
374 330 -17
548 468 2
550 369 33
248 311 -7
588 189 21
410 269 32
427 33 -23
334 472 -25
251 306 -6
324 166 5
248 208 4
280 56 -1
477 137 -35
413 476 11
323 76 29
593 429 -18
413 121 -28
228 522 -4
445 118 -2
155 144 35
295 477 -12
325 458 -20
324 82 17
216 173 34
307 83 11
299 474 -21
41 126 -36
411 488 -29
232 130 23
12 521 42
164 122 -8
492 145 -50
594 292 39
313 178 12
551 284 45
303 396 2
523 541 -35
557 353 26
230 233 1
184 267 43
143 533 47
565 397 -16
342 55 44
12 258 -48
411 275 -11
494 180 19
319 473 31
82 516 11
3 338 -10
588 10 -20
421 437 40
75 307 47
468 69 14
138 249 12
365 401 -39
60 321 28
415 492 -28
261 142 27
432 288 21
150 165 -27
443 567 37
210 361 31
403 61 -5
588 19 -32
4 393 -47
389 325 -25
535 384 30
37 261 17
288 494 -8
222 538 6
424 518 22
191 40 -32
348 478 23
62 424 29
22 191 22
192 139 -31
27 100 -47
160 357 -35
519 528 47
400 99 -19
55 545 -31
228 495 -37
272 543 -28
90 541 -46
317 442 -14
541 336 -34
398 62 29
487 444 -24
460 538 7
591 310 38
429 359 -43
552 411 -32
570 338 37
431 567 39
66 326 38
344 59 -45
252 88 26
63 470 -23
234 462 -25
435 114 19
167 398 28
88 27 -8
134 309 -46
44 132 43
137 192 -3
219 401 -25
488 544 -5
569 156 32
545 443 -26
568 389 -25
506 525 -21
101 214 15
583 380 3
99 425 -30
585 61 38
51 173 4
46 458 -30
563 109 40
14 362 -5
522 35 6
388 353 -43
373 330 -14
384 43 -14
286 407 -35
493 376 -43
435 27 17
211 162 30
111 477 35
579 538 -14
180 331 -47
448 185 20
190 471 47
510 62 -6
41 75 35
39 459 -28
407 395 -15
168 489 30
325 432 35
46 41 36
1 31 -7
211 545 -9
253 262 -11
248 534 -20
209 214 -34
23 12 -24
78 395 -17
151 69 34
394 398 39
244 420 -47
320 154 -32
435 407 -9
53 360 35
56 312 4
441 260 -31
99 516 -29
197 328 -30
295 495 -28
260 574 22
43 217 -36
126 352 -12
128 31 -14
132 410 48
432 360 43
200 107 -3
129 520 32
201 12 -11
529 57 -26
84 4 -18
280 388 -22
181 332 -48
198 414 18
551 510 44
28 476 -20
487 337 -1
245 126 -36
527 568 -48
65 549 34
214 277 -41
462 567 -32
262 113 15
307 529 -6
133 377 15
120 262 26
240 368 16
115 285 -36
64 365 10
499 544 5
233 234 15
506 101 -43
263 505 -12
441 562 22
389 38 -31
132 51 -47
462 71 11
292 40 -42
230 164 -30
440 408 -13
314 440 -17
487 336 -47
252 555 19
480 507 -49
358 401 4
165 435 34
499 103 38
419 300 12
58 215 -20
523 526 23
142 385 -41
108 91 -3
502 408 13
534 504 -38
279 118 -27
244 286 -14
418 213 -44
20 575 27
280 116 -38
561 258 3
275 302 -8
280 317 26
13 558 -39
445 433 -45
217 493 -9
485 8 -42
188 239 30
285 545 -9
427 478 3
368 197 11
30 348 39
