893 7337
824 699 42
504 61 -41
417 255 30
367 512 42
463 186 -46
97 149 -20
552 245 -14
412 96 17
868 457 -2
5 681 -7
776 576 -30
615 511 14
434 334 -49
188 146 30
846 575 31
380 176 3
615 349 44
654 296 4
415 371 -40
543 25 7
825 719 -22
791 554 4
877 271 14
559 373 30
416 445 11
848 470 -28
359 328 28
16 123 1
13 30 24
839 155 14
192 594 -42
217 263 -17
640 314 -27
741 317 -4
37 306 7
204 647 -12
693 884 -19
495 648 -35
820 732 -1
90 890 -21
172 108 11
551 146 -49
152 388 2
501 211 -23
221 869 20
606 161 -8
211 868 -39
2 3 3
883 486 -8
504 60 -18
334 438 31
250 201 20
821 56 -3
70 646 9
719 5 -29
858 71 -41
787 317 35
799 308 29
698 2 9
625 604 1
319 416 -49
865 579 28
280 238 22
455 25 -24
437 393 -7
359 661 -31
752 882 -50
662 868 -44
434 308 -3
576 121 12
506 289 -34
55 793 43
3 626 -29
633 364 -15
235 63 -25
91 262 3
424 516 -41
548 477 -26
465 399 -46
1 735 40
479 532 41
612 464 -27
493 57 -27
795 23 45
147 640 -8
163 242 -30
38 194 -17
156 645 16
609 759 -41
528 371 -22
778 573 33
384 501 34
404 211 49
360 507 43
750 332 45
243 600 21
15 25 42
322 693 -42
560 805 47
7 187 44
727 529 31
853 189 -12
15 457 34
499 848 41
699 264 33
658 116 45
525 273 33
380 163 30
733 680 -12
60 131 15
610 184 5
502 243 -1
882 634 -17
226 407 -10
635 218 8
622 787 44
174 524 -35
800 734 -15
586 372 -29
600 171 22
333 427 2
612 238 -12
554 484 -4
538 500 25
87 55 39
178 668 -23
66 373 -30
719 544 13
580 293 37
233 812 -18
779 657 42
131 553 -50
382 91 16
763 339 -15
770 601 20
688 729 46
324 44 46
464 321 4
14 367 36
45 668 -44
351 199 26
555 561 -48
29 433 -37
745 363 47
756 107 -38
264 493 -13
806 724 14
861 730 11
83 613 -10
227 337 -9
401 314 14
227 514 21
658 813 38
676 44 14
402 605 1
278 101 14
413 868 4
66 519 -15
770 173 -43
315 850 20
860 119 -41
557 332 -43
568 348 -29
358 244 -24
327 381 32
606 36 19
28 600 -5
259 572 -39
31 26 36
288 606 21
412 466 8
186 293 7
883 645 -26
878 890 -27
574 879 -22
61 62 -23
386 699 3
415 518 14
363 593 21
120 311 -8
197 244 -17
121 239 -1
540 34 12
678 276 -40
14 280 2
635 603 -23
157 334 -42
27 455 -19
207 338 13
193 376 22
501 769 -37
297 884 47
167 354 -43
824 0 35
880 469 34
175 171 -24
865 13 -17
727 336 5
807 780 24
567 406 39
90 861 41
550 22 4
436 795 28
604 743 -26
768 502 27
346 239 49
757 391 6
264 367 -8
110 331 -16
532 297 19
509 606 -49
703 158 -23
644 591 -11
284 685 19
824 513 -46
245 15 -41
304 392 27
374 301 11
57 510 6
327 150 -26
488 285 -6
164 367 -3
788 89 47
590 156 -22
117 654 9
2 459 28
257 302 47
306 144 -11
283 841 16
859 441 21
734 765 26
25 123 -45
408 246 32
27 73 13
866 381 -22
488 163 -48
40 233 46
139 303 14
167 477 -10
45 360 49
730 145 -41
57 185 -27
684 785 -27
26 295 -39
848 625 28
261 290 -27
65 647 -48
385 654 15
744 555 -25
820 659 -2
527 691 36
377 504 -14
463 874 -21
519 588 2
203 482 17
48 336 -32
495 253 -39
554 375 13
435 72 21
327 502 46
498 747 -1
100 567 45
543 398 -26
466 315 42
477 36 -7
789 780 -4
647 806 -12
825 173 27
866 380 19
469 363 38
373 845 34
675 101 -45
652 696 -41
488 451 48
343 828 19
599 888 -13
301 367 -48
837 331 34
844 704 16
684 393 -32
769 107 48
18 838 -19
374 729 49
97 741 43
433 765 -9
528 837 -4
311 237 -38
383 75 -27
566 165 44
250 266 49
825 11 42
870 25 -7
229 126 2
650 260 42
591 254 31
644 280 -25
215 297 -40
569 608 38
594 414 7
346 633 -6
784 518 -27
