865 7253
527 679 -42
851 411 -23
535 56 -11
85 819 11
553 238 30
42 358 -16
807 156 45
770 365 40
299 596 29
240 559 14
766 798 -9
422 292 13
711 747 15
402 857 44
806 19 -40
697 153 -27
349 856 36
450 500 -36
683 562 2
296 710 27
500 159 -47
622 24 -48
162 792 -3
708 129 -19
174 570 41
477 412 -28
351 605 13
58 344 -28
458 500 29
409 271 -36
645 522 -19
769 264 47
512 602 22
291 9 -5
419 849 -49
489 325 -23
231 365 11
98 317 19
816 256 27
770 295 31
527 808 24
788 91 19
220 588 12
392 224 -7
6 502 42
116 187 -1
676 663 -47
91 50 17
440 849 -19
844 448 14
22 680 -25
644 255 35
146 97 19
685 630 -47
25 687 31
401 702 12
12 535 7
682 823 41
49 847 17
838 241 -40
451 807 3
770 293 -14
687 671 -39
850 177 43
359 363 -38
578 762 -4
309 196 -31
654 171 16
327 596 45
431 273 -36
127 152 39
203 611 -25
743 227 28
578 681 20
836 521 -20
186 500 34
718 757 6
861 289 48
308 585 -49
397 485 43
419 742 23
176 109 -4
188 567 -23
360 370 -36
501 457 -49
308 213 -10
693 571 -2
672 763 38
404 247 9
508 372 -27
117 274 -36
418 240 37
856 311 4
779 310 25
311 75 -21
295 625 41
520 322 -27
129 679 35
580 26 18
1 257 -41
843 299 18
449 98 -48
72 630 -34
833 401 -1
637 819 -21
412 313 -34
626 570 26
758 142 -10
248 832 12
742 521 -9
372 366 -26
505 215 -8
663 227 -45
736 70 -50
501 791 -48
356 693 -33
136 644 -20
104 754 -8
161 127 24
474 728 -17
277 296 -41
28 293 36
698 239 -25
353 122 22
693 580 -2
654 12 -9
471 333 -19
84 32 -39
393 118 28
103 637 11
826 79 -7
656 414 37
467 501 30
334 766 44
372 376 43
165 292 48
709 425 49
553 375 -40
456 54 45
437 838 8
840 174 1
836 830 8
583 8 29
363 698 -14
124 566 -8
618 83 47
850 259 -30
779 62 8
854 697 7
590 98 -48
380 663 14
693 727 -12
608 540 -29
299 60 -35
137 483 49
799 647 -32
361 509 40
829 438 15
464 216 37
312 338 -45
9 386 -45
378 47 9
305 545 35
150 658 39
692 766 45
463 62 -25
733 328 13
616 412 -25
251 268 1
344 309 -17
218 287 49
832 305 -28
680 831 -17
562 484 12
729 856 1
377 612 -13
495 142 28
560 692 -11
186 844 13
525 271 -22
724 822 34
683 452 -35
853 441 28
424 375 -9
799 478 -37
203 724 -3
50 154 -13
310 388 -2
448 745 30
390 520 22
808 403 -35
215 374 -1
122 583 -26
175 704 30
580 764 48
479 85 24
574 827 -27
864 355 -35
31 334 -14
795 812 -41
272 51 20
63 844 -33
1 727 -37
569 802 -50
389 848 30
456 177 -48
442 367 37
649 56 -18
270 296 1
359 207 17
618 241 14
296 132 -44
657 124 -38
391 258 45
677 20 -17
715 788 24
135 254 -48
267 373 -43
221 140 28
302 653 22
514 653 35
861 793 17
182 785 24
110 96 -38
145 158 29
276 482 45
86 621 25
515 287 3
451 606 -48
245 416 34
268 307 -11
144 773 12
154 455 34
283 85 -39
179 497 14
600 342 42
38 119 9
594 57 6
99 503 -49
562 136 -45
710 26 -15
101 703 -10
269 275 28
81 502 -8
111 329 -33
570 785 -17
262 257 -4
668 128 -26
210 119 36
225 802 -15
217 831 -26
734 162 49
576 741 -36
758 735 -7
125 565 -34
571 529 13
691 27 -15
282 136 -10
221 827 -46
214 607 24
216 288 -4
513 693 -32
386 823 17
672 116 30
243 254 47
544 785 -23
626 491 27
333 495 -39
155 312 -40
553 57 28
392 423 -41
296 426 39
416 462 -19
586 391 5
614 785 -33
427 578 33
58 594 -15
491 291 39
220 538 22
421 603 42
351 569 4
55 94 -32
669 634 -19
3 310 -30
80 807 16
596 323 -9
487 16 31
542 397 14
836 711 42
836 507 -30
555 280 40
328 398 -2
859 20 26
828 388 -32
256 228 20
689 643 29
21 175 -32
624 686 -34
340 711 2
854 264 -8
651 325 -39
617 450 17
161 847 -8
571 523 10
684 839 -3
426 309 43
786 482 -33
369 221 -49
183 65 -1
31 790 25
191 573 38
141 472 -36
361 224 9
708 557 -21
640 809 -18
411 274 -25
94 285 -21
708 600 36
56 249 29
465 373 34
506 575 -31
205 387 -47
9 402 15
668 855 42
97 207 -26
585 250 -11
77 534 -48
808 21 44
708 84 -11
594 430 48
203 863 -43
710 287 -4
405 574 -5
640 432 -8
297 605 40
757 505 -17
450 709 -1
715 281 16
110 298 -5
232 322 -24
185 184 -7
158 574 -36
718 710 4
150 208 30
701 707 -50
666 247 26
351 536 31
527 404 17
145 671 21
37 15 -47
376 445 -42
700 286 18
226 623 -44
750 317 23
255 585 -38
89 722 32
747 25 -6
261 232 49
449 532 44
483 795 -19
426 86 -31
575 597 23
794 780 -18
301 186 2
105 373 44
400 672 22
27 440 8
450 493 45
631 16 26
7 169 -14
125 568 -13
745 639 -47
287 105 -41
398 446 20
281 271 -3
653 507 39
153 49 33
528 830 32
677 237 33
176 828 41
476 349 42
626 85 44
216 451 16
426 101 38
735 494 -43
434 36 -36
403 324 -24
646 172 32
649 638 12
142 536 16
126 710 -25
163 310 -21
151 493 -23
343 3 46
189 346 -23
480 760 -26
233 200 -8
197 648 12
533 75 -37
172 625 3
84 760 -46
252 70 34
686 21 35
315 583 -33
494 554 25
189 613 -40
25 500 -46
266 781 -35
629 428 44
185 404 -15
117 737 -15
672 65 -8
830 829 -18
618 509 -32
381 641 45
266 515 33
685 786 -23
258 528 -43
527 401 30
52 311 -18
96 716 -18
524 279 2
431 453 11
167 710 32
539 186 28
43 490 45
633 13 -40
661 654 45
168 91 -5
375 12 -35
521 68 1
774 642 3
791 31 45
503 460 -24
844 308 -49
207 79 -34
92 665 -1
568 378 7
569 140 -8
242 204 -12
711 574 23
195 299 39
49 95 20
687 775 25
768 55 -50
418 678 16
545 601 -46
627 623 37
783 758 14
540 322 -39
8 437 14
149 24 -2
430 708 12
164 711 -41
339 398 38
596 638 -4
532 512 -47
128 162 1
220 496 47
525 350 39
367 73 44
522 154 25
834 684 -8
632 298 14
831 859 13
380 302 -43
106 645 -40
130 470 19
681 20 -17
561 185 -21
286 90 -11
468 189 29
771 676 -6
449 336 9
82 581 -30
293 582 46
111 10 -21
609 305 4
860 37 22
186 542 15
346 620 26
288 96 -24
83 508 -33
348 828 -49
