913 7046
907 53 -18
136 656 20
257 576 32
294 72 42
154 375 -5
97 544 -25
570 620 -30
828 490 -16
584 368 -17
131 15 29
618 37 41
1 601 9
127 421 -27
671 50 -29
654 707 -28
241 838 -42
76 597 23
534 423 -31
760 88 -44
501 417 9
890 401 9
474 883 22
286 734 15
96 189 19
159 758 -45
744 347 29
175 139 28
440 280 -4
500 815 -45
690 823 -46
904 139 26
267 280 3
732 113 -30
135 446 31
709 858 -18
380 361 -47
799 505 30
370 77 -26
267 81 -3
432 480 -3
23 705 38
749 866 -3
203 807 14
851 243 35
655 255 38
816 510 2
398 185 24
191 296 24
846 875 -8
797 876 -35
434 80 -9
779 873 -45
869 542 47
485 672 48
912 249 12
380 894 18
222 617 -11
25 158 32
567 857 38
519 53 48
133 482 7
588 93 -2
463 515 19
600 381 -13
379 383 29
703 820 -44
1 596 28
430 281 42
876 161 32
244 45 14
8 136 -5
386 888 40
381 320 36
300 443 21
639 351 11
532 509 37
29 314 34
374 598 -1
809 543 -42
567 804 -31
536 856 -13
215 69 -34
807 673 47
724 680 -49
299 731 -20
807 610 -46
770 2 6
202 489 -9
562 700 -22
868 232 -34
865 403 -34
329 867 -38
343 605 -50
5 217 -35
679 452 29
218 138 -41
877 291 12
845 69 -5
895 796 32
496 805 46
831 254 30
676 358 -43
416 664 9
278 845 28
753 157 4
298 756 9
327 690 5
123 310 3
892 156 2
179 229 12
658 832 7
188 592 -14
80 455 -21
721 218 3
280 32 -2
592 321 38
883 381 39
471 137 -45
442 847 3
775 567 -45
223 384 -12
720 453 -8
451 246 4
85 762 32
394 86 -11
512 610 -46
573 545 -18
50 581 -6
73 302 -9
792 710 2
325 911 -25
317 533 33
253 610 -37
167 82 -17
623 3 -7
519 515 39
603 795 2
746 138 -31
809 74 -20
844 662 -47
325 680 -35
463 89 -38
61 14 -2
384 839 -3
275 846 -23
108 472 -10
596 208 -9
686 546 -28
264 811 38
314 248 -8
481 828 -5
414 481 8
587 324 39
157 367 40
372 731 40
335 349 26
118 715 -2
793 854 41
733 871 -40
279 609 -46
6 741 35
46 452 31
785 310 -11
891 775 49
753 36 -6
687 873 -37
660 785 -30
161 900 44
635 92 -41
550 451 -45
745 533 18
910 146 -50
548 6 -31
868 197 41
465 441 -47
729 392 -45
118 553 -5
622 761 24
589 724 -37
612 419 -16
838 2 -24
448 368 -15
425 467 -14
852 146 44
26 278 -43
807 472 28
851 276 -10
808 736 1
184 795 25
417 71 -5
874 742 -40
599 765 33
78 132 -32
653 216 21
222 289 17
49 66 -28
64 274 -39
465 221 41
868 322 30
336 838 12
158 286 49
721 435 -4
85 479 -22
284 338 45
260 631 37
795 828 33
379 861 41
78 386 -9
300 525 36
324 887 -10
488 413 30
458 579 -33
626 597 -14
20 403 47
362 887 -20
324 170 -34
577 624 44
233 124 1
906 535 -43
558 405 31
894 146 -26
247 630 -7
181 283 -9
181 575 7
651 148 14
329 847 15
153 829 -35
207 534 -9
518 875 49
376 140 5
332 803 13
