111 2094
8 79 -10
46 61 19
22 49 42
23 20 13
94 31 20
1 54 37
99 37 23
62 33 -9
90 52 27
12 34 4
51 68 -16
86 58 -43
26 78 -48
25 1 -45
97 50 -15
47 87 8
45 27 27
51 25 46
46 85 30
15 72 34
91 94 28
83 96 31
61 23 48
49 105 25
100 30 20
69 54 4
89 40 -34
49 60 -49
77 4 12
40 101 -32
96 12 -34
59 37 -48
6 48 -6
41 57 11
7 57 28
49 59 -20
72 44 30
83 22 -39
80 99 -48
39 12 -15
39 83 13
25 37 18
23 21 15
22 68 46
14 85 23
35 54 -1
61 41 16
74 94 2
97 30 -15
48 110 -27
13 68 30
34 18 17
13 40 -17
85 26 32
59 74 -36
96 13 15
3 30 -20
72 64 13
80 81 11
43 28 36
6 95 -22
40 72 13
43 25 9
81 109 8
93 8 48
66 79 -6
104 14 43
73 7 -25
0 10 39
32 51 22
71 13 -37
103 43 45
66 100 30
91 84 -16
48 23 22
81 8 47
18 80 9
99 48 -46
67 59 -30
29 51 -17
39 17 49
47 48 4
37 104 49
106 61 -10
81 82 -13
13 107 -33
6 105 14
79 27 5
50 108 46
109 82 11
51 9 -38
78 69 25
10 101 -44
43 9 42
19 91 37
6 98 -50
87 16 27
102 104 34
62 82 -27
89 102 5
22 95 12
10 87 -2
1 9 15
90 75 -18
93 50 13
78 86 -9
66 98 -39
19 41 -35
27 98 2
48 107 13
73 88 -21
36 39 -28
18 39 33
18 25 35
39 42 -36
90 109 -33
44 39 3
58 80 -45
48 59 13
106 51 -32
102 67 32
17 101 -28
70 80 -15
63 47 34
55 52 17
33 93 19
90 0 17
80 16 1
87 6 46
87 66 -8
42 81 -37
40 14 18
92 86 7
3 27 -38
32 77 23
52 58 -17
31 8 -10
6 96 -27
76 80 -37
8 9 -2
6 14 2
103 72 13
16 82 -12
40 12 3
45 80 -9
60 73 -11
7 67 21
16 45 -30
14 44 41
40 38 25
108 86 -6
104 81 -23
108 49 -14
12 90 8
22 88 8
42 51 -16
64 41 48
95 10 49
104 97 -7
6 79 6
66 52 35
21 101 -47
82 61 45
36 81 47
49 4 32
62 61 43
50 3 35
40 94 4
7 44 25
77 60 -8
77 98 9
78 32 10
102 11 24
99 56 -46
23 75 41
35 26 -27
36 32 -3
34 42 -1
45 84 -29
45 71 -41
58 39 27
72 51 35
59 62 -17
89 71 38
75 102 16
0 95 -29
26 68 -21
23 100 36
69 75 -10
70 64 25
59 1 -30
33 23 -5
11 92 30
8 73 -28
5 40 -44
83 3 -42
42 39 -42
109 52 -40
108 28 -4
45 68 -7
37 90 40
81 41 4
22 16 -37
51 1 48
50 64 -33
16 58 4
77 54 -12
76 79 -25
47 54 -18
41 32 -33
36 48 -2
64 103 -10
94 88 3
68 77 12
32 41 -48
90 82 -48
105 104 11
13 57 -12
65 57 -27
74 39 47
45 48 5
50 28 26
71 74 -13
43 10 38
88 3 23
8 19 47
78 104 29
100 36 13
24 110 -2
98 64 -16
69 86 3
6 54 48
101 76 31
0 13 22
68 22 -26
21 86 37
85 83 -9
34 82 4
35 61 4
70 32 31
35 64 -19
79 68 -6
27 56 38
48 81 -39
14 22 26
74 83 -27
17 26 8
29 47 -41
109 104 -34
2 90 -21
76 107 15
65 84 -20
41 78 -9
75 82 -25
24 67 -26
27 108 -42
61 52 13
5 50 -31
7 38 13
92 29 13
53 74 -28
57 96 38
70 109 -3
38 74 39
5 69 -37
60 96 11
52 101 49
30 69 -15
97 28 -29
108 8 44
17 67 35
81 56 -35
65 79 -41
4 26 -3
101 15 48
13 41 -34
51 89 29
56 13 -28
42 22 -33
16 19 -10
47 73 42
32 95 10
106 27 9
79 66 -6
11 57 -2
92 13 16
50 63 13
74 72 33
33 39 -33
55 19 -17
46 3 -36
27 88 -13
33 46 28
4 5 -17
39 99 -20
18 3 -30
83 110 -38
9 27 26
66 78 18
56 37 -27
108 10 4
61 35 -29
68 88 -3
85 15 40
27 64 29
89 22 -2
1 50 24
87 81 -3
107 71 -22
104 13 27
22 63 11
64 53 -36
24 105 11
38 99 -50
45 7 13
31 14 -30
71 23 -12
5 105 30
107 8 -32
24 6 -17
44 47 49
42 80 49
24 3 -11
46 95 -34
10 76 -12
54 17 -8
103 32 -41
2 34 10
78 79 -47
96 99 36
107 62 31
88 64 -50
53 48 12
66 22 -40
12 68 35
78 14 4
44 18 -20
62 7 -38
40 66 20
96 79 47
87 75 -17
23 52 5
23 5 -13
105 43 45
27 51 -17
95 68 9
10 104 35
79 24 4
48 26 -4
53 84 38
1 44 46
26 71 -16
97 110 -25
8 98 16
82 93 -39
90 51 39
72 24 27
13 23 -9
104 78 46
45 92 -21
61 75 39
108 54 -17
68 16 -35
18 86 -43
38 11 46
65 47 -42
9 87 -1
60 108 -4
10 59 -10
12 36 4
79 62 -18
19 37 33
37 85 40
29 16 -29
62 4 42
77 79 -21
12 41 -5
73 9 -20
69 89 23
2 23 27
69 87 -42
67 77 26
44 31 -16
106 108 1
4 72 36
10 4 -8
40 99 28
91 88 42
77 72 6
95 49 22
81 11 2
72 91 -4
44 55 3
56 22 -3
55 69 34
11 53 42
71 28 -44
32 91 -45
34 1 -30
105 72 10
73 29 -46
8 42 23
29 15 32
36 57 49
51 19 -41
23 103 -23
93 57 47
