505 6857
154 323 -2
342 365 -4
458 471 47
410 70 30
21 499 -33
370 59 -34
109 306 -22
478 384 36
301 363 10
140 209 -29
304 249 44
394 496 32
473 399 -1
275 119 30
167 386 -16
216 4 41
342 413 -32
101 499 -50
190 125 -44
11 82 -9
432 392 41
482 21 -30
62 446 -29
387 219 -11
137 212 1
224 88 39
50 139 -37
21 464 -49
53 35 -11
306 374 -40
491 78 -35
262 285 -29
128 77 -20
487 47 27
467 324 43
140 433 -41
371 289 33
99 431 38
308 210 24
262 10 -43
67 315 28
407 98 13
140 89 29
393 273 30
85 159 34
49 22 -29
246 365 -9
95 159 -8
298 309 33
179 0 49
43 226 1
308 111 17
38 13 -45
74 497 7
483 76 44
397 6 4
157 158 14
8 133 34
114 112 31
495 343 -22
482 324 6
360 249 -5
54 206 -48
68 459 -45
419 216 18
325 448 -8
377 185 6
184 0 -29
65 243 26
298 405 1
189 123 -46
74 64 -34
474 491 32
475 331 -16
51 368 4
101 85 -29
268 53 18
287 272 -17
245 228 7
112 118 -41
418 104 -48
74 401 -5
479 396 -11
285 389 18
371 133 42
194 209 38
134 349 -24
246 44 -45
492 152 -12
250 130 -48
450 503 -7
289 406 37
471 290 42
443 196 26
308 132 38
198 351 22
124 454 6
137 79 -21
456 103 -50
211 471 41
405 187 49
160 451 -20
195 438 36
437 412 39
481 217 44
416 45 35
486 481 -16
315 286 -32
279 25 45
422 456 -23
18 69 20
284 418 -14
503 362 -46
11 352 -7
186 210 47
15 226 -5
286 25 40
128 320 29
394 18 -36
178 88 -39
410 35 -48
65 116 15
102 384 2
78 450 7
296 151 43
205 91 25
262 280 4
465 133 -36
279 69 -19
316 323 11
345 201 -16
236 149 -1
348 333 -30
483 469 -22
367 132 -15
214 283 30
471 53 -8
206 348 5
8 42 18
288 5 -8
324 394 12
39 131 21
491 267 38
363 460 24
209 407 -46
207 351 17
290 164 -29
259 191 -46
407 47 -12
55 426 33
299 336 23
363 292 48
503 271 8
369 361 7
301 4 -38
328 23 -32
362 272 44
36 5 36
202 56 18
15 359 -50
272 225 -25
234 200 25
42 409 23
369 226 8
504 262 -30
466 128 -12
481 397 -29
292 84 -18
392 63 -12
21 403 -3
273 433 -23
335 88 -36
69 83 -3
181 68 -12
110 448 8
361 157 10
143 493 -3
135 432 40
472 382 9
243 389 43
401 85 29
391 339 13
187 502 2
186 191 42
395 208 -17
449 267 -33
