273 3494
120 7 45
269 159 49
253 217 -16
41 1 39
169 267 -9
4 237 -11
204 185 -40
130 25 7
109 148 43
155 189 25
251 258 -3
120 34 -17
109 110 -39
154 116 -29
11 56 31
118 248 -37
81 115 -12
213 65 -15
1 69 49
23 19 -20
36 2 -31
39 109 11
145 2 -10
227 219 -7
205 45 -19
87 264 4
48 79 -37
96 154 -49
75 187 19
52 15 20
249 43 20
234 60 13
198 208 38
182 105 8
121 67 -27
53 29 22
182 266 -2
113 83 25
18 159 47
114 231 -32
27 160 12
187 88 -39
252 209 24
196 103 -35
105 110 -45
99 210 48
14 139 -46
184 217 46
178 52 -45
30 204 -19
182 190 16
124 240 39
193 77 27
59 20 42
46 146 8
239 126 -46
93 195 -40
26 217 41
142 146 3
99 27 28
71 106 -7
53 133 -1
62 119 7
181 133 -41
45 149 31
123 268 44
77 186 -50
0 242 19
266 138 2
13 213 3
9 135 -1
246 61 11
197 239 28
272 45 4
229 262 -13
50 125 -26
103 176 38
42 23 22
21 186 26
81 84 41
168 212 -2
130 102 14
243 173 -13
231 247 -34
116 159 -21
267 59 26
163 130 19
50 49 -50
73 229 48
86 120 33
186 243 -10
228 100 5
251 249 -49
260 3 43
17 227 4
252 168 29
4 14 5
211 217 -6
168 92 3
155 120 -25
248 198 45
261 162 21
98 116 8
149 174 -43
51 70 -43
228 43 -47
206 243 -37
101 265 -28
27 256 -11
57 233 16
113 187 -47
237 161 46
245 71 42
36 261 37
39 76 -14
257 252 9
89 36 25
146 199 43
60 252 39
209 268 -28
22 261 25
239 55 27
147 223 1
122 75 -22
35 123 -10
255 249 -11
175 189 -5
211 254 -41
255 124 28
104 233 -32
32 230 -34
212 60 25
249 229 32
220 107 -14
209 108 -25
239 23 28
180 63 -2
204 220 -41
213 52 -46
268 77 25
165 246 -24
87 226 -29
269 127 11
36 100 -12
51 63 -22
241 64 14
95 94 -29
261 19 -22
153 69 -9
231 103 15
216 126 32
237 11 -27
156 133 -12
187 119 1
271 63 -35
194 235 -24
129 190 16
202 161 -2
3 55 -47
114 253 -13
191 103 36
106 98 -33
14 137 -9
45 175 8
262 142 -43
201 238 -3
120 164 1
11 196 9
44 55 17
223 62 45
34 156 -6
197 227 14
1 189 -21
180 85 -1
260 144 21
52 159 26
127 268 -34
9 77 2
111 260 40
226 201 30
72 221 5
146 75 -36
178 146 -39
174 264 2
209 157 49
41 265 -22
249 133 -47
205 33 7
184 21 -8
61 162 -6
51 238 -13
91 241 43
65 125 23
112 57 -45
265 93 -25
6 30 -48
154 120 23
185 20 -37
29 255 21
46 137 9
246 12 16
255 39 31
119 45 -40
240 236 -26
9 161 43
186 76 -6
225 238 1
127 271 -17
165 58 38
237 228 41
7 69 -27
71 10 -8
249 34 34
251 81 -2
96 194 -13
192 268 15
3 197 17
147 181 12
50 25 -28
30 129 9
250 67 34
253 254 -35
267 156 11
29 15 34
160 266 7
64 113 28
85 195 -26
138 232 -16
121 72 38
172 24 27
192 21 -41
115 20 -25
28 254 12
183 87 -42
143 19 -28
247 125 -45
86 47 35
104 80 -35
156 166 46
166 24 26
207 190 27
271 5 12
242 130 46
169 234 39
5 107 24
156 231 8
214 229 25
207 95 -20
142 20 9
145 26 31
107 50 -41
84 229 7
106 81 -4
233 16 -1
89 156 -7
71 189 22
152 77 -10
194 59 15
224 171 2
17 223 -37
100 242 -10
138 24 19
173 220 -37
165 203 29
261 7 48
68 108 1
1 120 -45
126 242 35
14 48 19
143 32 7
118 183 -42
188 146 40
21 115 -9
252 258 -42
209 147 -21
144 168 14
258 174 -10
125 156 2
264 62 3
24 207 -4
220 257 -11
187 161 -16
14 133 -14
172 234 -17
180 34 22
58 42 -5
143 80 -14
75 50 49
29 4 43
196 251 -40
225 257 25
119 259 -41
252 81 37
78 79 33
167 102 48
149 116 -50
86 216 24
56 205 27
126 254 -40
69 142 9
47 92 -45
21 29 -50
31 71 21
59 264 40
249 76 23
154 54 -3
128 272 46
233 165 -23
92 211 -4
260 199 -15
261 73 -36
87 97 -8
248 98 24
22 150 -1
49 24 36
123 264 -15
149 71 5
188 228 -44
242 270 -24
211 164 -39
2 101 37
148 236 -46
74 131 13
201 21 -17
58 202 45
39 44 10
262 173 -29
57 56 12
148 262 -20
250 92 19
234 194 -46
65 219 6
198 127 15
222 269 -12
174 70 -47
99 164 11
16 247 15
94 260 -30
251 181 -39
137 240 9
179 183 46
228 175 -5
40 248 -8
83 261 -9
118 131 46
138 101 43
234 90 -40
23 78 42
100 38 30
56 112 -48
191 249 12
213 258 11
219 158 -33
155 171 -2
213 184 -26
10 28 -35
132 96 44
203 74 -43
144 64 -26
256 141 26
238 271 15
156 125 -13
26 48 15
191 260 -44
79 139 -19
39 58 42
137 150 45
204 124 9
81 205 -24
90 126 -29
113 32 -45
203 121 1
109 24 8
45 163 14
42 194 34
209 35 40
207 164 -17
259 230 9
92 26 46
110 97 -25
20 246 6
139 185 -28
21 47 46
240 23 1
114 133 7
272 208 -38
82 119 16
186 110 -30
2 4 -44
173 222 34
63 229 -21
250 240 33
37 236 27
262 91 -14
148 226 41
105 215 -45
154 244 -13
54 257 -30
224 140 36
43 0 7
231 65 26
249 4 -30
263 122 49
242 27 -2
177 51 -50
101 154 9
245 174 20
234 123 27
167 165 -24
180 168 5
5 252 -45
237 76 32
171 35 30
161 199 27
45 171 22
151 123 44
151 128 49
173 237 -32
65 79 12
135 0 46
118 252 47
144 207 -46
61 154 17
209 242 -9
64 52 2
248 270 -44
41 263 8
191 35 -9
27 187 39
217 75 -41
157 4 47
245 116 -32
132 188 -26
63 264 -17
49 257 -8
62 258 28
119 22 13
122 164 36
110 144 17
215 268 -30
148 35 31
145 208 -8
268 64 -39
205 251 5
259 227 32
234 40 -16
101 50 30
217 83 -46
191 28 -23
68 72 32
109 150 -16
211 107 -48
75 258 37
126 50 -25
241 105 37
45 210 47
197 182 -46
229 263 36
