348 3097
46 230 -14
171 279 3
190 9 3
189 324 9
175 310 -38
197 157 -35
96 9 -20
83 164 -22
151 195 45
281 246 46
213 267 -8
321 120 -42
27 146 -28
119 82 -23
329 158 -2
260 302 35
68 88 46
82 50 24
120 90 -17
224 192 -32
33 29 27
252 48 10
246 80 -22
131 338 -12
151 328 -29
82 305 31
239 4 32
136 211 16
310 340 -30
221 326 -43
186 59 33
135 132 3
264 269 -36
303 265 -40
141 233 -35
12 267 -18
313 3 -34
256 84 38
332 131 -21
160 176 25
29 216 45
146 138 22
69 155 18
165 313 -34
24 283 47
195 260 -30
164 130 -25
273 281 6
91 307 1
257 214 15
320 182 4
252 324 49
320 59 8
10 0 -36
174 322 1
91 265 -18
6 290 8
121 86 -40
140 116 14
239 22 -23
33 294 25
202 238 -27
109 156 -5
72 251 18
31 192 -2
52 11 -32
344 8 43
216 251 -5
1 263 39
144 151 -20
4 94 -12
319 57 49
177 202 12
337 177 40
1 287 -11
149 218 -20
115 300 41
315 177 -22
149 306 10
51 85 -22
52 219 46
253 190 -36
71 301 -7
243 211 -13
9 197 18
152 86 -47
102 241 21
260 305 -33
226 32 32
142 169 -31
231 151 -8
58 316 -9
248 57 -29
44 103 14
184 136 -6
159 83 -31
277 132 -15
196 104 -27
132 113 1
278 185 44
175 323 -10
119 286 29
11 140 -34
113 174 21
322 320 -13
63 11 -24
195 296 49
182 184 -26
121 236 -34
89 345 39
145 300 17
346 15 -40
332 247 -49
217 330 -33
231 48 -30
159 246 -1
60 58 -39
211 97 46
327 20 16
29 106 37
28 121 26
135 96 39
337 54 -38
236 225 -49
275 106 -15
17 329 8
27 270 19
172 291 -50
256 50 5
132 339 -39
26 69 -50
155 21 30
214 303 16
285 313 2
313 43 -32
92 207 -42
229 311 18
107 50 22
205 319 -24
293 24 47
161 209 41
313 192 19
139 322 31
86 41 46
173 118 -34
144 191 -44
130 71 -31
263 322 -35
89 226 1
27 23 -7
150 70 13
289 189 30
170 185 -50
213 286 18
126 179 4
178 14 -31
31 341 -17
147 244 13
47 275 22
129 209 24
33 118 -21
304 233 -42
133 186 -18
17 35 -48
264 345 -36
310 265 -46
127 300 -41
140 347 -18
196 58 6
14 274 -12
200 222 -8
100 89 4
23 125 13
20 27 -39
328 189 25
234 177 -9
165 201 -15
312 53 19
229 130 -19
128 322 43
175 89 9
117 7 -3
246 69 -8
197 194 21
290 243 9
40 8 17
178 268 -46
235 218 -20
276 82 -8
333 17 11
143 330 42
209 155 19
312 174 -46
139 301 18
155 262 49
143 83 -25
1 232 -32
319 80 -50
84 223 -50
51 275 -29
45 334 -10
148 228 41
43 287 39
318 171 33
133 182 -25
152 88 14
322 32 38
156 184 -41
310 267 19
194 295 44
316 50 42
209 30 35
247 258 -2
183 173 27
143 126 22
22 189 7
206 123 29
72 81 38
249 296 16
20 269 9
17 288 -10
295 202 14
343 69 -20
132 110 -49
317 253 -42
215 224 -38
186 216 11
266 6 -41
226 116 -6
50 111 -47
296 139 -50
104 27 -20
74 54 -1
292 243 8
256 297 -13
188 210 -19
328 210 -41
299 208 -15
103 196 -33
335 66 14
103 272 -12
341 226 26
206 262 49
268 23 9
263 237 -10
261 96 -37
118 261 -50
284 69 -48
228 13 8
130 227 -22
80 63 -48
338 297 -29
218 80 -35
272 277 35
181 130 40
20 100 -33
85 270 -25
79 4 43
97 36 -16
231 184 23
217 195 27
292 21 -17
43 323 13
261 134 44
7 304 -5
165 276 -30
141 131 21
259 302 28
204 163 -49
23 169 48
150 215 17
99 309 -3
122 25 -5
201 305 39
304 23 -14
247 250 43
44 91 -49
81 241 -38
150 179 -28
226 62 -42
41 46 -46
255 197 -4
251 173 -20
284 220 -20
296 199 36
229 81 -33
266 294 19
246 169 38
212 258 31
194 191 -49
321 223 -23
339 314 -1
307 182 25
147 128 -5
279 311 -34
29 331 45
333 203 -36
191 8 6
38 69 -19
4 58 -44
203 222 31
76 202 12
239 18 -22
16 89 -39
109 53 -3
179 253 39
151 200 -10
60 73 47
73 199 -19
26 318 32
46 7 -1
3 30 -7
127 274 -39
257 34 -6
102 202 -18
35 328 -39
227 236 -4
66 87 2
237 199 39
49 196 42
310 108 31
138 19 -46
328 229 19
299 128 -50
16 134 26
17 74 -39
322 30 23
165 252 -18
249 135 49
110 210 -19
193 204 -36
247 90 5
192 319 33
24 268 39
28 312 -29
281 77 -40
258 149 30
249 205 -36
5 130 1
61 69 -16
260 31 -40
98 85 49
190 148 -21
111 183 44
180 343 6
110 203 -23
25 65 -4
0 204 33
59 142 -41
326 344 -24
32 309 -10
165 298 -32
185 289 41
62 127 -29
276 173 -41
138 12 -29
190 229 -23
315 321 -25
156 97 8
138 8 49
97 176 27
309 70 32
319 183 2
146 231 14
70 33 -9
218 8 -5
92 134 4
311 313 10
72 303 2
81 18 -43
185 145 9
92 63 -1
6 280 29
121 324 36
200 8 -21
260 246 -2
101 338 -21
162 343 -22
277 331 39
136 128 -43
253 233 26
257 189 14
293 343 -34
345 19 -36
221 319 7
215 37 39
255 257 -11
116 280 46
78 287 9
62 92 -30
82 252 -44
255 218 -50
169 125 -4
209 63 -19
46 186 41
269 249 -18
339 166 40
151 283 -44
136 89 -15
116 113 -18
242 149 -25
190 303 -5
141 231 -4
285 330 -40
67 79 -38
23 306 9
131 345 45
314 241 6
10 185 18
15 35 -31
31 294 41
120 164 -19
191 136 2
142 259 18
303 57 -26
119 156 -20
291 324 26
342 56 22
227 87 -24
12 123 20
266 126 -25
226 176 -25
256 81 13
278 129 24
328 77 3
200 77 -45
229 278 -21
249 335 -36
224 8 21
209 213 10
233 170 -39
187 259 45
168 343 18
17 43 47
275 298 -4
49 153 -12
4 20 11
263 284 -4
241 67 27
250 347 35
347 233 -22
275 191 34
94 114 18
307 132 -43
274 216 23
235 228 -31
262 235 17
136 82 16
275 16 -19
106 47 44
150 269 -2
330 212 -42
41 334 7
98 251 -28
203 25 -38
218 37 43
166 103 -21
266 318 44
314 53 -42
168 229 42
220 184 26
330 19 -46
168 250 6
328 308 -3
32 213 40
278 89 42
28 158 -46
287 307 14
150 264 -7
226 165 33
68 263 9
252 310 -32
129 266 34
268 69 34
99 135 -7
208 34 -17
15 4 49
218 133 40
276 203 7
324 180 -36
66 268 -40
220 112 -16
55 62 14
324 142 -40
85 251 31
238 168 9
318 51 41
133 292 -35
120 85 -18
161 142 25
84 131 -12
303 291 12
44 249 30
122 44 2
29 85 -34
179 72 43
264 176 47
270 341 23
82 314 -35
50 308 -5
69 285 9
282 315 -11
226 167 10
99 48 23
270 208 -35
251 96 6
179 249 8
247 315 32
48 319 -45
335 301 47
72 319 -31
234 28 -39
156 98 -21
139 87 27
167 331 12
328 134 -25
324 302 -7
297 111 -27
195 282 18
19 152 -10
174 194 -4
55 90 -48
44 88 -44
169 8 -32
109 43 -1
151 147 -46
129 218 35
115 161 -18
284 253 39
112 279 -34
300 319 -30
72 285 22
316 97 28
161 291 49
130 213 -20
138 306 45
197 192 -9
227 217 36
340 291 44
276 45 -11
211 246 -15
107 231 -46
11 216 -30
120 43 -35
139 123 27
186 42 -36
176 16 -40
33 46 -47
274 343 39
108 185 -7
235 288 10
90 21 21
251 154 14
283 342 22
40 242 -44
15 123 -43
314 220 45
11 295 -29
300 81 13
18 151 -5
85 224 -11
139 239 9
57 222 24
54 169 2
159 181 -5
209 59 -36
302 176 -46
28 142 -19
8 194 -11
2 136 19
11 76 43
322 101 24
171 95 30
105 326 -34
136 111 20
26 9 -45
132 32 -14
132 287 48
269 94 -21
275 303 14
73 2 -6
55 275 -25
189 171 42
179 294 3
140 341 4
12 275 18
225 155 17
117 27 13
32 149 3
51 285 18
316 266 25
338 255 -30
49 185 -15
270 98 -24
153 308 2
143 243 -46
110 234 -34
177 153 19
189 122 14
330 74 11
182 13 -23
277 217 -10
203 20 -26
171 91 20
118 58 22
55 178 14
75 291 -26
341 62 -22
58 153 22
84 152 18
3 10 40
58 186 -50
207 289 -5
303 71 43
321 67 -27
264 73 24
130 279 49
112 68 15
181 276 -33
139 27 -28
256 132 -33
324 330 -10
150 172 -44
109 281 39
148 53 -1
134 202 41
132 53 -39
276 49 -35
158 58 4
149 64 -29
21 227 48
254 247 -37
161 229 10
172 261 33
278 22 39
270 323 -28
137 209 48
207 78 41
146 21 -43
87 156 -35
125 310 -22
119 244 -28
118 251 -25
79 6 -34
268 324 6
226 319 18
340 8 4
211 43 -20
27 65 13
257 30 -13
120 194 -25
338 83 9
301 47 -1
235 252 -17
141 1 34
0 116 -49
10 135 8
15 44 18
242 85 7
4 250 -3
175 115 -17
58 291 -29
270 226 -9
206 217 7
91 263 20
86 99 40
162 154 -49
139 26 25
56 21 -31
43 38 -44
85 196 -4
210 280 -8
121 159 14
73 17 -12
206 271 2
11 79 -45
195 2 34
305 329 30
182 296 11
56 150 40
263 292 8
277 219 21
199 92 -24
163 124 26
62 78 -10
187 22 -28
239 263 -49
100 330 -16
98 32 22
268 115 -5
120 347 9
318 108 -8
2 284 -48
180 260 5
255 103 39
252 296 -29
136 205 3
247 171 3
42 290 -11
94 325 -6
154 309 28
172 213 -33
262 165 7
77 135 -25
282 160 39
189 326 -47
5 290 -35
290 35 -18
240 247 -48
38 131 30
237 46 27
248 310 -17
243 30 -40
272 60 -49
104 36 2
204 159 -50
143 190 -20
9 301 12
175 74 -40
129 258 32
135 330 -25
337 144 -5
255 322 41
27 209 -6
77 131 -1
100 23 -20
326 292 -38
267 213 29
101 59 37
75 241 28
296 217 -49
303 140 32
147 34 -9
12 124 40
196 151 9
331 109 -8
75 110 -8
89 312 -10
11 164 -29
57 289 -6
159 233 40
250 318 12
306 134 9
82 344 19
0 33 -20
138 315 -43
182 31 -20
2 102 5
240 246 -38
182 227 16
301 213 -28
63 112 -49
93 65 16
167 223 8
63 208 22
288 308 -35
221 155 -9
180 290 34
183 258 -24
137 272 3
118 240 -4
184 192 -10
117 269 28
187 36 37
244 202 -34
219 79 21
145 312 -6
341 182 -29
321 35 10
152 47 -28
3 28 -40
313 169 -38
157 191 -11
315 345 -34
193 317 20
21 14 42
253 322 -40
173 273 -8
137 173 -25
318 138 1
187 248 -34
4 179 -34
52 114 -15
244 36 -39
311 51 -10
130 336 46
136 156 20
321 230 -21
304 232 32
16 82 11
32 241 15
21 192 32
269 44 -30
142 93 48
302 290 35
119 346 42
27 194 -17
242 135 22
115 313 -36
233 257 -48
150 18 16
280 135 -2
143 208 -17
68 194 9
9 88 -30
202 210 37
272 52 -5
93 72 -49
78 110 28
300 101 -25
129 21 -24
177 24 6
265 242 34
243 300 24
196 261 7
329 295 19
193 241 2
227 171 -3
254 42 -34
98 230 18
248 309 -11
13 128 -1
250 326 36
221 272 29
137 325 4
173 218 -15
152 58 -10
300 234 -36
273 200 -23
287 337 35
263 137 26
289 48 17
132 13 -17
144 85 16
262 66 -46
249 110 20
30 87 32
270 254 8
268 246 -35
255 168 -27
275 340 16
347 47 13
301 305 -8
229 186 9
26 27 47
273 158 29
325 316 12
171 275 1
193 10 25
294 277 -26
271 132 32
65 255 -36
36 69 41
338 103 -15
93 78 -17
52 137 47
155 123 -33
207 118 -26
122 30 26
326 174 -25
243 186 -4
253 202 -36
144 254 33
26 133 22
266 38 -38
309 243 14
143 96 33
278 52 36
80 149 35
12 160 -5
196 269 15
190 221 -43
155 143 39
334 163 -41
313 328 -31
39 33 -19
171 153 -15
73 66 5
105 159 13
324 326 36
139 200 31
82 292 46
87 64 11
241 87 -42
89 284 -45
236 126 6
220 125 32
200 150 22
284 141 -2
330 310 41
314 166 -41
176 260 19
90 132 -15
29 229 -18
42 249 -28
343 148 -43
34 75 -36
285 53 -5
188 334 47
346 72 14
338 42 -50
325 134 -14
118 3 -3
204 25 -39
68 269 -16
31 313 -44
249 252 -7
47 82 36
164 281 38
113 63 -30
338 6 31
26 145 11
181 188 16
329 37 31
88 98 16
311 213 -21
61 339 -39
239 84 39
70 133 32
156 35 6
234 176 -2
318 339 -25
101 83 15
237 299 25
135 259 -19
228 279 1
296 164 -20
6 254 -8
205 126 -11
54 145 33
344 64 40
100 95 -5
108 137 -33
84 255 -11
87 40 31
99 243 -19
134 4 -21
284 16 21
319 139 15
293 71 -17
163 20 5
235 30 42
247 231 43
321 144 -49
186 45 18
81 124 37
127 223 -14
59 105 -25
288 134 -12
249 297 -3
315 133 -7
248 141 -38
247 99 22
31 76 38
343 210 9
320 144 -48
266 252 6
98 93 22
276 26 39
183 21 -42
236 80 -44
15 65 33
334 319 22
22 174 -36
335 236 19
57 346 -43
69 254 27
338 129 -8
64 170 -16
252 162 -43
75 105 37
163 6 17
145 198 18
0 263 -42
213 277 -17
276 118 -2
227 91 -50
39 268 12
214 58 8
181 91 41
25 144 -25
159 30 -34
86 337 34
227 5 22
29 166 43
113 162 -15
231 242 39
67 93 1
79 118 10
227 163 -40
242 263 19
31 89 48
25 320 7
157 36 -30
301 14 -1
287 114 -41
146 215 29
71 324 22
140 246 -6
78 277 -29
232 235 30
191 90 -19
167 113 -24
119 345 18
335 116 48
263 99 -18
146 113 -17
199 165 32
265 297 -38
329 267 35
309 296 27
68 292 -30
52 341 30
105 235 19
234 68 4
329 204 -31
30 131 -9
255 8 28
141 198 -38
226 325 -15
115 67 -5
33 190 -23
170 156 -22
346 87 -27
214 242 -31
256 201 7
10 59 -26
71 42 -28
145 310 2
194 151 29
268 338 12
222 274 -38
127 67 1
278 171 35
156 263 29
30 245 18
225 152 -15
99 18 -21
0 161 46
101 180 18
319 93 44
147 325 -44
255 14 12
313 284 36
34 298 33
303 154 21
80 175 13
249 119 13
183 127 -14
196 64 30
164 34 45
7 6 -29
