637 8262
368 295 29
202 104 13
11 48 30
144 547 -28
108 59 33
84 187 -26
135 45 19
398 345 -34
520 622 -43
619 478 -22
609 624 -10
279 598 -45
91 127 20
372 595 -50
271 87 48
30 281 -40
450 218 -15
511 547 9
161 111 -46
306 500 21
524 348 -37
465 610 -34
160 326 17
44 48 -50
261 193 9
7 227 11
194 201 -42
229 321 -5
479 498 -36
335 209 22
607 94 -32
166 623 -25
162 579 41
137 269 27
625 152 -6
568 244 49
347 21 -2
23 453 -18
187 389 -18
501 421 -41
513 319 9
406 294 4
44 0 49
562 590 8
280 543 -24
484 3 21
559 325 -11
74 251 -28
519 354 -16
484 99 -35
437 313 -23
324 344 -43
559 399 16
140 196 13
163 286 -43
415 568 -34
391 394 22
380 555 5
351 9 19
80 521 -27
308 173 -3
531 28 -19
448 288 12
12 342 -13
534 221 -37
452 463 -50
447 439 32
307 303 -50
249 456 21
573 550 -49
410 392 26
207 259 -10
14 443 31
168 197 27
509 390 -27
226 272 21
472 397 48
275 22 -40
346 358 48
187 319 15
208 403 49
481 245 -38
127 38 -11
436 35 26
170 485 -42
499 33 -46
303 618 -30
55 295 6
166 272 -35
605 385 2
56 509 1
223 422 26
426 190 36
224 624 24
443 53 -13
494 442 49
391 176 -10
506 98 -17
173 525 12
144 262 1
222 132 -42
338 27 18
411 165 -15
603 226 -33
529 362 -44
477 509 -50
317 465 -17
207 385 44
3 5 -7
597 375 36
473 478 32
494 223 -40
387 516 6
328 161 -1
290 194 21
11 324 24
319 424 41
87 592 -6
246 110 43
270 550 43
440 575 8
375 392 -31
494 125 30
105 251 34
522 3 -10
450 274 -41
123 351 -37
446 134 9
301 593 40
335 563 25
99 510 38
228 548 -35
429 266 -47
76 221 -32
356 313 30
510 65 15
544 198 3
405 470 28
408 140 -27
424 183 40
214 572 7
391 241 40
294 501 -12
485 329 -11
539 346 35
168 299 -6
413 487 -41
113 281 31
545 90 -33
634 340 -36
499 411 2
526 628 -30
607 67 -6
57 211 -11
94 497 49
599 248 -11
84 160 27
372 431 -11
253 154 -6
396 280 10
517 64 24
580 501 -12
586 206 13
94 292 -3
290 571 26
412 535 16
381 519 -41
498 473 -28
161 516 47
434 545 -42
402 34 44
86 337 42
208 97 -2
505 535 -29
627 469 16
100 114 13
94 516 38
618 308 15
102 544 -19
461 27 34
554 402 -6
190 186 13
499 227 -8
195 338 -29
435 94 -13
260 90 -16
521 547 34
288 477 -35
481 381 -17
574 299 47
205 247 46
281 35 39
271 237 3
331 468 25
280 28 -41
462 71 -30
31 501 14
149 595 33
8 150 -11
435 583 29
101 286 -28
516 492 19
429 505 -46
382 53 -2
28 576 -2
15 226 20
78 233 -37
466 479 13
451 267 8
421 521 31
337 533 -43
267 318 -47
145 191 23
483 38 -47
508 559 19
256 419 -23
389 13 40
491 443 -10
187 31 11
231 172 -1
20 170 -41
121 89 -44
403 417 -46
142 211 -3
83 136 -48
195 327 43
61 87 31
327 491 -29
524 522 -14
389 53 -28
223 195 38
20 351 37
481 14 37
622 294 -30
634 414 -17
509 403 31
56 49 -5
237 530 -23
342 451 -24
106 112 -13
355 126 -36
168 501 -6
279 440 -40
234 428 5
11 225 2
1 129 -4
497 147 -18
430 382 -34
518 277 32
346 44 -14
510 256 -47
340 376 -21
123 20 -39
77 123 6
433 208 -19
25 29 -34
172 550 -30
413 585 -42
256 211 -29
89 154 -35
97 452 8
370 132 -17
515 565 43
371 512 -34
89 321 26
339 603 37
302 168 18
57 576 25
278 586 23
535 143 38
224 462 12
594 278 -11
540 632 -8
264 241 30
355 197 15
566 140 19
635 389 -3
623 511 12
229 52 -29
56 27 13
21 59 16
280 115 -17
528 626 47
453 346 6
39 333 39
470 615 -45
407 557 40
359 167 -4
162 462 6
635 236 8
228 469 -16
399 105 -42
601 241 5
54 494 24
2 216 30
147 431 32
122 16 46
513 110 5
470 437 -38
76 170 29
480 363 7
149 151 26
567 11 45
49 543 -42
144 602 20
627 531 -24
87 51 -6
530 251 46
120 275 -10
1 265 21
129 50 -5
534 303 7
492 158 -49
384 68 -11
10 477 3
482 447 -35
126 287 -41
114 288 -34
466 485 22
142 471 -40
357 34 -12
343 167 -44
254 597 37
295 191 3
261 495 13
430 193 34
537 61 12
386 563 -21
307 404 3
576 49 35
402 23 -23
586 415 22
79 126 48
454 185 35
538 236 15
309 568 -23
27 127 -38
121 295 -35
371 239 39
115 314 -40
271 208 15
178 198 42
540 241 9
22 441 37
193 223 15
448 629 -21
539 468 -16
110 493 -5
