800 8632
663 602 7
460 208 -41
591 620 -15
270 646 47
660 506 48
594 465 -30
98 243 38
407 743 -21
686 258 -48
428 695 28
469 159 -6
218 37 27
624 669 -40
709 306 48
216 185 21
180 349 -29
608 382 -3
210 540 -9
705 674 36
653 722 -41
357 522 25
226 275 10
387 778 26
674 793 17
188 604 2
154 413 47
754 585 -42
203 580 -3
445 330 -4
357 542 -6
536 590 -20
799 468 -13
440 430 -7
335 96 23
96 188 22
188 328 -7
559 167 -26
282 455 -11
516 285 -1
107 69 -28
503 37 41
722 246 38
93 214 -43
712 265 -2
120 716 5
290 299 -17
526 226 8
39 216 -33
710 281 22
497 155 12
726 98 15
603 298 18
706 297 35
271 307 37
537 25 -30
121 439 -13
217 0 6
593 755 32
82 765 -26
130 521 5
63 685 40
324 496 -22
606 689 -22
294 452 -35
336 562 -39
677 685 -44
752 55 19
332 348 31
493 138 -10
86 190 43
341 587 35
214 380 -50
183 396 -50
757 738 -27
747 211 30
394 470 -21
786 565 27
398 4 -21
748 441 -30
340 244 31
32 587 -17
184 726 -15
760 130 13
144 66 5
767 100 31
453 497 -15
396 1 13
620 30 47
9 685 -8
251 20 11
166 749 3
83 453 6
176 110 21
327 511 42
249 344 1
525 227 49
123 116 29
281 308 19
795 649 20
617 223 -21
649 335 -42
594 146 36
113 41 -49
517 9 4
744 483 23
481 87 -16
668 513 -42
749 713 -22
633 291 31
52 153 34
491 780 45
648 557 14
107 511 -37
659 167 25
420 400 -36
729 246 2
473 167 39
657 746 -31
376 335 -48
169 744 30
10 592 -44
644 91 32
650 164 -7
555 725 -22
428 667 12
411 456 -11
740 497 33
64 300 -29
342 254 -33
54 176 -37
191 701 -32
225 203 -14
64 195 43
281 159 -41
564 162 -3
67 615 -13
551 757 -15
258 208 3
268 76 -11
765 572 27
618 194 -44
65 229 -18
328 582 23
782 478 45
579 354 -34
687 13 -4
502 565 -11
194 258 23
587 734 -36
414 570 31
409 432 -11
28 242 24
55 372 -18
440 484 -20
700 399 28
117 243 -9
464 288 33
268 263 -35
283 327 -47
427 636 34
666 157 -46
458 637 -12
694 95 -35
30 478 33
301 81 5
247 129 1
796 403 -1
304 111 -38
612 713 -38
342 193 -1
454 653 14
608 254 -16
65 230 32
320 499 4
786 4 31
196 768 -36
694 641 46
233 448 -48
791 291 41
658 726 49
665 125 -35
364 174 40
271 87 28
555 327 30
67 364 14
22 665 32
767 61 39
535 423 -44
378 582 -7
155 303 7
6 509 -14
32 408 -13
60 220 37
141 403 2
332 37 35
249 596 -10
192 122 -39
733 233 -49
735 445 -32
115 702 38
503 492 -40
755 663 -5
727 324 4
702 86 11
621 702 -45
352 762 -39
554 741 -23
53 578 -32
442 154 33
579 563 37
489 473 20
267 535 8
720 500 19
228 723 -24
593 559 -45
372 111 -43
723 398 12
403 407 -29
701 346 41
699 544 29
405 585 -16
100 797 -25
718 256 38
218 358 11
698 44 30
619 660 -6
385 208 -26
113 420 35
624 426 -26
187 525 26
682 728 47
337 54 -14
236 159 -17
39 82 45
365 85 -44
69 157 -25
400 444 -27
441 105 -11
677 498 -44
307 560 -43
109 470 2
136 267 -48
116 85 -39
522 197 24
156 101 17
558 391 -47
596 156 -6
574 386 -35
352 80 38
129 704 -38
193 175 -42
119 748 49
163 15 22
321 454 -36
744 470 -34
49 532 -46
658 592 -30
376 412 13
440 690 23
644 1 20
415 580 44
680 623 -6
428 145 -6
716 38 32
442 475 -46
518 375 -28
123 291 28
788 786 5
204 20 21
581 562 -16
19 757 -21
633 758 -34
179 239 16
482 374 12
105 613 -8
432 681 8
135 147 -34
368 45 17
364 501 21
569 393 -39
572 47 -32
160 304 32
123 655 -10
235 633 26
133 498 22
710 11 10
285 375 49
593 480 10
77 362 -38
355 204 31
35 316 -22
199 661 -34
423 738 27
409 516 -25
16 259 7
