274 7050
198 29 -22
266 201 9
46 204 45
216 159 15
147 109 -11
180 234 18
144 17 -46
227 37 -19
273 223 -24
19 38 15
141 128 -47
233 197 31
81 260 41
23 248 13
224 22 30
48 122 32
8 166 -19
224 129 -27
199 113 -3
53 55 -21
119 44 9
110 256 -27
192 166 31
112 61 3
221 167 16
144 234 -25
156 163 -6
254 143 -1
205 202 47
238 143 47
169 137 -27
125 152 -48
26 35 16
64 203 39
21 36 43
142 91 -26
164 256 -9
169 191 6
251 180 18
48 271 38
143 203 -41
106 68 24
77 172 -45
175 51 -35
162 24 42
32 135 18
238 29 -40
92 152 -24
114 63 -30
76 87 -3
193 21 14
32 228 -31
216 223 -40
6 44 -15
214 131 -30
243 68 -39
69 175 10
248 81 -1
12 88 36
270 168 29
10 63 -28
215 203 13
38 93 -6
258 159 -22
173 77 -9
45 53 17
74 198 -18
193 198 29
200 161 -22
235 144 21
120 98 -25
222 107 28
250 260 -29
265 198 -49
147 20 -10
35 37 10
119 54 7
221 123 12
29 73 -25
183 200 -33
182 231 49
61 19 -4
207 22 -34
266 6 -32
88 184 -22
84 162 -4
9 266 24
146 263 -49
75 49 -47
163 218 8
148 224 -5
70 229 31
50 81 -17
263 255 -7
245 219 -23
48 52 2
182 261 -34
143 11 -16
0 236 -29
271 238 -36
76 222 -38
256 130 29
97 168 45
9 28 -16
217 102 -42
161 157 -15
83 220 18
167 233 -42
238 55 15
206 7 42
139 22 -47
117 91 27
98 39 28
3 113 -47
15 249 2
156 83 -23
179 175 -18
2 20 -12
74 47 -19
131 186 48
256 112 23
18 99 -9
2 148 -10
70 60 -33
204 59 -41
137 162 12
152 53 35
163 14 -20
254 82 11
38 78 -42
237 184 -47
153 171 -22
250 67 18
212 95 -30
160 27 -4
169 76 16
208 213 -47
256 191 22
204 242 -46
60 57 44
39 69 18
271 247 -23
19 209 4
216 146 -29
251 166 45
192 66 -28
26 191 34
205 102 40
203 208 -34
4 129 33
196 67 -44
59 100 -10
84 5 -10
12 162 -41
57 132 31
120 57 44
142 211 18
249 184 2
97 63 21
80 170 -3
215 233 9
59 149 9
25 163 -10
76 34 49
269 223 4
186 140 -21
48 244 16
78 182 -49
132 207 -25
172 77 -43
236 241 12
71 128 -40
268 0 3
182 150 15
177 149 14
191 96 -19
66 186 34
134 109 13
268 129 -19
21 69 -43
38 70 -7
225 44 27
36 270 40
188 25 -6
78 34 -33
272 132 48
200 258 -37
159 212 -34
90 112 24
252 268 -12
28 73 -14
162 7 39
206 177 47
212 186 -49
261 213 -42
257 0 42
163 200 38
214 159 -22
156 67 -46
264 238 22
6 192 -43
142 260 33
59 67 11
101 203 12
19 13 -22
201 216 -4
129 83 45
184 53 -40
190 259 13
6 135 -13
225 5 32
237 131 27
234 87 31
146 71 -34
38 237 23
57 265 48
269 163 -43
60 264 34
155 56 -45
76 206 17
125 237 -17
14 157 -11
35 240 -39
117 101 6
171 67 -41
236 234 -11
16 39 11
62 219 -16
45 271 16
208 122 -33
216 160 29
141 140 21
78 264 -1
103 97 12
148 64 17
81 266 -22
193 107 45
186 211 -5
25 194 49
57 198 -16
170 204 -20
260 150 -10
33 55 1
42 63 -5
202 60 44
118 141 -6
75 0 7
174 101 -47
27 56 13
233 66 30
22 78 49
85 14 25
85 60 37
27 207 28
196 200 -8
16 179 38
131 232 -43
267 46 4
15 195 24
107 80 -19
175 58 4
243 25 2
132 175 -46
175 231 22
192 217 5
178 174 18
150 52 -27
146 59 26
154 247 -24
100 41 40
104 20 10
51 235 34
48 89 -14
8 189 -47
67 130 -18
233 212 -47
5 4 47
41 145 38
151 95 2
247 45 -4
92 55 16
63 150 -11
96 208 -7
4 57 -41
223 170 14
156 99 -25
217 152 -41
196 36 -36
160 92 -10
202 34 1
32 44 1
179 76 -8
16 55 -2
228 230 -14
159 151 -22
127 265 -14
211 31 -19
9 114 -45
161 256 5
18 187 -40
72 130 -24
169 92 45
28 120 -12
262 203 -38
151 10 1
26 267 -27
70 122 26
122 9 -27
255 118 -44
108 79 -26
206 13 37
122 264 -36
207 165 36
261 73 36
177 37 -1
55 39 12
165 267 25
61 176 43
109 259 37
45 12 25
86 249 -20
189 226 -49
139 87 45
119 6 41
177 159 14
207 103 30
253 74 41
66 136 37
44 198 -15
16 150 -39
22 268 37
11 24 -45
208 186 48
95 106 6
138 240 -29
35 180 42
62 83 25
156 105 49
123 257 -27
112 47 -9
2 190 -40
95 91 34
1 106 -31
58 94 -2
194 70 20
195 263 -32
269 12 13
215 95 15
110 34 -24
265 129 5
257 12 14
58 88 -49
206 2 -8
80 273 15
31 3 -29
105 133 -41
120 194 16
13 258 19
119 142 27
7 108 -40
54 153 19
127 191 -11
80 224 -1
126 31 -4
21 189 -18
172 127 -44
136 204 31
261 47 37
5 34 -19
8 97 48
243 116 40
184 48 32
80 71 30
269 271 18
180 156 -25
43 252 -11
100 243 -40
239 107 39
130 100 -50
175 258 47
45 182 -5
55 53 29
103 154 47
81 239 -30
230 258 10
38 2 -37
59 205 42
231 177 34
57 157 -6
195 97 -23
232 72 11
137 76 26
35 132 42
189 197 5
11 263 14
144 100 -3
54 101 -11
18 37 45
79 170 24
201 205 47
18 182 24
174 155 49
124 69 14
162 202 47
78 261 -30
207 85 -16
150 66 26
17 63 34
247 125 1
0 251 -13
162 31 33
131 257 -29
201 131 -31
111 202 23
178 93 15
133 103 -50
39 107 37
196 44 -39
82 64 -18
144 20 -16
31 87 7
244 198 -17
241 188 -37
10 265 40
177 101 22
0 122 29
117 78 16
45 249 -7
21 196 -42
220 90 -14
57 148 3
177 80 -29
167 0 10
48 76 -6
211 150 -20
32 178 36
96 40 38
59 232 21
39 234 -47
160 155 24
132 179 -42
174 224 -34
16 63 -22
141 49 41
249 114 -4
202 271 -42
125 98 44
231 88 21
34 244 30
164 49 40
226 97 -16
19 231 -30
79 78 26
209 147 -38
257 132 -27
62 51 -3
9 189 -18
251 89 -30
135 259 7
5 100 31
214 75 49
101 249 -26
97 184 -24
5 232 1
272 262 41
56 72 -6
131 126 48
66 89 22
218 206 -28
0 33 37
75 260 -27
248 198 48
135 175 -15
54 130 -21
248 103 22
35 135 43
59 11 -45
202 125 -42
252 66 34
111 126 -48
226 181 8
192 34 -13
102 269 12
161 130 41
254 155 -47
77 4 -18
89 1 -22
166 227 -45
263 196 22
115 167 6
235 4 28
143 179 31
109 239 42
65 22 26
102 153 -46
28 165 6
44 108 17
174 185 -8
229 187 22
163 47 -41
183 96 -9
141 98 -34
216 261 45
39 72 -18
132 35 -42
209 103 -25
103 245 6
23 210 42
179 214 41
207 3 4
178 67 -10
130 75 12
203 1 49
198 258 -13
183 43 -50
225 166 47
140 215 34
208 16 -50
266 139 2
168 171 36
1 84 39
234 37 -50
134 246 -15
101 79 26
87 137 14
98 104 -49
190 185 38
120 154 39
55 19 -29
142 165 44
162 53 -43
112 180 -50
74 174 -24
207 211 40
48 261 -1
23 7 -14
22 168 -16
140 142 -1
227 38 15
52 24 -23
202 80 37
8 53 44
5 207 -29
26 88 17
214 230 23
126 19 -19
271 76 11
254 216 11
268 23 -46
93 223 12
219 197 2
22 160 -14
222 143 -48
135 185 14
141 131 -32
192 189 -45
217 177 -39
150 180 5
43 64 -29
254 193 40
174 250 -4
171 145 15
170 9 -15
207 208 -25
148 84 44
10 249 30
250 222 -1
85 8 -20
201 187 -25
107 49 -18
31 270 12
193 87 -37
93 108 -21
35 137 -5
123 236 -31
42 40 16
31 46 6
244 173 -1
35 59 -47
244 90 35
89 71 -40
260 195 -42
12 5 25
69 63 20
272 101 5
34 60 -18
79 70 14
66 123 -17
59 87 -16
174 162 -35
236 180 31
239 193 48
7 237 5
91 263 -3
84 118 -5
10 166 41
169 6 6
231 42 29
74 100 -43
167 71 13
231 263 -42
197 30 30
240 193 -6
79 85 18
71 251 -22
175 152 -45
198 182 5
170 256 -16
228 169 35
121 82 -46
228 142 46
179 194 -26
2 183 39
73 4 -45
160 237 -38
258 26 26
216 224 43
82 1 32
237 118 -9
7 79 14
125 131 -6
14 91 -48
227 148 -12
40 233 46
258 256 7
64 172 -40
110 212 11
101 68 5
189 221 6
24 264 -7
201 211 13
267 207 -19
39 176 49
75 111 37
162 48 -45
194 207 42
70 127 -31
190 90 -33
250 33 49
148 33 37
177 231 -48
26 125 4
125 91 -39
227 126 -43
39 252 -15
118 0 38
136 234 -44
110 31 -18
12 248 35
95 260 39
33 99 -15
120 259 -18
222 249 7
11 4 -5
163 123 -33
232 206 -34
214 18 -23
229 198 39
109 137 -9
5 1 -38
28 240 -14
256 76 23
150 205 -45
57 24 -25
146 189 36
121 175 24
41 111 -14
171 253 -20
69 96 -4
165 80 42
123 109 39
173 150 -20
98 204 10
230 194 -48
29 258 -4
250 167 -22
181 38 10
57 124 34
158 52 -27
156 55 -1
68 96 45
215 257 25
26 189 -33
142 88 11
268 216 6
172 228 2
147 258 -35
130 131 -46
25 199 -19
265 216 4
252 184 -43
204 109 16
