509 3956
393 448 32
453 185 49
450 26 -36
490 438 -42
292 352 -34
199 469 -16
42 310 -5
395 293 -4
474 242 3
327 479 25
475 341 42
371 328 29
69 285 41
368 166 -8
177 68 -41
313 463 15
314 59 10
409 476 -22
282 221 -12
384 394 -37
220 414 48
296 348 -47
266 191 -31
77 334 36
339 153 25
254 31 -35
38 176 -49
322 149 6
55 105 -14
95 476 -26
348 293 16
132 231 20
387 349 -17
69 300 43
120 443 27
402 213 9
169 185 29
146 287 -9
231 181 -24
49 470 -18
404 140 48
127 366 3
413 400 44
173 157 37
400 439 5
56 441 21
95 173 15
8 267 -28
196 447 12
159 100 -12
445 212 14
327 467 -13
259 371 -5
316 63 -23
413 27 -43
328 205 -35
392 460 6
114 189 18
45 432 -14
480 12 8
276 415 15
474 17 -10
221 222 12
342 262 -40
393 275 -9
176 170 -23
388 447 -32
223 394 -50
408 108 40
382 388 10
17 69 -40
269 457 -7
157 450 22
137 128 -1
69 284 -5
266 208 18
445 107 11
487 82 -4
32 134 9
271 153 22
302 352 22
243 136 16
339 117 -16
230 29 49
238 204 -44
367 83 -38
366 236 -15
464 73 25
148 373 -17
15 24 28
252 104 -32
65 47 -4
176 373 34
448 395 -2
249 187 39
80 151 -41
28 312 18
356 112 34
302 11 22
157 466 38
361 38 -26
508 350 20
214 393 -36
249 98 -10
233 326 12
165 212 -23
427 459 -41
475 276 -27
399 225 8
469 492 1
224 281 5
105 256 -36
115 20 -36
508 100 6
273 341 6
151 83 2
308 117 -21
135 244 -9
138 147 7
50 359 46
102 311 -5
142 391 -34
35 18 9
62 207 16
75 106 -17
305 204 -21
484 227 37
21 75 2
369 380 15
108 177 -34
87 287 5
140 465 16
287 414 -47
502 484 27
254 51 -20
213 193 -40
383 219 -29
65 110 -21
296 409 38
395 5 40
390 83 -32
408 131 -45
393 92 -44
428 475 10
188 459 45
85 92 -24
382 134 -4
364 382 47
226 251 -42
193 453 42
340 120 42
129 436 -14
35 272 17
462 369 4
33 154 32
349 26 40
481 319 -44
354 446 47
65 23 -46
37 223 -3
302 249 48
80 368 -35
477 480 29
337 302 1
325 350 -27
469 59 33
189 478 -3
