418 5026
399 393 -6
114 184 -14
326 294 10
222 20 -31
150 393 21
78 198 49
133 150 22
138 330 25
409 60 45
135 206 -20
1 374 -19
295 174 42
365 93 -40
311 292 -49
197 276 14
257 345 40
241 5 -41
408 324 -31
64 409 24
55 61 -6
192 335 32
357 416 2
68 271 5
192 287 -41
394 379 -14
147 321 -38
360 241 2
155 116 5
39 65 2
320 410 20
355 64 -38
374 357 -39
371 241 39
146 122 -27
243 76 41
243 264 -47
364 12 -48
227 122 -28
112 386 34
225 110 1
95 0 -39
416 294 26
190 390 -30
313 138 4
405 336 -39
15 413 -28
347 333 39
354 109 -2
387 233 10
347 65 -16
55 307 -9
173 219 10
80 46 8
306 131 34
262 11 -20
45 137 -2
396 409 -32
314 130 3
352 335 -33
198 282 34
260 283 -25
407 135 1
370 34 -37
331 96 22
235 313 -47
314 304 31
371 305 -29
15 308 -4
182 288 -37
318 286 -26
92 43 21
133 158 -37
239 341 -34
370 328 -32
130 220 -36
86 345 37
139 147 -2
91 8 7
27 182 -1
305 101 -28
395 135 -29
302 349 -31
66 289 -35
196 71 -31
18 230 -50
98 8 -33
218 49 8
149 184 18
316 142 17
78 327 20
5 208 31
239 205 9
352 133 -24
60 89 -10
79 344 -41
256 264 -25
173 48 -35
353 0 4
96 107 -26
251 210 20
39 272 32
217 68 -22
283 414 -37
54 147 29
77 76 -42
209 194 33
239 337 49
394 52 18
37 415 -16
195 161 -4
140 177 -49
368 146 -25
63 386 40
229 145 -44
117 327 5
268 65 -32
364 296 -33
378 365 9
240 2 -14
49 16 -28
135 160 -22
266 4 13
169 373 -6
284 24 -35
298 205 14
283 58 13
393 220 43
303 82 -21
287 262 -34
389 8 -28
404 364 -17
319 54 13
192 68 -19
301 241 -49
66 371 49
272 314 14
48 247 -14
290 148 -35
218 262 -35
203 327 -46
131 357 38
180 124 -16
254 139 -2
68 310 27
239 357 16
348 391 -44
275 381 31
401 221 -6
210 166 35
291 178 12
160 95 -14
106 151 -34
322 13 -36
53 85 -2
54 114 -46
307 65 -40
201 28 -38
375 2 -19
83 402 -1
217 91 30
398 94 -48
265 44 -46
209 325 48
306 185 11
196 359 19
19 314 45
325 385 5
307 283 25
201 61 -39
105 338 -22
103 339 -36
335 405 -43
360 301 11
415 313 15
263 131 -30
130 92 40
102 43 -26
81 406 1
290 116 -17
287 60 10
128 204 -31
304 34 -46
304 247 -14
378 352 32
238 349 -45
278 89 14
225 335 38
22 173 35
334 228 3
246 292 23
55 185 -1
89 357 48
366 332 38
332 389 28
299 323 -35
249 346 -39
400 164 -12
155 244 46
114 144 4
209 142 -7
156 379 -24
145 308 49
382 161 -39
143 394 4
351 130 42
68 24 45
117 38 48
202 69 42
353 378 8
101 359 30
156 396 -21
181 2 33
116 373 49
261 14 6
123 18 -13
77 199 -14
348 235 8
349 281 -10
360 381 47
14 409 37
399 207 33
377 215 -35
292 105 -5
44 348 37
33 404 49
124 112 4
317 282 -39
152 414 23
405 345 34
130 242 12
125 64 -10
227 353 -48
333 291 47
387 236 17
348 343 36
107 177 15
394 324 -43
389 239 19
311 263 9
315 275 5
208 180 -29
88 310 -28
252 82 38
31 224 18
368 9 7
325 355 -19
385 240 21
46 254 44
270 146 -9
112 159 35
51 319 3
296 239 -29
45 287 32
105 134 -7
147 99 45
336 52 41
231 395 -49
135 402 48
234 125 -42
99 34 -48
267 194 -2
52 416 39
94 82 45
274 180 -15
284 215 24
132 199 -15
260 261 25
120 108 20
87 335 -48
204 321 -33
134 229 45
178 24 6
84 296 -49
240 37 25
378 187 10
73 284 15
85 266 -18
65 158 44
396 412 31
213 148 4
406 53 34
208 249 25
106 88 -32
312 84 18
316 144 -18
417 390 -11
88 381 -30
20 155 13
403 398 7
367 204 6
183 340 -26
356 11 -43
269 86 11
320 82 23
247 370 -37
128 299 -36
401 291 -7
43 408 2
23 114 -11
14 372 25
83 76 43
139 272 -50
228 23 27
356 249 -30
38 183 -10
189 377 26
115 64 45
226 39 16
339 259 25
93 301 10
364 235 10
361 245 -29
333 327 -6
294 116 22
296 63 5
82 399 -27
205 143 35
27 288 -41
32 389 -15
115 341 -23
233 116 18
305 372 -12
312 262 -17
60 20 -46
175 285 12
17 36 -47
280 310 -6
103 87 -44
326 277 -9
216 230 -19
86 227 -27
236 391 -24
45 120 -37
140 220 3
71 179 29
314 349 29
306 95 -37
250 228 26
209 216 -3
129 127 19
