655 6728
143 316 -39
220 488 -22
25 282 -48
539 502 -14
549 394 -50
246 389 -42
54 302 22
329 603 16
593 619 45
128 266 39
461 561 39
194 257 -2
218 37 -26
236 0 -48
192 206 -42
162 112 33
198 438 39
436 138 4
275 207 32
103 410 28
555 553 -41
121 194 24
389 70 -32
104 81 -17
200 389 -8
87 363 -16
165 422 13
540 268 -32
593 102 -42
514 544 -19
329 464 -47
481 196 -2
437 214 46
369 233 41
107 614 -37
405 524 40
277 84 7
157 64 46
229 242 -31
297 571 -23
127 180 -8
299 130 -39
630 194 -15
616 565 -10
141 557 -5
180 84 31
246 62 38
73 100 21
582 466 -21
58 552 -18
648 343 -28
210 598 -5
438 169 -42
378 449 -46
631 361 25
590 607 42
471 260 -18
234 117 -25
97 600 -50
8 343 23
187 303 -3
390 374 -6
170 394 -19
259 474 -41
57 18 -2
174 352 22
586 37 18
177 272 20
293 452 -2
420 81 47
76 173 29
371 119 -4
51 405 41
441 97 37
231 210 -14
105 487 -8
490 606 -23
392 651 -35
185 453 23
536 317 49
368 620 -47
174 420 25
411 287 -16
427 390 43
359 572 -5
114 88 33
436 344 49
335 340 27
481 510 44
204 304 -25
218 598 -26
142 347 -16
418 282 36
605 213 -20
298 328 -11
416 197 14
533 12 16
541 441 -23
138 323 37
199 480 -50
373 289 12
400 642 -38
183 597 6
105 578 -17
646 628 -25
597 366 -6
409 371 36
555 303 30
38 108 -27
368 246 -42
128 54 -18
404 144 1
234 502 23
365 175 3
410 418 -32
217 110 -6
288 490 2
231 554 11
240 148 -46
649 302 26
179 22 26
585 640 -7
514 129 20
588 272 37
155 601 -30
522 391 -10
133 553 12
646 272 -7
301 287 22
299 284 40
29 233 35
75 465 19
79 528 -12
433 135 -26
29 311 13
250 438 -22
46 37 28
486 273 1
49 276 -18
529 146 -49
447 456 39
129 602 -2
86 184 -18
310 0 -22
254 592 39
413 310 1
15 56 10
471 267 -13
433 474 -10
506 275 6
418 285 -7
99 248 1
350 293 41
111 325 -27
279 156 -41
600 178 36
226 308 35
477 579 -9
386 23 -20
299 169 -1
173 99 -49
130 623 -36
627 155 -4
527 180 48
84 1 -45
577 110 -45
481 11 -29
119 335 19
330 178 -24
5 469 4
249 267 46
36 471 46
587 234 26
119 135 4
195 548 44
502 402 25
129 329 -34
328 248 -42
186 624 -46
190 333 10
465 476 29
654 534 21
288 440 -1
52 174 36
314 165 -10
607 125 -17
230 156 20
429 270 8
467 464 39
291 417 -4
285 315 -49
484 206 -16
606 217 -16
544 309 -2
32 419 -3
637 396 -28
512 505 43
595 642 36
108 202 -26
269 351 21
242 267 -45
625 307 21
124 221 -27
194 17 20
618 103 -8
204 261 -31
181 21 30
531 501 -44
20 342 -3
397 206 -20
322 466 -48
369 174 -44
640 91 8
306 344 -49
354 40 22
18 238 35
353 345 -40
11 113 -8
179 318 -31
546 348 14
132 636 -39
58 433 45
174 255 -30
31 259 48
146 640 -31
570 420 -44
416 285 6
574 231 -39
167 505 -44
426 445 10
220 238 39
445 573 -31
524 554 49
118 571 30
344 204 12
310 491 16
10 430 23
22 408 1
456 455 9
241 64 32
334 471 22
247 378 -3
84 2 -28
236 151 -5
314 478 -1
139 618 23
393 218 31
69 408 41
411 284 -34
554 418 -1
5 154 -5
507 267 -21
594 244 -10
6 619 28
622 31 -45
157 537 46
28 188 26
206 532 36
312 318 -48
454 619 -32
3 496 -21
396 374 34
481 130 16
331 234 -34
154 200 33
54 371 9
98 382 -22
142 255 11
160 534 -17
523 459 21
33 610 37
237 101 7
315 10 43
90 301 15
402 204 14
254 154 30
575 127 36
38 463 -2
45 251 -36
292 29 2
372 140 30
84 47 31
86 75 -12
579 426 -24
140 587 -16
435 385 41
8 87 10
466 478 20
564 629 -12
517 98 -42
634 596 -45
353 438 49
610 640 -13
60 102 -14
333 272 13
181 515 35
19 408 -4
181 424 22
224 637 49
496 504 32
72 602 8
475 50 -42
172 458 4
160 309 -19
326 453 4
84 249 -29
104 30 14
281 163 -38
514 438 -29
463 594 -8
367 100 4
15 149 25
50 650 -42
71 221 -44
396 184 29
597 268 28
69 356 3
200 106 1
367 18 -8
336 270 -25
2 555 14
215 639 4
345 261 32
410 397 9
527 633 -8
462 288 24
642 319 24
584 306 43
127 404 -15
243 606 -49
435 597 42
584 398 30
443 596 -8
135 294 -33
601 375 41
501 601 15
506 355 23
254 26 42
325 340 16
414 89 13
507 194 -40
101 386 25
120 136 49
624 403 -14
552 367 -8
350 336 19
450 606 -30
175 149 -41
463 611 30
386 385 -33
560 30 -50
315 214 -26
180 424 29
264 248 -33
202 333 12
565 507 27
197 193 4
313 201 24
539 478 34
11 55 -9
375 38 22
173 319 30
622 500 -18
314 34 29
370 377 26
188 568 6
636 603 -46
230 37 2
217 552 -8
427 173 11
11 425 10
172 160 8
635 530 -2
377 347 -46
68 420 -45
464 157 48
23 221 -33
544 443 -22
121 500 -6
596 287 41
150 538 22
115 510 4
640 159 -29
502 134 25
247 84 47
12 506 -39
452 430 -8
404 439 18
25 283 -41
170 423 46
439 27 14
58 14 -29
370 489 -34
65 127 -31
603 386 -13
535 235 21
270 379 -49
539 376 5
372 619 42
348 622 9
254 134 7
167 19 -1
52 234 -39
141 487 35
99 510 -38
607 202 -48
612 155 21
472 389 -25
551 175 -41
37 416 -33
461 389 18
319 495 23
405 146 -48
6 178 -29
217 412 9
4 570 10
43 76 -11
122 539 26
389 554 32
316 42 26
66 271 -43
346 250 13
471 383 -38
404 122 -7
255 92 -13
298 322 -10
14 641 18
195 134 -50
59 192 48
61 15 38
25 650 29
619 285 48
69 229 -27
400 183 -15
352 560 30
50 414 -36
268 409 -40
627 511 39
241 208 10
202 603 20
526 418 -23
121 11 -48
257 134 -17
221 219 8
63 486 -33
606 411 3
63 84 34
536 447 45
183 247 -28
329 315 26
261 332 -44
382 248 49
25 527 -1
489 165 -42
63 429 25
248 213 48
130 140 -40
558 396 -13
526 402 36
631 313 45
39 283 -43
499 202 16
225 81 33
624 610 -4
21 92 37
353 139 46
341 422 18
225 306 -45
544 108 -47
487 558 -26
608 301 -40
257 366 -29
608 268 25
9 489 -48
253 568 14
280 303 -13
365 30 -20
464 605 30
138 205 11
468 171 -16
243 433 16
184 79 -22
281 354 41
492 395 -36
332 628 -2
94 241 10
596 195 -21
97 503 13
412 73 5
455 632 22
489 335 8
45 600 34
527 478 -18
122 43 -8
27 540 -1
391 608 2
651 266 35
473 67 44
527 151 -27
192 532 28
402 32 46
432 592 -39
532 175 -43
377 31 -46
238 54 30
319 363 -19
653 465 -16
585 66 -31
558 277 -15
163 421 25
623 399 -7
608 323 -9
420 252 -40
19 610 17
430 398 -35
370 328 18
155 512 10
474 160 -49
153 531 32
631 142 -10
301 296 21
474 21 -25
584 504 48
137 393 -7
426 615 -32
267 72 -8
398 265 31
56 149 -43
365 268 -21
477 565 -22
76 377 16
263 119 -34
473 579 -38
462 498 48
491 375 -37
491 387 -9
481 293 -48
494 580 41
467 185 -31
296 626 -7
114 102 -4
258 520 39
466 9 -49
300 614 -5
501 126 -44
492 161 -17
442 432 -45
457 163 -44
475 215 17
350 100 -36
621 375 -23
634 202 -26
77 198 -24
183 137 -6
626 546 -27
