968 5769
812 651 17
295 737 22
869 566 -23
829 23 -43
882 465 -39
258 531 18
393 194 4
799 583 -20
173 399 2
690 911 16
335 11 40
763 875 -27
259 602 25
236 595 3
317 109 -40
266 723 32
837 728 20
208 581 -16
119 456 30
427 841 12
351 549 28
708 461 -9
305 877 10
863 204 18
174 751 -13
636 887 45
257 781 24
205 354 -28
934 905 -12
94 720 -42
654 603 8
861 111 40
478 525 -46
780 729 -28
761 889 -47
416 332 20
913 19 5
878 599 -22
293 46 10
259 359 -3
623 424 -16
463 736 -46
567 445 -14
773 215 7
16 594 39
206 751 30
787 246 49
359 778 -21
552 916 35
277 126 -3
158 325 -2
672 429 -20
507 106 9
707 486 43
3 450 27
227 280 11
737 351 44
677 290 -41
299 431 -18
257 358 31
903 883 48
904 334 5
694 251 5
766 250 33
385 949 16
903 868 -11
430 879 -36
19 957 -8
796 708 -18
197 383 -22
35 19 7
607 932 -8
255 381 6
568 808 -35
714 716 -9
849 943 45
169 224 6
96 837 -27
575 564 -34
677 533 36
541 893 -21
755 554 5
946 278 -9
537 467 26
498 590 -50
198 343 10
838 524 -43
244 596 37
774 264 -25
642 536 -29
45 583 -15
611 315 3
562 379 -16
145 371 -34
944 930 10
913 757 4
865 171 -6
340 763 -44
284 420 16
618 42 -20
82 17 -8
459 707 -43
926 81 -39
371 122 -25
773 49 37
888 239 -20
751 899 23
817 581 15
649 378 20
696 244 -25
787 186 25
491 643 48
532 549 -40
758 295 14
532 502 -10
798 611 2
555 852 -27
94 643 -47
948 77 -33
460 344 -24
592 704 -11
692 363 -25
224 557 21
137 405 24
603 133 -28
742 791 -41
225 943 10
555 898 -44
793 565 -40
405 443 -6
260 774 17
219 519 8
393 742 23
75 210 36
946 508 -31
574 78 42
318 362 -26
490 377 -15
714 679 39
90 206 11
782 603 30
953 416 -18
243 61 -15
270 954 -1
888 40 -27
219 275 1
598 553 -33
867 681 -7
507 680 43
958 94 -35
633 801 -15
368 918 16
829 839 -36
463 518 -33
877 281 -26
102 500 -2
251 653 -49
307 255 44
870 373 -19
628 544 28
749 390 48
372 354 14
771 233 -4
318 528 -14
602 397 -3
467 0 -36
225 219 -48
669 435 -47
81 914 32
40 564 6
736 702 -50
874 687 43
248 924 31
923 512 22
730 149 8
29 402 -13
53 345 -31
254 253 23
155 376 -31
847 638 -22
507 501 -38
912 116 35
746 12 -9
818 176 30
931 856 -8
438 902 -30
372 72 -22
7 284 33
164 658 48
867 788 46
112 643 -22
943 592 -13
784 561 34
87 804 48
420 697 24
595 82 41
148 107 1
692 73 36
410 845 9
678 432 -18
756 350 37
220 334 33
559 641 -7
555 387 19
153 540 -46
886 247 -13
57 952 40
848 559 -30
664 28 -46
704 491 10
956 758 40
625 611 -28
153 20 28
727 250 -15
889 870 -1
577 401 -4
688 946 -6
938 648 -5
402 793 -25
539 82 2
76 41 49
117 667 -49
837 623 -48
278 233 -3
298 328 2
530 415 -26
603 430 49
190 865 -35
29 870 12
98 755 -38
5 264 -9
863 212 16
556 833 29
146 128 -13
291 82 23
956 290 -10
344 421 -33
801 918 2
770 504 -37
13 739 -34
416 290 -31
30 474 39
184 245 -3
79 315 -11
627 510 -41
784 0 -29
214 862 9
573 848 18
506 385 -37
381 633 30
114 454 -23
116 434 -41
256 399 -15
61 689 15
304 501 38
212 870 34
87 960 -42
511 904 -7
796 363 5
233 848 45
120 522 33
497 899 43
545 188 36
230 192 28
190 790 49
912 887 24
960 161 -3
856 835 6
496 449 -34
790 296 -44
7 466 43
305 54 6
86 756 30
491 249 7
950 712 11
440 497 21
943 314 -36
425 529 -12
660 482 -35
53 540 -30
42 612 32
967 527 -22
795 487 -31
158 273 -46
685 434 33
941 13 37
75 779 -34
28 106 -28
338 443 6
538 884 -43
641 476 -18
661 708 37
51 13 -2
943 677 28
605 382 -34
105 362 -32
413 11 -29
693 873 -17
47 116 -49
179 12 -8
131 192 44
400 164 7
835 934 48
877 832 33
435 249 -32
846 557 3
410 280 19
640 781 45
586 736 -43
690 31 -16
62 326 -16
941 791 16
16 669 -42
450 854 -26
605 599 -8
561 545 5
158 897 -44
811 398 41
701 275 8
355 67 -41
51 792 25
630 719 -2
385 322 -38
141 99 45
894 785 34
481 117 4
610 458 31
28 935 -41
46 268 17
581 476 -11
666 508 5
229 737 -17
308 576 -2
431 880 26
954 228 -7
381 220 45
601 208 -45
846 833 -19
508 411 9
332 292 -44
668 384 -38
624 773 -25
194 211 -41
686 27 29
403 129 -8
569 416 -14
798 127 8
967 230 1
107 301 -23
169 798 7
428 965 40
258 607 40
434 248 -34
505 944 4
67 769 -11
445 635 33
833 213 -4
66 428 -43
817 910 16
563 428 -18
510 553 41
794 335 26
916 836 32
174 682 20
615 360 49
676 38 11
349 457 -36
113 355 30
531 273 -28
851 434 11
704 253 39
55 322 -16
954 463 47
99 536 22
407 479 -49
307 852 36
596 926 -9
659 416 30
333 413 -36
171 853 -18
671 575 -28
707 605 29
783 900 9
570 858 -11
122 497 -45
911 963 2
261 405 41
402 601 44
934 613 -17
429 127 5
535 912 -24
20 131 -49
579 813 -11
289 655 29
418 472 -36
549 75 32
160 842 25
306 482 -11
74 298 -30
5 655 38
476 216 20
