123 1249
115 19 47
45 35 12
108 84 38
24 121 -40
63 33 -49
4 84 31
62 32 -42
94 111 -46
96 73 -39
55 34 27
23 87 -12
9 55 9
46 78 -31
41 71 -6
120 22 -27
117 102 20
77 60 -29
99 82 -15
33 51 -8
115 108 -33
80 106 42
66 111 33
30 3 33
13 46 22
2 30 25
50 94 -40
68 112 39
113 6 -41
14 59 -34
98 49 5
17 114 30
2 68 10
38 80 43
67 42 -9
43 88 -4
10 19 8
56 94 13
73 50 -20
31 115 37
110 2 -16
36 58 43
44 5 20
108 27 17
7 38 45
41 82 3
78 84 -11
85 46 -38
41 108 -33
32 120 12
59 51 -47
107 1 15
34 99 27
114 112 -32
45 50 14
30 100 -48
62 5 45
61 28 -32
51 36 -19
18 88 19
3 85 -34
96 23 -22
77 1 26
62 122 -35
42 15 -4
19 120 11
74 90 -43
50 104 -47
99 80 -39
81 77 -40
73 99 7
52 118 -1
20 8 -4
79 2 27
106 60 35
51 13 -26
4 80 -38
79 6 22
41 24 -32
91 106 -14
98 37 42
44 39 36
67 25 -35
78 46 40
59 21 -8
32 92 -32
9 120 -44
16 40 -6
72 102 24
93 38 -13
114 57 -27
106 96 7
32 100 20
31 11 11
57 108 18
97 82 -24
19 2 34
75 49 -18
69 17 32
70 34 -10
117 3 -31
42 44 32
47 107 -12
56 108 -15
12 111 -21
122 23 -35
100 108 -16
91 42 41
104 17 28
15 53 -41
57 29 34
100 92 47
102 115 39
28 15 -7
44 43 22
10 88 -17
46 119 49
41 19 32
16 89 4
14 9 -42
86 13 15
59 36 23
106 62 21
39 21 -28
40 15 -11
114 92 7
14 97 24
55 122 -21
103 36 -23
79 36 -36
76 14 2
24 65 -50
17 113 27
93 13 -17
116 51 22
11 110 5
2 28 5
73 57 5
31 32 -18
53 90 -50
70 36 27
50 8 17
94 110 -2
73 18 23
2 58 -50
46 9 34
46 73 -25
11 74 -12
48 75 -2
106 28 25
32 40 -6
20 24 11
50 98 48
86 20 2
107 14 48
8 95 -31
68 5 25
35 7 18
82 6 26
8 39 -9
2 8 24
41 120 4
96 65 -15
84 3 -46
29 24 -14
84 45 -3
115 65 22
108 11 29
23 106 -5
32 74 -21
71 30 17
106 24 -41
1 75 31
56 73 -44
80 82 24
11 4 5
120 29 -12
17 27 21
117 118 -20
43 109 -50
90 81 7
16 52 -30
37 1 -47
81 55 -31
82 35 -38
30 38 -14
2 39 -30
25 58 7
52 113 7
14 86 -24
86 96 8
3 84 -41
58 108 31
5 117 4
113 42 11
92 101 30
44 109 -21
95 41 -36
41 48 35
42 102 -48
66 119 28
10 112 22
28 6 5
96 1 10
60 94 -33
95 122 -15
84 22 -23
109 7 34
16 77 35
114 54 13
17 30 13
11 106 14
22 4 -41
10 70 -9
89 47 -14
26 64 -48
85 57 -39
12 53 37
119 20 43
78 25 34
86 5 -32
54 68 -26
45 15 -25
79 17 -26
55 79 -34
66 44 -21
12 56 18
99 38 -15
101 24 -10
122 78 42
117 5 47
22 31 43
111 23 -19
18 7 48
66 4 -34
75 18 -1
109 117 8
92 19 -17
54 22 -7
107 102 -20
16 75 -34
74 103 33
49 121 18
3 49 8
119 71 -41
100 77 17
103 42 36
63 116 4
86 92 13
113 41 -40
44 32 7
56 34 9
117 122 8
97 55 -50
43 44 -2
42 88 4
56 110 36
21 1 14
11 59 39
8 29 18
72 89 -20
103 30 36
91 61 48
102 23 -16
82 113 36
18 23 10
59 111 -29
24 94 -45
54 6 18
93 64 3
30 32 3
64 40 47
6 11 -21
37 95 15
0 72 15
23 102 -6
95 72 -17
29 3 -29
19 79 -2
40 19 9
118 36 -49
39 2 -40
24 46 14
70 89 47
122 109 -42
57 24 9
13 79 -5
34 1 19
76 120 -47
44 27 -6
45 2 -19
40 108 -3
14 17 -13
12 96 -19
72 36 -29
34 56 -37
115 27 1
6 40 -12
62 96 24
16 100 23
94 96 4
83 110 -31
