727 8781
474 338 13
397 166 35
268 509 7
721 302 34
177 594 11
395 17 20
133 468 -3
696 286 -5
476 378 33
613 67 19
598 420 -14
502 101 34
441 322 14
564 178 39
100 400 -10
363 185 20
280 342 -42
246 145 -22
413 355 -2
281 378 -13
77 714 8
521 593 13
5 658 -7
159 117 -15
685 370 46
608 194 7
362 617 -45
139 174 2
183 664 -33
658 442 -23
594 237 -49
637 455 37
77 256 27
490 624 17
102 580 -42
217 155 44
16 457 -25
345 67 -8
518 50 23
538 6 -32
680 677 21
302 304 22
315 218 9
581 481 -29
466 638 -50
130 604 13
646 266 -30
383 649 12
169 152 20
610 516 -46
35 619 1
423 434 -19
172 104 30
473 258 -3
269 153 45
197 647 3
608 659 -16
262 561 -15
198 185 4
646 637 -41
720 564 -18
480 21 33
239 151 -13
689 30 -32
689 59 -30
652 42 34
265 670 21
593 703 -16
57 255 26
575 272 1
452 344 14
397 621 -23
419 242 -16
697 116 -4
608 159 -23
551 474 -10
300 215 -45
186 502 -22
320 610 -30
226 414 -45
520 125 -30
627 164 -4
175 251 -49
136 316 -10
709 178 -36
261 490 47
178 517 15
459 569 3
625 649 8
651 132 32
442 219 45
219 40 20
685 91 -15
435 698 26
310 582 35
49 467 -39
618 137 -42
599 660 -9
95 507 -35
143 281 -25
331 400 -13
71 423 -10
93 672 41
205 157 -40
705 459 -1
218 346 22
529 81 41
515 165 -9
445 123 -25
667 124 -15
548 184 -43
197 101 -29
660 87 -12
110 536 -21
172 539 -35
255 10 36
411 475 40
446 75 -38
227 186 -50
491 689 11
30 250 -41
215 121 27
116 716 11
239 539 -32
271 53 14
86 331 15
363 636 22
357 290 1
162 86 40
541 143 -29
488 498 35
170 575 13
685 694 42
333 506 15
463 299 -47
588 491 8
99 110 42
323 565 -21
560 394 -28
222 101 49
581 84 18
680 624 -2
578 513 -37
445 95 46
425 317 32
642 180 -6
85 203 -41
554 242 14
278 712 2
20 166 -38
129 31 -48
344 612 -27
393 144 43
416 605 -26
312 293 14
538 150 -24
669 297 -1
560 562 11
8 37 10
555 5 -7
394 144 -20
