606 9324
154 249 12
381 533 -41
148 519 -47
51 453 -18
225 426 -21
405 462 33
582 332 33
340 486 46
321 218 -5
402 146 33
333 81 -12
237 414 20
551 407 -49
182 421 -18
111 161 26
45 29 43
560 339 15
206 141 17
17 331 35
308 94 43
228 511 42
118 219 17
102 376 11
301 283 -36
377 190 -45
43 246 -50
329 312 44
405 401 5
258 376 -7
438 430 -19
285 600 31
406 594 44
469 560 -6
476 584 -5
146 385 -41
590 453 -20
250 407 3
82 32 13
494 148 43
13 114 39
576 537 33
217 422 -44
598 211 38
401 498 -40
438 483 -46
246 589 33
560 170 41
347 540 -36
424 93 -21
156 316 19
232 300 -37
197 341 42
484 413 -2
237 5 -35
376 370 -17
330 597 22
441 557 11
387 496 -35
123 197 44
111 562 -12
245 94 -31
130 465 24
111 230 28
82 188 33
454 594 49
26 58 16
39 198 -13
483 286 -10
102 289 39
561 43 4
364 185 48
334 126 28
580 248 45
111 6 -42
145 25 30
117 543 -44
204 430 -46
515 429 -17
184 531 -9
31 357 -10
285 509 -8
77 566 -9
3 519 37
408 32 -12
356 296 47
318 582 -23
45 408 -31
416 267 -7
131 580 7
206 355 -21
420 247 -42
603 360 -8
396 106 -39
10 508 22
186 105 38
124 483 -28
444 462 45
20 338 -45
288 260 44
46 524 -18
138 515 31
405 177 9
597 227 18
381 497 21
570 318 47
274 472 44
330 96 -43
307 1 10
355 209 -20
501 423 8
184 382 20
183 36 -36
399 198 -14
529 393 20
233 478 -13
61 97 9
589 112 -28
204 137 -46
31 585 26
533 553 -37
119 575 2
236 484 43
26 138 17
489 487 -44
28 391 43
236 312 -44
165 37 5
112 381 -23
81 252 19
191 275 44
175 184 41
424 394 22
236 427 -48
386 530 -2
234 138 32
189 77 40
338 92 -25
365 170 -22
507 134 12
588 393 44
236 370 21
161 507 -24
327 137 -47
245 264 19
70 474 20
501 347 32
238 340 11
465 316 -33
149 332 -3
85 508 45
549 605 -16
533 161 1
578 516 17
487 299 31
419 258 46
517 559 30
79 601 -29
290 389 40
348 179 14
210 600 -16
104 112 -20
550 54 -9
458 14 -45
119 232 -6
484 411 -34
459 203 18
81 552 6
2 468 -17
564 395 39
460 243 34
160 210 15
108 532 1
472 580 -8
394 330 -10
302 603 -15
459 110 -18
79 23 14
335 3 -27
5 304 46
413 568 -5
161 485 -11
318 424 -26
311 332 -35
196 530 10
50 330 2
247 488 -18
70 238 21
123 326 -47
348 447 7
174 515 20
558 417 -32
394 359 -14
163 7 -34
235 96 49
267 111 -30
114 580 -50
293 373 -5
314 537 10
199 569 -31
48 482 -43
357 307 -3
289 186 35
447 421 -38
12 147 32
4 577 43
3 472 23
221 440 -16
388 224 42
172 114 28
583 411 -45
489 409 44
525 508 -14
320 277 40
380 473 13
315 537 13
24 261 -29
329 182 19
252 155 -12
467 10 27
164 321 -7
238 448 17
215 396 -19
209 244 24
498 184 43
165 233 3
14 379 -39
220 255 -2
464 584 -10
221 433 -43
511 556 -25
209 524 -4
191 592 35
300 20 42
427 292 16
322 177 -13
147 137 19
265 23 15
441 137 -49
259 219 -26
515 44 -49
101 320 -28
535 484 -7
267 68 -26
326 146 32
88 258 49
185 358 -13
332 385 15
143 352 -10
192 423 -3
577 189 14
192 76 -14
114 92 21
382 238 27
271 408 25
526 347 38
340 524 -30
397 421 -1
488 135 15
416 602 -26
541 129 -16
327 285 22
492 219 -32
171 543 9
217 483 35
304 347 -23
285 314 34
226 228 -19
315 464 3
307 496 2
570 424 17
216 312 -5
352 397 -47
125 461 -14
452 35 44
472 520 45
182 299 19
4 36 -12
339 594 27
189 32 -49
272 252 -27
149 415 46
234 589 42
443 437 31
349 120 -7
168 319 -47
176 146 -5
410 237 -49
466 185 39
558 342 -1
159 293 5
527 514 -18
192 529 6
184 355 -14
490 343 -36
281 213 7
327 99 4
227 196 -46
416 272 5
503 254 14
467 276 -43
295 41 -9
89 26 34
41 232 -28
325 543 -36
515 127 -16
490 525 23
490 400 -23
15 499 9
580 275 -22
177 439 -26
489 369 -21
536 47 -30
435 427 -39
59 477 10
342 324 11
280 223 45
391 240 -13
359 337 35
316 587 -45
603 393 42
377 524 -17
12 536 -34
156 286 37
225 24 -19
396 598 -3
363 559 -2
192 488 22
468 146 -36
41 589 -37
267 496 6
26 101 -10
336 211 -37
134 175 19
80 173 -22
582 153 27
431 600 -21
210 98 21
160 144 -48
154 424 -20
558 58 -39
441 337 -33
324 77 5
102 421 9
444 181 22
387 366 10
432 562 -2
39 2 -37
275 347 -31
168 248 44
118 45 2
5 66 12
208 289 -29
569 317 -41
77 357 46
252 297 -31
310 575 -19
598 306 -22
194 448 27
483 346 -34
589 252 -20
128 321 -19
246 294 -15
435 408 37
402 443 22
307 227 -20
137 456 49
20 135 18
31 339 -11
479 483 45
495 271 -32
388 573 6
160 87 29
129 519 -41
538 366 -1
343 430 -15
23 13 -48
376 413 25
322 426 23
289 449 10
332 447 -14
397 335 10
569 352 -33
295 274 -12
265 328 7
400 411 -33
472 411 -14
481 191 -44
130 361 28
51 136 11
11 173 10
408 164 34
572 519 -15
252 51 -17
222 117 47
437 178 -48
377 285 36
541 124 -1
134 146 -45
79 208 21
107 508 -4
251 513 5
428 64 -45
489 137 -41
87 287 -42
600 593 -27
349 117 45
430 205 1
244 298 -34
443 337 9
557 462 13
99 72 -8
150 377 23
345 421 10
376 459 -1
165 460 29
56 496 16
464 139 -15
177 264 -14
72 584 -16
533 456 -38
288 42 45
570 207 34
