151 5946
141 71 20
58 35 25
99 140 6
63 88 24
31 81 -15
96 95 32
111 65 -42
75 14 27
39 105 39
44 144 -20
20 13 36
128 106 -26
34 102 -42
62 144 -39
74 106 5
57 104 12
36 15 26
126 58 -48
98 132 -26
84 32 33
145 136 -31
3 63 -2
86 95 -13
40 37 -9
32 84 44
98 73 43
104 73 43
138 18 24
114 150 31
131 119 19
49 50 12
73 69 -21
123 105 5
148 87 -19
131 7 2
20 98 28
70 38 5
123 30 41
36 105 38
101 62 -50
14 145 -37
25 6 20
124 150 43
41 143 -20
24 55 -5
123 28 -12
143 148 16
95 104 48
81 84 13
59 98 -34
72 128 43
89 122 49
98 35 -13
76 142 29
11 24 -29
75 63 -17
23 64 -13
1 70 28
150 140 30
122 109 5
23 115 -20
116 137 -32
27 57 -15
76 88 23
80 92 -5
141 115 20
127 35 15
135 46 -17
69 90 9
44 92 10
93 116 1
34 116 -2
110 36 28
74 20 39
130 82 28
43 129 4
73 6 -8
63 117 -6
60 143 30
11 65 4
58 81 -41
92 7 38
148 93 31
34 59 25
84 90 -9
50 42 10
27 35 13
97 20 -37
95 46 13
36 73 -33
64 85 7
115 50 -34
91 90 46
120 139 -34
146 112 -34
67 87 -46
49 53 -29
23 79 -10
1 119 35
77 78 36
30 123 34
66 19 40
100 122 40
36 11 -2
63 37 -44
80 4 -39
45 18 12
112 31 -2
145 15 6
13 54 11
142 109 -39
143 26 29
54 100 -1
30 101 28
89 14 9
124 98 -20
87 97 -20
81 112 19
143 19 -2
81 55 38
20 4 18
44 87 11
102 27 -34
13 69 -27
106 9 -41
111 92 -48
131 124 19
20 101 -31
149 147 -22
1 146 35
7 92 -30
120 66 -23
84 68 21
85 135 -39
103 107 37
108 67 -8
64 97 -5
35 73 -42
87 129 -32
8 11 -28
103 58 -35
138 114 -37
133 12 3
149 41 42
120 37 12
128 114 30
51 72 -5
44 66 -1
108 39 11
11 107 42
82 21 -2
147 37 -2
5 87 -50
132 135 -23
121 60 -8
148 58 -7
12 99 -42
65 141 37
70 144 23
96 60 32
114 106 -31
66 80 -20
8 75 -32
67 17 -13
58 64 34
70 84 43
82 149 14
137 55 -22
25 66 2
137 69 -40
113 110 -35
40 8 -6
93 64 -46
81 129 37
16 126 6
52 51 -48
133 72 16
18 102 23
149 110 32
147 70 13
32 21 22
85 76 -15
27 138 -14
107 148 -12
66 113 -44
93 140 -40
123 116 -45
9 37 -15
125 76 17
115 41 -22
69 104 -42
136 52 33
132 74 -8
41 60 10
48 126 32
143 101 -33
141 98 47
5 21 23
78 3 -12
56 111 37
20 10 -29
70 64 38
55 61 3
84 86 41
4 23 14
105 28 24
91 134 45
55 48 -41
102 129 -3
130 0 25
22 1 -39
17 47 -37
135 45 -7
118 4 23
4 146 -49
130 4 -40
14 118 -2
56 74 -24
85 148 -19
92 90 -49
81 102 36
79 38 -33
33 88 -17
144 113 47
74 3 35
142 95 -37
75 139 -11
39 123 -14
130 33 5
62 76 -15
49 135 40
92 108 14
1 135 -7
89 75 -17
84 53 8
92 79 14
7 10 -9
28 88 26
131 112 -7
20 59 47
76 21 -28
113 59 33
117 27 -36
54 132 19
82 64 -19
9 96 -35
20 107 37
148 47 -17
129 38 36
14 54 -24
37 104 -17
75 114 -50
10 115 -30
51 68 46
141 123 48
103 145 7
116 95 28
28 138 -44
107 119 33
69 128 29
9 147 -23
78 139 -24
142 1 30
144 95 15
77 138 33
91 108 14
136 4 -25
108 16 34
128 111 -47
37 89 24
146 103 -10
1 134 38
25 26 -38
33 81 38
148 129 -49
58 111 -44
117 33 40
4 105 49
143 94 3
44 116 -22
32 118 45
21 88 42
106 83 -10
39 25 -34
135 84 43
145 35 -29
12 2 21
82 74 -7
114 94 35
9 149 -32
69 64 -5
140 79 14
2 22 16
60 27 15
79 13 17
46 80 39
67 35 -28
59 92 24
91 15 -8
46 38 31
100 124 39
43 142 -15
121 20 33
140 1 -4
85 130 28
52 36 -6
47 144 15
86 64 20
12 125 14
2 43 -34
123 9 -15
17 44 19
88 34 24
33 56 29
142 121 -42
141 81 13
33 47 26
47 139 -36
75 137 -44
30 121 -4
138 118 -43
20 102 -31
77 58 -14
127 3 -6
134 101 -1
45 144 -8
28 105 -27
100 114 -7
93 50 27
12 138 -24
69 123 27
83 52 -39
12 87 2
115 23 -20
131 21 -4
136 89 8
112 6 26
146 28 -30
126 139 18
131 86 6
96 24 -2
16 134 42
142 13 -15
106 12 34
14 72 -13
53 4 -35
95 89 17
70 132 42
63 40 -18
118 111 -7
147 24 44
26 11 7
25 102 -29
14 93 -22
106 79 12
89 78 8
93 103 14
29 66 23
59 19 45
141 118 20
144 16 -48
138 71 30
4 129 -41
54 47 -11
113 84 2
104 103 -16
119 68 -10
125 38 -50
119 62 -13
50 5 37
137 88 8
59 137 -46
61 48 -40
57 150 -24
83 124 40
82 37 -46
143 57 -7
51 116 6
81 49 -47
31 34 14
127 70 -40
41 22 -29
53 77 -10
7 103 -33
7 66 2
144 104 -17
15 150 -17
12 7 -1
146 69 7
118 76 -15
23 107 -8
3 2 11
67 137 36
92 54 -14
118 28 -31
113 104 -47
3 118 4
26 68 49
140 111 46
60 119 17
49 91 -16
73 8 48
136 24 -33
39 48 -46
14 71 -25
112 79 -8
112 101 25
22 35 41
52 33 -38
44 98 10
54 17 49
96 15 -39
25 94 24
75 25 32
85 94 34
112 61 -23
19 51 -28
127 124 -33
111 117 12
46 90 -19
122 79 41
37 81 -47
3 119 38
147 104 -45
46 76 40
134 5 -9
105 148 -41
61 15 17
17 33 -39
124 88 31
115 21 24
117 41 -25
129 72 43
85 121 -23
80 48 -35
50 109 41
57 73 19
17 38 4
28 19 -26
41 15 -47
100 92 33
20 64 -7
145 131 28
7 49 -1
145 119 6
124 139 -11
70 17 8
37 98 -20
31 113 -47
73 107 25
107 36 -46
112 15 -10
43 34 -36
96 120 -11
8 116 31
29 46 34
85 67 39
54 0 -30
123 13 25
60 117 46
