158 1026
14 99 -23
18 31 -32
11 124 36
43 30 43
143 62 15
95 156 -29
45 46 -3
135 71 25
4 27 13
10 139 -19
154 135 -5
95 34 21
50 106 -16
14 103 33
63 9 5
36 91 37
109 104 33
38 19 32
51 114 11
112 118 -19
1 37 29
1 50 -8
38 153 15
54 70 21
132 119 -21
90 85 -29
35 19 -20
155 153 6
66 131 -15
95 10 31
140 122 27
101 40 -24
118 9 37
150 43 24
153 65 -32
82 65 14
0 138 -24
106 13 1
84 11 -6
107 31 9
26 76 -4
43 107 -26
104 105 18
103 31 36
157 3 45
109 28 31
111 92 19
10 72 26
119 0 -17
51 107 18
118 147 -46
104 33 -32
11 22 30
114 70 21
14 9 -12
99 108 25
29 91 20
38 71 -1
49 136 -14
53 110 -9
93 14 -32
4 49 23
7 42 16
57 141 -13
137 128 43
126 149 4
17 129 30
70 109 -11
95 150 -32
106 10 -21
25 131 -36
71 48 -42
62 78 43
27 21 -17
53 49 -26
69 40 42
115 85 27
8 47 27
16 12 32
1 112 4
2 89 -9
150 66 -29
102 73 -48
69 129 22
36 20 -35
33 45 -27
29 94 38
74 14 19
70 126 17
84 46 41
70 83 -48
30 120 -42
16 121 35
87 71 48
83 115 38
156 57 -37
122 47 -47
152 136 -18
128 17 41
66 64 47
96 152 -25
65 96 -29
121 93 -6
93 2 -4
112 78 -48
146 106 -5
43 7 -2
62 137 -15
42 99 -45
81 41 -45
143 25 43
58 138 -28
21 116 35
59 61 20
140 137 -38
148 34 -22
42 146 2
153 112 -45
117 20 20
84 135 -50
23 5 -29
136 71 32
145 128 -21
81 85 -31
81 5 22
90 112 -15
83 87 28
151 60 -2
115 141 16
156 109 6
99 57 -36
112 95 -47
7 104 -42
14 4 36
67 121 27
75 29 12
31 5 -5
83 13 35
6 118 -5
86 119 -21
43 153 5
16 113 -26
94 5 43
154 116 -27
85 140 11
15 2 -20
85 93 -46
14 36 44
41 141 -5
9 63 11
110 11 8
33 75 6
52 111 -15
142 98 -2
80 72 -5
25 108 -18
57 96 45
85 67 11
123 140 15
34 110 32
109 30 -4
42 39 35
146 62 31
68 74 -21
150 103 -42
92 81 43
70 142 -8
154 28 -11
117 11 -3
141 27 -35
40 80 36
12 75 -22
10 7 -42
36 60 -36
31 0 -25
32 10 46
67 100 16
75 152 42
103 152 -11
83 47 37
115 63 -14
19 137 32
8 21 39
156 122 24
77 100 -15
65 0 -28
89 135 43
11 81 -25
124 77 8
30 23 -14
18 153 -20
39 148 10
102 79 -48
117 41 24
12 44 -24
78 62 5
81 131 -44
77 68 33
116 14 -27
33 62 12
44 89 39
61 49 9
97 67 -37
146 121 12
2 95 40
83 100 -48
19 146 -48
3 95 24
7 21 -44
53 108 32
3 21 14
48 77 -28
22 63 -2
52 9 21
12 7 41
119 33 -33
144 11 -48
140 124 4
96 75 -39
102 130 40
94 114 38
86 136 -40
157 29 -1
139 133 -29
111 24 39
148 4 -29
143 139 -4
95 44 43
36 16 -7
138 28 -28
107 76 8
98 119 30
35 130 18
37 68 -14
58 23 37
1 48 -5
3 29 -7
144 8 -48
37 49 -28
50 114 -4
56 24 20
46 137 23
6 19 -23
128 142 7
128 110 -25
130 80 -2
150 96 -1
81 0 47
124 78 -22
131 2 -48
135 144 -33
103 42 9
69 114 29
20 122 -15
71 127 28
35 26 -15
47 83 -24
125 77 32
58 53 -48
112 92 43
97 39 22
140 59 -39
72 41 3
149 111 38
153 46 -6
144 130 12
33 100 26
70 85 -39
47 112 49
45 70 41
60 155 21
27 83 -3
148 134 4
108 154 -43
45 61 -4
40 153 -18
147 15 34
146 52 -37
5 119 39
115 16 -33
67 56 12
120 93 17
93 17 27
93 109 35
39 8 30
122 15 -13
74 84 9
129 17 34
26 108 -20
12 16 -32
145 100 47
45 75 41
122 18 24
90 126 48
141 112 14
61 74 31
100 154 -16
110 24 13
103 156 -11
130 89 -14
23 93 -33
136 29 49
34 102 32
60 115 -16
145 29 -35
72 43 -42
131 69 18
87 139 42
149 151 -45
51 91 30
26 81 28
114 119 10
145 48 -29
64 25 -44
148 147 48
136 154 -33
17 154 1
114 37 48
15 5 26
152 42 -22
147 43 11
113 37 6
32 130 33
86 16 -22
76 74 45
102 112 -29
50 66 24
40 31 49
128 39 -33
43 77 -41
110 109 -30
117 90 -38
81 46 -18
53 18 -47
108 152 43
2 133 13
137 93 2
106 70 -23
89 131 -33
64 56 -40
7 92 -39
27 7 -46
143 15 21
75 23 45
139 57 -29
135 149 14
86 93 42
93 29 -10
39 35 -25
129 41 10
103 126 -28
19 153 -6
27 149 33
59 119 28
121 67 15
59 154 25
147 10 -44
104 67 4
123 36 14
142 7 7
132 29 31
48 139 -9
125 97 -48
127 146 14
118 115 -26
95 136 -24
132 55 46
123 114 -31
53 82 34
62 24 33
91 20 -14
0 127 -24
34 25 42
146 139 -44
149 10 -6
52 35 -17
32 29 23
18 115 20
17 39 34
44 135 -33
138 145 28
74 9 -14
105 65 4
69 146 -7
98 107 35
9 98 1
110 157 -15
110 67 41
86 143 -25
16 123 3
139 114 -27
112 116 -13
59 92 2
150 53 -46
147 123 -23
99 110 35
25 78 -37
157 23 -4
129 50 -35
101 20 -46
9 3 -47
1 81 -26
91 88 42
46 36 36
64 118 -21
130 92 -5
97 141 -6
127 83 -24
69 139 -34
103 61 2
73 107 -41
54 124 -36
17 146 5
71 101 -11
7 117 42
0 122 -23
102 151 -2
70 80 26
41 104 -8
134 29 20
101 19 -7
121 5 37
138 132 -32
55 147 -21
55 88 -13
13 56 40
66 146 -44
69 73 6
67 31 -28
152 17 -45
7 113 32
56 40 36
79 98 47
88 103 -35
61 73 14
96 50 -25
28 70 4
39 145 -44
93 5 -19
73 80 4
69 77 -10
107 23 -18
77 110 -3
49 144 20
58 49 8
111 9 -2
37 104 -26
66 142 13
115 131 46
43 74 -19
50 72 13
63 100 13
103 26 -35
140 103 23
20 151 19
141 85 13
61 19 20
131 140 27
69 102 12
49 118 49
32 151 15
128 143 36
61 10 -46
65 102 12
136 135 -43
148 31 -47
87 131 43
61 108 10
84 73 -44
137 36 -10
72 143 6
29 14 -29
156 40 -1
13 136 20
57 137 47
4 28 49
109 116 28
92 2 -14
14 129 -16
154 16 -10
95 53 48
58 39 -48
59 74 12
16 31 3
11 39 47
107 89 45
83 27 18
68 60 44
147 31 -38
126 70 -19
35 17 -26
125 26 -31
131 24 -2
88 145 32
130 153 9
106 137 -47
117 74 45
114 156 3
32 145 40
105 144 46
24 40 -17
125 142 4
45 8 -8
10 149 -32
6 89 -8
46 14 -43
108 10 34
72 56 28
91 108 -7
96 66 -10
150 22 34
28 23 16
144 154 -12
17 76 3
56 27 -30
82 92 -11
150 140 21
12 138 -30
89 116 9
74 140 33
103 39 -33
69 72 -50
50 15 45
75 104 19
101 141 36
93 147 -3
65 121 -9
62 121 -14
146 12 -43
68 100 47
23 106 41
23 17 17
27 12 26
116 138 -17
121 157 15
80 63 -3
144 41 47
51 30 4
66 54 9
99 61 -32
104 155 2
122 21 47
43 5 -21
35 67 -37
116 132 16
91 61 14
90 139 48
89 54 -49
30 34 -27
65 3 30
24 95 9
143 130 8
44 124 -25
71 94 25
125 43 -31
11 150 19
5 48 15
144 135 30
76 39 -16
18 34 5
5 108 -1
115 0 -24
92 150 -9
76 42 -32
32 142 22
62 12 -34
10 67 -38
17 3 -43
127 111 -50
108 64 33
62 125 11
94 143 5
58 44 29
25 140 -9
61 75 40
138 77 43
104 111 -38
35 84 33
96 98 19
109 101 8
113 76 37
80 12 -49
155 73 -50
20 80 -29
98 35 35
98 27 -25
129 5 -18
64 17 -6
44 128 -26
60 22 32
27 133 29
155 12 -10
60 64 -46
131 5 -33
139 54 30
94 45 -10
50 0 -19
98 36 -40
34 70 -50
100 15 9
131 136 -17
29 87 7
115 138 33
22 27 12
145 56 -6
86 87 -47
113 6 -11
29 89 -8
7 146 -45
95 28 -36
49 114 9
12 117 -24
78 11 -45
31 29 15
143 154 -43
32 15 -36
93 46 -21
118 35 17
156 96 -39
20 93 -49
103 28 44
62 150 -8
38 76 -40
72 146 -25
94 127 -34
127 15 -33
74 82 -29
47 118 -46
14 126 -28
126 103 34
32 53 -34
137 2 15
138 144 -28
77 125 13
30 108 -9
148 95 -42
98 135 -31
34 31 29
127 11 25
123 151 -20
21 44 19
49 79 21
34 137 41
45 44 27
78 65 -9
116 90 34
99 68 41
33 86 25
55 7 44
72 61 -10
120 42 45
38 109 10
131 17 30
98 77 -29
118 100 36
99 126 -16
145 94 -18
65 60 29
32 108 -21
97 114 11
110 36 -41
6 100 40
89 143 -31
70 144 -42
76 109 -31
14 106 21
11 49 7
109 113 -28
26 147 -33
107 105 -24
63 88 -25
118 10 29
14 131 2
148 23 -33
110 51 -47
7 130 -36
112 144 12
79 105 -17
111 11 -26
108 51 -46
138 116 -25
12 69 -21
87 157 -47
95 99 -18
118 81 30
142 32 -50
75 74 -25
98 155 -36
23 123 -13
13 35 -37
43 149 -36
152 12 22
33 17 11
153 17 35
134 142 -35
95 40 -38
126 100 -30
112 22 1
131 74 -41
93 130 6
150 72 15
30 19 -49
69 17 -4
107 142 10
151 66 -21
85 37 48
111 48 44
134 155 -34
4 67 -44
108 41 47
13 93 8
79 53 -44
100 7 -2
148 143 -33
74 81 -13
107 133 -13
98 31 27
71 55 -49
144 85 33
91 157 -38
144 1 6
112 156 30
149 42 11
18 128 9
1 13 29
69 15 -32
120 60 -38
113 111 43
103 55 28
33 15 33
114 133 30
11 8 -8
79 150 -47
141 79 18
42 122 -13
24 135 -10
97 72 -40
110 93 23
55 105 16
149 116 -9
86 155 -40
49 14 7
45 79 38
129 76 49
99 149 -19
148 157 46
55 48 9
51 144 -33
14 130 -48
33 23 48
143 112 -20
86 138 -2
69 100 13
119 11 36
16 32 -40
105 15 5
143 79 -30
57 91 -9
60 150 2
94 145 -2
136 74 -39
146 16 -7
24 137 -6
137 59 -33
19 58 18
55 52 11
120 63 24
88 37 -1
110 111 47
105 17 26
134 42 -41
74 99 9
132 84 -16
58 68 -9
96 64 -44
31 38 32
24 91 46
127 45 2
90 25 1
56 29 13
127 76 26
27 15 -41
88 89 9
96 51 -40
55 130 -46
106 47 12
50 96 37
147 128 10
139 3 6
147 148 -7
82 149 -38
157 114 19
21 97 -39
126 134 27
109 71 -23
55 154 -21
119 12 -35
9 145 -2
72 105 -41
131 18 -2
87 43 -19
31 132 2
156 126 37
123 113 -16
141 42 -12
144 115 5
29 102 -50
141 14 49
52 72 -27
95 26 4
39 134 -22
69 62 -27
4 89 40
33 54 44
6 101 37
18 21 -33
33 129 22
123 118 38
114 17 -7
14 28 -43
91 52 -14
151 38 4
76 129 -19
67 44 37
150 44 -46
48 98 2
22 7 34
122 110 -28
123 15 24
134 122 -23
57 0 49
66 38 -38
71 86 -14
78 132 -28
79 138 48
73 3 -12
142 20 -48
25 75 -6
143 49 2
94 20 12
146 37 4
27 118 9
126 113 -10
129 98 -32
69 86 45
129 116 47
141 4 12
154 45 -24
136 85 15
129 81 28
65 62 -1
138 94 -46
152 104 30
67 139 44
112 49 1
13 27 31
92 133 -20
133 55 16
4 96 21
6 63 -33
132 110 -18
23 89 -44
78 32 21
29 44 -29
65 111 34
16 57 26
7 60 25
6 129 -39
16 65 -33
48 99 -46
52 87 28
35 62 -44
37 12 -49
72 2 -20
71 121 -40
47 0 -45
157 88 23
31 61 34
53 106 -34
18 8 -29
91 120 15
135 113 -46
68 107 12
137 113 45
104 61 13
12 2 29
112 44 30
137 141 25
52 157 20
40 10 -22
82 68 -15
96 132 32
52 1 -46
115 130 -50
2 53 12
143 38 43
108 48 6
79 29 -20
40 117 44
70 49 18
113 49 -43
101 8 -22
31 73 2
64 108 10
141 15 18
148 70 -47
97 105 37
87 22 -4
73 50 49
66 32 -36
115 28 -50
120 113 35
116 126 20
86 3 11
127 120 24
124 147 37
68 45 -50
47 71 -37
95 69 35
63 46 24
135 32 -15
62 108 -43
44 67 15
122 58 32
141 86 16
91 1 25
57 102 13
157 132 23
12 128 1
103 11 7
94 92 -46
112 107 -49
77 139 -20
4 42 27
106 115 14
18 150 -3
58 38 -46
23 110 47
99 2 -43
46 98 40
59 155 -47
12 15 -12
152 137 41
157 83 44
3 58 -2
51 65 -30
112 103 -49
13 95 -16
99 136 -27
68 32 47
156 17 -38
132 61 43
11 36 -41
104 140 3
150 82 47
5 47 -40
14 88 -33
121 94 -6
133 107 23
46 51 -32
3 61 39
39 48 -37
97 150 -40
14 26 45
110 145 35
126 61 17
61 97 31
148 97 -8
41 105 -3
44 125 -7
20 120 46
76 16 38
11 44 -44
129 56 -38
114 62 13
45 5 -42
85 148 -35
116 108 -3
31 75 -30
152 61 -26
143 26 22
147 60 -14
42 155 -30
75 148 9
0 74 19
149 147 -17
13 63 31
13 80 -10
79 50 -11
95 33 -20
111 144 6
62 39 25
18 36 -5
157 140 28
43 37 -28
120 107 29
151 63 -4
82 129 -40
38 80 -6
13 102 -14
113 36 9
132 148 48
1 146 24
105 20 18
149 48 40
37 156 12
12 86 14
19 72 14
88 72 -16
94 133 -41
29 23 -49
16 2 19
125 124 12
91 137 40
157 73 -30
154 79 -1
133 12 -9
65 132 -23
95 51 -11
62 84 -14
90 19 46
26 118 -48
106 76 1
97 58 -42
109 50 28
124 143 22
