858 9515
561 99 -21
365 542 49
176 34 -39
75 420 -31
187 526 -48
40 787 44
534 666 46
282 796 13
563 254 -23
711 106 8
380 309 -35
751 821 -27
102 455 1
137 849 -44
681 480 36
213 260 -24
320 546 43
366 288 30
714 642 -30
552 399 3
492 25 25
660 495 14
3 444 -13
585 72 -40
305 604 38
392 497 49
832 698 49
487 283 -16
601 67 36
633 238 -3
796 718 31
75 610 -15
669 202 -21
220 66 -3
638 478 23
241 111 -42
193 159 11
80 51 40
502 370 -6
387 333 -28
388 224 35
379 755 36
847 288 -4
227 319 -25
211 758 -2
539 478 47
590 317 -45
87 748 -40
262 454 -49
710 56 -8
596 490 46
646 853 -46
818 194 -17
788 83 6
579 384 2
335 800 -14
642 39 31
834 629 30
691 121 -21
476 763 49
542 727 14
170 812 26
556 627 26
814 565 -7
431 560 22
771 453 -36
359 517 -3
532 714 -9
322 195 47
288 213 15
54 713 -11
581 119 38
369 291 -7
312 528 -43
635 593 -37
707 251 -17
222 734 49
322 535 14
451 316 23
249 435 -38
436 747 14
831 452 -17
41 345 5
297 245 -24
456 798 -50
619 445 -10
680 602 14
724 88 -10
540 219 35
182 21 -29
54 179 15
261 137 39
211 451 -14
304 393 -49
251 358 38
378 46 -24
848 768 -7
191 126 12
342 379 16
392 742 -50
718 359 39
202 641 23
159 286 37
247 167 13
728 125 -38
799 679 24
27 511 -3
182 405 -15
29 344 -35
735 64 -49
715 592 -10
752 389 -21
831 617 27
740 614 46
98 224 25
797 215 -16
822 32 -19
483 453 30
311 502 -1
595 580 -17
811 140 -1
487 458 -11
403 167 38
671 845 -24
98 485 47
703 172 -6
389 438 -39
694 800 23
123 536 14
546 566 26
5 90 4
613 149 -17
54 804 8
454 168 -37
749 835 -8
209 502 37
647 370 -45
497 581 40
766 122 -1
632 276 -44
617 500 44
310 228 -36
379 334 5
738 150 -14
519 601 30
548 209 45
557 805 32
236 647 18
204 543 -48
100 846 16
103 727 7
162 572 -24
151 607 -38
797 824 -42
382 20 18
233 39 11
762 826 -13
327 24 27
341 492 4
478 606 -31
32 200 -50
820 767 -8
567 526 -19
746 643 33
135 583 -37
583 725 -24
265 220 35
527 658 -49
518 461 26
731 353 18
26 94 17
451 409 41
8 453 47
324 2 41
784 708 -37
333 582 -29
120 753 -35
26 320 49
284 526 -42
128 484 -37
749 576 -14
839 466 -10
771 382 -36
465 522 -17
691 50 43
449 197 21
110 757 -44
753 425 25
186 808 -42
327 539 -24
60 543 24
269 283 27
812 524 -2
186 660 43
739 723 25
99 362 19
849 585 -10
262 712 -7
518 417 17
598 629 40
324 666 -16
387 296 -30
11 554 2
817 829 11
789 267 38
216 826 -28
411 596 -10
25 214 -21
819 486 -13
381 690 38
52 119 -12
405 197 47
204 791 47
688 224 43
200 507 6
203 825 2
732 575 28
41 170 23
522 709 4
766 614 -7
212 837 -12
413 509 -43
838 170 26
386 415 46
672 17 27
223 272 44
624 307 -46
708 715 44
749 799 -31
219 591 -24
205 662 21
143 455 -16
324 244 44
589 820 -10
476 128 -5
748 687 15
387 791 -17
12 35 -28
377 363 -45
189 127 -34
554 91 35
259 285 9
36 107 -12
388 765 43
374 356 -36
392 236 8
