906 9626
61 576 -25
759 402 -20
383 84 -39
232 432 -24
393 276 -21
116 51 -24
301 421 16
833 641 29
555 711 38
614 693 -40
888 121 -22
870 724 42
239 138 3
113 634 -1
676 781 12
287 579 -1
130 902 -47
230 585 -44
575 264 43
497 645 -32
903 800 -1
438 302 -43
121 570 24
443 735 -35
337 868 -42
43 674 -8
263 690 6
451 94 9
232 521 -25
50 726 1
23 688 -24
623 4 -41
273 437 40
628 54 -16
744 741 -24
223 755 9
76 631 39
886 89 14
59 6 31
472 84 18
767 181 2
560 558 -9
712 683 7
78 634 -2
252 269 -10
293 279 23
778 771 -37
5 125 -49
844 845 -6
315 379 6
176 332 27
702 674 3
406 905 32
798 588 32
68 101 27
519 813 -3
708 158 39
429 256 -45
825 184 -9
53 872 -14
736 86 -15
588 422 29
798 492 28
560 632 46
901 565 -40
760 142 27
560 808 29
518 720 -4
708 449 -43
112 672 45
744 128 -13
696 348 23
728 197 -50
308 508 -26
592 343 -38
296 215 -11
762 274 7
256 357 44
50 259 -41
538 634 -8
275 202 -40
318 777 48
112 508 -40
844 450 -8
570 272 -21
64 221 44
231 64 -45
515 637 44
19 267 34
868 833 -2
395 170 21
668 103 -49
313 391 -32
603 122 -43
825 483 -50
457 563 -37
162 467 40
44 562 -32
162 656 -33
291 128 -11
457 97 38
83 165 -48
235 895 -47
809 301 34
290 504 -33
446 451 14
161 272 -38
278 764 -30
811 735 -20
793 345 5
332 615 35
780 860 42
52 689 -5
432 448 9
122 346 5
727 277 -30
158 885 7
439 628 -32
223 346 20
739 57 -24
527 303 -23
896 339 21
212 802 39
799 206 14
722 472 3
32 635 -48
899 381 27
550 303 35
64 86 -30
229 834 28
252 180 49
349 497 -3
127 737 10
483 19 -45
162 833 10
184 713 13
810 802 -22
166 628 -26
894 490 -17
747 133 29
525 745 33
101 136 29
344 334 -11
392 404 -46
614 574 -28
103 52 -36
797 571 -16
240 791 -9
738 647 15
38 159 31
549 138 25
487 62 -33
172 175 32
145 796 -40
2 253 -30
692 302 14
299 880 -33
312 388 -5
60 88 -28
207 676 -22
