1212 9028
282 1028 -5
466 88 -1
1086 304 -44
739 980 47
321 1177 -36
352 156 -4
106 1193 40
340 323 5
819 544 -50
95 1045 -7
794 319 -50
599 1032 -42
1074 560 29
822 805 -36
1169 887 5
681 839 -24
961 681 -23
127 737 -38
424 71 -41
976 353 48
33 834 24
970 940 11
18 866 -10
361 174 -41
356 305 21
717 774 -18
885 968 24
884 71 -20
38 959 -26
55 726 -39
369 840 -23
533 999 -16
784 555 -34
288 888 -34
1113 63 49
305 809 37
189 425 -50
772 313 -21
649 1030 -43
390 711 -39
488 960 -46
916 648 3
356 138 14
1116 748 14
934 325 10
1137 166 -38
133 541 -35
1024 1086 -37
724 690 -14
536 63 -38
1036 318 -40
695 654 -44
1022 835 -6
885 320 -11
886 836 26
885 1180 -39
364 757 -43
809 1111 -7
543 311 -34
103 617 7
771 1095 18
1203 217 35
582 523 1
1028 113 3
120 463 -28
668 640 38
359 652 -38
546 132 -8
398 228 46
17 1162 29
1065 688 -19
298 751 7
511 240 -29
305 1081 9
119 567 -21
724 959 -26
355 436 -26
244 22 -28
1 883 -30
970 683 -20
1182 266 40
1002 782 22
525 1200 -29
1177 1046 44
320 41 38
1157 666 -22
25 737 9
652 888 40
845 1129 -10
117 1096 20
403 587 32
310 381 -28
884 628 -33
191 855 -39
282 91 24
1020 269 36
333 244 -1
125 220 -44
486 475 47
838 247 -46
392 1031 -8
122 292 27
538 315 -35
1092 142 -21
886 153 10
780 604 -43
420 832 23
715 430 -21
931 444 -47
878 709 -36
173 907 -5
156 1045 22
1188 473 -31
656 523 -42
885 1127 -21
103 721 12
1108 874 -26
501 1170 -12
1112 519 -32
700 66 49
1063 1028 47
371 313 -8
164 569 -12
1028 618 -27
1053 884 44
1043 483 -16
148 948 -44
1022 707 -37
959 486 16
504 911 3
117 128 -12
1208 958 10
1065 680 10
475 935 -39
40 112 4
224 563 -8
52 96 -2
306 677 -40
588 6 -18
739 656 32
770 244 -20
689 66 30
76 255 -7
133 104 18
11 781 -15
141 572 -30
735 979 20
22 1050 45
514 481 -1
91 784 15
1057 322 3
508 266 14
1058 267 -12
564 358 47
148 786 -42
753 964 -24
173 1110 -34
103 1175 -20
21 237 -24
873 406 9
1194 451 -17
916 233 -19
87 261 -2
980 756 19
322 800 -16
301 452 -21
1065 70 -38
617 81 -13
153 250 -39
825 1022 7
1073 589 -17
466 968 47
698 1014 37
15 505 -5
309 447 46
867 911 30
306 243 -36
370 726 -4
373 1200 -14
327 24 -20
523 1031 -49
1165 583 -2
702 1176 19
847 56 -2
978 1183 -35
864 1041 24
424 322 -1
938 188 31
152 1113 -36
1059 1073 27
244 164 43
367 950 -20
1001 977 19
1045 83 29
728 390 -26
479 378 -18
913 72 -7
947 1019 3
220 574 -32
