197 3194
147 141 -31
57 187 4
166 39 21
125 121 -27
35 90 44
149 195 -25
169 41 -47
71 118 44
171 175 14
64 44 -25
48 118 23
4 185 -21
39 145 18
87 184 -25
104 175 -49
68 24 8
21 78 -47
78 108 -28
168 68 2
174 169 36
131 83 -21
166 78 -25
31 185 -6
55 28 48
99 162 30
43 10 -30
48 137 14
60 117 10
64 174 40
90 139 -49
35 22 -49
13 57 -26
76 110 34
13 25 44
22 17 -29
11 90 -31
193 46 10
57 112 -22
6 34 14
145 98 16
10 127 22
188 103 -27
68 94 39
9 130 -11
96 13 -49
143 157 -43
49 72 -5
104 23 -30
154 27 -40
188 114 18
176 181 -9
196 184 12
90 192 43
85 135 -19
134 85 -39
110 98 -24
29 185 35
106 190 -41
171 19 30
88 104 -3
112 119 3
91 1 -20
172 67 -9
180 195 6
50 44 43
27 65 5
95 41 46
100 171 -43
48 36 42
117 150 47
89 100 9
50 9 -23
178 15 32
160 184 -32
50 186 -17
17 125 -36
13 163 -19
175 101 4
9 185 3
57 72 49
9 62 14
29 191 42
152 34 49
158 23 17
68 89 -47
9 171 18
27 70 14
108 72 -39
36 130 -35
181 16 27
163 195 -36
146 190 -9
61 83 41
172 44 -43
69 59 38
107 60 -3
185 87 -33
145 33 -18
150 32 -23
38 152 25
13 6 -25
44 147 37
149 29 21
38 190 45
180 80 28
137 167 -5
140 13 8
7 115 -9
89 176 14
128 195 22
1 87 25
187 189 -5
150 15 -2
178 99 -22
121 68 -28
110 109 -12
125 49 -40
137 8 19
19 175 -1
75 47 48
179 87 29
8 29 45
195 91 8
179 151 -7
103 115 -10
157 107 -12
85 89 18
8 47 35
157 103 3
0 139 -48
188 67 -9
185 8 20
37 76 2
183 97 49
151 130 8
39 90 26
113 88 -40
41 107 -5
55 54 -40
188 13 47
65 25 -18
9 14 44
48 40 32
32 52 -6
54 114 -16
119 79 -1
111 105 -29
54 106 6
20 54 -21
87 156 14
169 21 6
37 150 -3
164 8 -23
185 97 20
112 195 10
123 50 36
38 36 27
58 104 45
84 159 26
12 156 -30
179 43 -44
155 184 19
157 54 -26
191 66 -37
77 85 -7
113 112 -26
139 109 2
128 13 24
28 59 -33
111 176 -32
71 9 7
75 104 -17
49 77 23
12 192 32
27 73 11
70 2 3
162 96 35
126 35 -11
138 132 -43
167 60 19
82 176 -5
169 155 -7
58 32 -16
185 157 -19
84 163 25
132 150 -13
193 36 -25
85 116 36
40 166 48
30 100 30
80 126 29
146 33 -25
38 134 22
52 67 18
79 194 -6
10 90 -31
39 128 11
153 100 -50
114 157 18
99 91 1
183 72 36
98 121 29
80 145 25
135 157 -25
144 22 29
139 98 10
108 120 -33
63 88 -35
49 147 -27
75 181 -33
187 8 -45
91 108 32
13 181 -28
40 11 22
157 9 -10
150 101 36
45 153 -5
12 79 35
169 78 41
102 90 -48
40 82 -47
194 48 16
196 117 43
89 133 23
54 81 44
10 77 32
187 5 -31
48 54 -35
22 53 -11
125 194 29
16 189 6
12 35 16
78 149 -18
9 163 30
142 117 -35
182 37 30
73 28 -11
149 63 45
85 49 42
3 11 -20
97 182 -24
43 113 10
21 166 -38
68 174 -50
47 99 43
126 34 -7
54 177 3
141 143 -7
16 99 12
19 114 24
90 62 -14
179 152 -26
112 21 -20
111 196 -48
46 120 1
142 109 13
101 146 27
103 175 47
159 104 -12
35 64 -32
11 84 -33
29 171 39
192 125 -3
178 132 9
164 124 23
27 165 -18
22 41 -24
66 188 -25
85 34 -9
182 140 -26
86 35 -32
132 23 13
59 7 -36
187 27 15
10 142 29
69 165 -36
190 9 32
37 87 31
191 174 38
180 38 36
1 90 28
35 45 -38
133 181 -32
1 60 -38
145 13 35
44 40 33
108 7 -16
84 167 49
45 81 27
155 137 22
96 67 -2
8 136 35
38 73 -24
13 40 -19
185 63 23
88 83 34
139 16 -48
70 163 17
115 103 -30
55 142 28
9 103 2
149 7 -35
152 27 -8
47 26 -43
165 181 7
115 113 -38
138 40 17
185 123 -8
40 107 39
23 147 -37
143 29 47
186 38 34
90 59 30
40 12 -35
170 35 -3
187 15 -37
188 185 42
132 146 29
77 49 -39
66 26 -43
5 109 -7
21 89 -20
108 4 -4
44 101 -1
25 15 7
92 45 2
168 96 30
169 67 43
59 133 -42
129 155 39
77 3 18
134 34 -31
11 46 3
189 176 -38
96 42 32
151 164 -39
34 25 -34
113 60 31
60 138 39
153 36 3
146 28 -14
107 106 -3
47 76 7
177 119 -23
175 56 -18
102 55 25
27 32 -18
25 141 30
193 75 -40
139 164 47
4 175 -45
8 6 -1
74 139 19
102 17 -5
63 161 24
118 78 -8
14 186 34
164 99 -33
39 150 -50
24 11 20
17 130 -28
193 186 -44
149 157 -8
97 4 -43
172 3 22
86 196 -2
190 47 -48
4 38 -1
32 28 36
32 160 33
21 177 -19
39 137 -2
163 13 -32
13 82 49
80 82 -5
92 141 49
77 147 -2
37 0 -36
189 77 42
150 28 -42
74 158 16
35 118 -5
38 49 -38
165 164 -21
12 120 -3
188 37 43
70 191 41
114 187 -5
172 143 -49
158 104 -6
69 18 -14
97 107 14
45 145 47
125 180 43
95 173 -7
32 86 -5
29 192 -12
38 109 -21
160 117 -3
95 113 -3
114 62 15
20 4 32
172 167 -35
35 140 -25
129 148 -16
192 119 -34
46 56 -49
194 140 -38
127 102 47
14 131 -19
40 182 -47
141 29 -8
88 3 22
50 10 45
134 166 1
26 88 -47
24 163 47
108 41 -23
55 8 23
122 187 26
116 132 -18
173 35 -13
14 172 -41
61 90 -31
64 73 34
80 177 -47
48 150 45
96 5 -11
55 152 1
85 195 34
123 196 6
181 193 -27
138 164 25
164 86 40
181 192 48
144 163 -27
109 85 13
137 165 2
165 156 -39
171 55 37
96 35 34
66 181 -2
146 4 -3
166 5 -6
72 55 38
160 21 -17
151 87 33
29 45 42
174 165 46
149 133 -19
172 119 -43
37 78 -4
107 24 29
132 95 35
128 121 -17
108 58 21
150 191 36
51 113 21
188 34 -20
107 144 -48
158 174 18
123 168 -23
163 153 -46
16 8 -39
71 12 1
176 42 8
55 63 44
105 172 -16
64 41 34
138 95 18
47 145 21
99 158 48
7 188 -18
148 49 12
91 18 47
62 8 28
11 71 25
3 172 35
186 81 -17
16 156 -21
22 136 41
105 81 -46
114 169 -17
101 184 14
175 25 -37
97 11 22
120 141 -36
87 53 15
109 28 -13
37 125 39
36 160 -3
94 64 -42
32 115 25
86 50 24
113 101 8
5 30 -32
194 184 -15
163 87 -45
194 94 29
170 143 -24
40 155 -8
37 158 -6
183 193 -22
117 181 -43
61 23 45
66 51 -2
57 39 10
58 64 20
4 118 -28
156 6 -31
91 73 2
14 83 -43
102 4 -45
49 182 41
51 79 -32
120 177 29
102 32 -46
110 67 23
189 173 43
156 86 -35
146 77 -25
139 148 1
147 186 -37
159 27 32
64 175 -26
53 87 37
180 67 27
48 94 40
101 159 -33
128 40 -37
142 164 23
169 191 9
167 50 -28
140 57 -13
133 1 -45
35 80 -26
37 19 -2
171 66 14
105 112 42
142 90 17
45 147 -5
143 97 -45
119 44 -4
3 98 -50
104 191 14
37 52 -50
117 37 -45
170 168 39
97 92 -14
90 147 33
82 2 -7
94 164 3
47 178 -28
151 181 -8
125 43 -40
46 50 30
147 108 44
196 160 27
13 118 24
72 135 48
70 122 42
173 8 -23
59 126 23
116 122 32
131 31 -47
108 188 -4
71 155 21
35 176 15
101 54 -46
139 143 -21
59 172 30
35 152 39
120 7 -3
119 124 -2
99 30 -5
140 20 15
124 127 30
30 195 38
162 112 45
95 134 17
67 192 -46
11 75 13
64 121 -43
189 82 4
57 162 44
144 180 -44
114 159 22
85 173 9
188 166 31
59 12 -27
37 3 26
145 47 -15
4 40 11
143 56 -3
127 72 -12
137 184 47
87 27 -24
83 112 6
46 11 9
140 49 48
66 2 -30
129 186 -18
42 180 13
99 192 -8
48 83 -2
164 79 6
154 115 9
152 6 36
168 94 14
161 18 14
47 180 4
110 154 -22
0 123 -42
89 20 -17
103 196 47
196 70 41
52 120 23
9 22 -46
32 70 5
25 67 1
180 146 -5
89 46 -48
61 96 29
8 129 23
67 179 -36
52 165 12
58 179 23
186 61 35
93 54 -4
105 189 31
128 196 26
23 14 1
45 22 -30
67 45 44
69 183 42
91 117 19
193 164 -19
39 149 -33
186 82 47
144 61 42
38 75 25
28 177 27
58 75 -16
158 125 21
65 53 -12
161 62 32
166 169 -23
172 78 31
122 143 -2
91 115 43
155 21 -16
132 86 25
135 35 17
82 121 -33
184 156 -39
83 23 -47
157 114 30
44 34 24
102 51 28
5 172 48
185 169 42
157 182 -50
36 108 -47
118 99 28
0 54 7
139 104 21
42 6 -36
106 175 -36
34 90 -31
159 1 -17
93 37 -1
51 60 13
130 192 -23
151 60 -8
159 71 -47
42 13 11
143 113 -49
154 118 -33
104 96 -21
167 37 -45
147 171 -42
190 105 -41
108 155 25
16 136 49
44 30 24
110 121 -48
117 31 -25
113 36 -25
173 164 -9
149 65 -31
118 171 -10
7 104 -1
61 11 -15
52 84 -22
195 162 -33
157 165 -30
154 57 -30
161 169 38
161 23 1
25 77 -28
55 77 8
28 159 28
61 185 22
50 76 25
136 72 -45
117 190 23
22 78 -43
94 102 -39
117 183 1
57 152 -9
47 115 -11
108 170 -7
192 178 -36
76 115 -9
196 20 15
181 133 18
137 29 -32
142 99 17
48 101 -16
39 136 -10
67 84 8
102 105 48
55 40 12
179 48 33
39 14 -16
88 168 10
71 24 11
101 64 -42
58 13 48
153 129 -1
191 29 -17
131 137 13
