209 6932
14 69 -8
154 141 -13
32 159 43
193 5 -24
12 131 16
7 204 34
168 5 39
18 119 -15
16 131 25
184 126 -24
78 127 40
204 104 13
64 154 19
159 167 21
142 130 -3
19 42 49
22 43 -9
199 178 -39
33 44 -30
51 192 32
5 165 -14
133 186 -36
72 85 -33
61 158 -30
158 95 39
33 81 49
201 87 25
72 139 -2
105 46 -38
97 102 -27
57 122 12
52 164 39
107 151 5
177 136 48
81 18 -26
57 37 -15
22 202 17
114 159 -31
116 167 34
133 79 -6
208 51 5
174 98 -44
196 159 -1
71 199 26
26 7 -43
59 134 -33
39 34 19
71 29 -38
166 49 -49
135 127 6
49 65 -25
198 185 -33
98 171 -48
64 42 23
143 163 34
112 34 -1
185 162 5
135 26 28
57 204 -24
39 7 17
10 69 11
68 34 5
168 143 -5
176 116 -32
180 147 40
146 5 -29
75 184 9
147 144 -6
108 120 30
133 63 -40
192 203 12
30 195 46
93 14 41
168 74 47
140 50 -19
12 115 14
92 52 49
165 157 -6
181 36 -35
159 44 -31
105 19 -25
64 51 -24
46 147 -9
19 189 8
83 155 40
98 35 46
20 27 -33
185 139 -13
184 182 2
183 18 -36
122 54 14
124 145 45
30 39 17
64 166 -31
85 27 35
62 53 -48
74 68 -43
114 106 -8
140 157 -3
201 53 25
92 55 49
112 154 -31
197 194 27
29 175 -13
177 20 7
192 24 -26
75 95 32
41 169 9
197 178 -15
85 171 14
123 73 -20
199 127 -14
132 3 -20
55 202 13
19 105 31
206 57 37
170 14 24
13 170 -37
57 144 -7
68 107 -6
60 207 -48
156 92 -30
197 85 42
56 152 27
168 121 -40
72 129 11
61 14 -39
105 103 1
177 35 5
41 40 12
22 193 -43
184 31 47
33 204 16
140 206 36
177 121 -9
85 29 -15
108 145 -8
89 65 2
5 163 20
167 177 -35
53 77 -6
107 36 42
185 27 7
35 107 -14
10 43 28
147 191 -50
7 99 3
203 19 -7
156 145 -40
87 94 -38
107 143 -4
35 124 10
121 109 22
13 136 -20
190 89 25
6 206 -42
62 38 39
173 5 -36
98 38 -45
95 144 -16
59 206 -39
81 13 10
104 21 -17
77 28 1
114 196 -18
104 199 28
205 69 6
80 120 -2
63 65 9
199 15 -45
25 198 -41
156 24 -32
140 128 -37
171 48 1
191 117 -2
70 61 5
8 96 -22
137 9 12
185 95 29
154 191 6
107 58 1
131 86 46
117 62 40
179 148 -33
54 180 -28
14 98 -15
96 62 -30
207 13 39
27 39 -28
0 126 37
146 194 7
66 6 46
25 76 -33
187 125 36
68 102 42
117 45 41
104 194 30
170 100 -42
98 27 11
180 88 13
69 103 24
89 73 36
172 19 -6
52 109 -17
33 6 3
208 27 -48
138 31 36
170 82 45
98 173 -29
135 161 42
6 182 15
197 169 -42
167 62 -6
81 128 -47
188 151 -19
112 133 16
30 74 -37
194 75 20
109 77 -10
110 102 -21
105 119 -28
46 114 -37
201 64 22
72 164 -6
79 158 -48
134 57 -37
66 128 46
139 79 28
113 133 33
105 139 28
26 189 -30
129 93 28
204 95 -9
178 160 12
97 53 5
79 59 25
77 138 2
203 5 23
64 142 -25
172 47 -12
174 126 -40
59 14 -25
104 132 5
167 193 45
86 187 -40
100 110 13
12 159 -25
71 193 -5
203 68 29
68 200 -3
181 76 28
191 43 41
116 78 -47
21 0 -46
14 63 -37
191 131 -22
189 159 -8
48 53 -35
11 148 -38
189 173 21
111 51 13
36 62 -6
91 105 -30
86 161 -19
102 142 31
135 122 -43
171 91 -31
111 143 9
143 10 44
200 19 -48
44 19 30
192 94 -19
2 113 2
203 67 -40
125 51 -37
48 169 5
105 82 -49
128 33 -39
104 156 34
20 189 -26
83 125 3
141 65 24
51 76 -26
36 9 -26
17 143 -35
87 51 -15
189 167 -43
48 152 32
12 107 -41
69 82 14
126 32 -49
106 44 -34
26 37 23
21 92 19
67 205 -18
89 86 -24
150 122 -9
191 70 39
140 141 -16
198 117 47
68 78 25
175 40 20
123 20 -38
127 64 -34
174 57 44
141 113 39
85 120 -45
196 0 17
70 198 11
155 9 15
124 130 49
207 53 20
188 143 37
75 24 -35
120 77 -19
8 100 -34
64 14 -10
61 111 -31
160 159 -30
30 88 -32
37 167 -17
176 130 -21
16 155 -32
44 138 40
87 187 17
129 87 49
33 186 -41
102 185 -24
63 166 -15
60 134 -47
184 3 -2
50 33 37
8 33 1
184 191 -37
170 109 35
0 31 44
197 153 2
108 79 -50
93 196 -27
41 126 4
24 6 26
68 191 12
21 15 -4
142 91 -47
144 42 -27
74 3 35
120 114 49
150 71 -23
206 192 16
176 113 -34
25 89 34
39 108 -6
129 39 -29
41 82 -50
98 78 10
88 113 4
196 64 -13
122 190 -29
149 139 46
187 46 45
166 60 -37
95 123 3
115 50 -8
196 5 -1
111 160 -8
169 172 30
127 206 28
169 48 41
187 69 -47
97 20 31
192 33 1
161 96 23
70 45 46
24 153 -5
141 126 -6
158 70 -23
198 21 25
170 89 4
2 27 39
197 33 -25
123 97 42
96 132 13
186 177 -44
84 22 -6
183 30 -3
128 49 -17
45 40 -50
207 145 -8
142 208 38
75 117 -5
182 8 7
57 193 -41
110 56 -39
193 176 40
8 14 23
44 88 -3
64 198 -28
112 97 -26
81 3 23
175 19 -16
22 57 -41
106 116 14
100 5 -4
193 178 12
69 94 -4
1 144 4
193 65 20
169 17 -42
192 186 29
14 184 -21
137 20 6
169 178 32
144 53 -43
134 79 16
166 10 34
140 182 24
19 38 -3
19 56 -2
96 88 -35
111 40 13
115 101 23
57 199 -12
69 168 7
81 75 23
1 91 11
87 28 -31
79 0 -50
41 84 12
90 26 25
35 10 8
203 120 47
1 189 18
72 92 -7
52 175 -48
139 153 12
88 120 -35
126 102 -50
172 10 -46
178 120 27
62 85 -48
112 136 6
149 129 -26
29 197 36
164 11 -47
15 33 -18
163 24 19
75 58 26
31 148 38
87 90 -33
20 94 -47
19 186 4
111 59 -49
50 27 -41
187 42 41
181 70 -22
183 149 7
0 76 -24
162 59 -41
40 138 -25
49 173 -12
146 168 -1
168 186 45
2 156 4
47 190 19
171 80 -23
11 30 31
3 51 2
143 46 -24
168 97 -44
31 158 25
142 190 13
90 20 31
6 33 39
132 130 19
147 11 49
36 177 16
13 14 46
20 157 -27
143 124 39
174 127 20
114 118 20
62 141 37
157 110 -31
81 14 9
123 91 -46
142 159 -17
121 169 -33
28 124 37
65 24 18
154 196 -17
111 84 -17
39 40 -50
139 203 -21
175 17 -50
67 66 21
108 174 13
166 48 48
25 180 -49
29 121 -13
126 190 -47
109 157 -27
164 70 -15
159 30 -2
12 54 19
170 49 36
87 61 44
0 8 25
122 16 -47
18 101 40
0 181 -15
129 113 -20
102 32 -27
186 172 -47
193 167 -48
19 122 24
54 104 -45
105 89 8
116 104 -4
129 136 43
128 176 39
23 158 7
21 101 19
40 180 24
77 37 7
144 113 -46
119 42 11
81 186 38
99 11 -38
199 131 -22
107 197 -5
197 64 -7
57 74 -7
103 203 -25
135 109 13
89 208 2
82 129 -49
57 176 22
95 58 -44
134 165 -32
7 112 37
172 56 -36
121 59 -13
1 110 -22
131 37 -3
163 13 -46
99 196 28
173 128 18
161 126 10
27 20 -25
86 193 13
167 63 -18
25 17 -38
140 33 23
193 115 7
66 3 32
88 49 -31
127 175 -5
161 68 -21
73 168 36
118 163 -24
39 165 18
88 104 -4
37 125 32
101 147 7
11 125 24
176 124 23
98 49 6
148 188 37
170 120 -43
190 49 -19
59 110 25
177 114 5
111 24 -28
144 51 -34
176 153 -19
12 122 -33
39 3 38
71 204 -7
193 155 5
20 107 31
105 136 46
85 22 12
113 25 -4
1 182 17
36 34 -8
134 186 22
198 103 -27
16 208 -17
114 62 -11
64 60 4
179 1 -35
11 24 1
131 186 42
130 164 -41
155 131 21
54 203 -47
43 151 -6
35 171 6
121 37 -35
117 169 -31
156 90 10
85 87 27
179 177 -50
68 177 23
50 81 -11
36 157 -35
32 12 29
183 86 -33
92 175 46
124 106 5
69 40 11
78 92 -32
101 55 37
208 161 -25
72 199 29
52 147 -35
121 97 30
134 11 40
18 185 1
133 91 49
107 129 -8
151 135 -14
17 204 -4
48 179 -17
203 170 -23
27 26 9
102 186 14
65 159 -14
208 88 -13
79 98 -8
71 166 43
5 14 -22
139 172 -2
132 140 21
89 110 -28
115 62 -46
179 164 -27
119 120 27
156 67 22
74 107 -49
29 34 -4
25 39 -46
190 2 -4
108 71 41
105 131 16
199 122 1
3 34 -17
154 41 -36
50 35 -41
63 52 -17
177 137 -37
51 70 -47
112 155 -8
51 7 -1
121 39 8
158 108 -50
40 208 35
163 115 -3
189 22 44
80 127 16
66 38 20
130 163 -40
71 190 26
92 74 28
173 37 -3
113 15 9
81 197 26
51 56 -7
81 174 -47
24 111 -8
77 157 -1
174 85 8
183 154 -33
114 87 -13
75 169 -6
26 63 3
157 76 -46
110 52 -22
103 141 -1
202 128 -39
60 104 18
97 77 -17
150 159 -39
190 57 -14
73 152 42
170 145 43
88 161 48
12 164 39
