442 2993
89 378 -22
136 232 -43
366 426 29
170 118 47
28 370 46
266 165 -13
308 113 31
330 345 -31
339 352 15
408 125 14
53 139 -27
176 117 -35
378 140 17
46 174 49
241 149 -21
306 276 31
303 396 -42
38 167 15
335 162 32
423 250 9
84 315 -50
251 46 47
222 441 -12
18 98 33
435 427 47
345 37 -36
152 260 3
96 310 30
86 39 -21
13 328 12
102 52 -25
383 375 -17
79 214 -12
19 48 11
206 26 37
154 133 33
59 270 9
391 1 -19
50 385 -34
224 300 15
390 416 -9
95 132 -23
439 402 -4
201 49 -14
346 355 21
414 223 38
152 261 19
16 78 -45
136 6 17
140 412 4
198 123 24
143 322 -19
356 406 9
238 241 -17
110 420 49
318 379 -25
200 280 -4
264 403 -32
185 356 -41
158 315 -17
440 183 -41
313 350 -40
273 20 -44
112 236 16
389 272 7
287 139 -26
248 96 16
389 12 1
41 108 19
267 136 10
206 135 -48
213 145 -42
318 321 18
288 389 -31
87 398 3
331 74 -38
28 257 48
401 74 36
390 204 29
0 241 31
74 351 -48
254 114 16
129 233 -47
165 241 22
117 353 -41
182 230 40
11 130 -13
275 28 -30
284 182 38
137 98 -26
352 390 -40
70 241 28
327 132 24
360 321 32
238 299 6
150 20 26
204 24 47
19 44 -25
306 406 -13
177 99 29
178 204 15
380 407 -38
130 336 25
197 162 -3
172 283 38
87 58 -12
315 144 -32
85 32 -5
99 101 31
162 364 -19
258 386 14
80 415 -6
260 331 33
182 124 8
401 257 -23
248 426 -44
366 145 7
396 221 26
154 329 -22
22 56 16
291 337 -29
18 6 34
230 351 49
412 416 29
235 27 -4
323 153 -8
384 208 -24
404 417 49
403 16 -19
283 318 -32
10 203 -34
260 33 8
346 112 15
256 353 -47
403 204 26
35 371 33
401 114 15
356 226 -48
72 220 -15
242 327 7
432 312 6
354 195 -21
402 22 -43
1 111 13
232 441 -2
111 141 -17
316 418 11
429 68 -37
229 21 -42
395 288 -1
334 10 -39
28 350 33
182 379 -31
29 274 -45
298 28 10
263 99 9
121 34 8
149 267 -29
294 380 -13
111 8 -37
167 253 -31
378 366 -26
324 159 44
284 171 -5
