176 3335
22 47 1
45 135 -41
46 109 -24
64 39 -27
5 0 42
79 108 4
174 28 12
87 112 4
40 75 49
140 37 -39
134 42 -42
62 54 -7
58 25 -47
153 107 30
65 70 -6
94 133 -49
43 119 34
82 10 3
14 131 -23
36 93 36
37 62 -9
64 61 -43
148 23 30
159 91 -10
148 55 -22
111 79 -19
58 136 -3
145 107 18
40 166 -49
161 4 -36
109 27 10
29 98 26
45 87 -5
75 126 -33
34 50 48
130 97 -13
66 161 -26
51 84 22
146 136 -31
170 29 -50
63 110 -33
108 53 10
92 163 -38
137 51 -30
39 91 -11
7 35 14
94 126 4
61 112 -8
134 123 3
31 164 30
101 72 -39
23 39 -41
93 27 14
40 170 24
124 70 -18
107 67 -31
0 9 -49
60 170 -11
41 25 -1
66 100 -46
42 110 -40
138 98 3
42 69 -7
161 78 -4
15 173 -19
132 157 -22
38 39 -48
78 149 41
135 159 -9
157 121 32
119 92 14
99 37 16
37 48 -18
30 75 41
22 148 17
97 34 6
105 155 4
135 40 27
109 154 18
114 90 18
163 139 36
3 12 -48
2 48 -30
99 2 2
114 10 12
156 71 26
80 101 45
33 141 -13
143 151 -21
105 56 -34
146 120 42
62 73 13
149 151 -21
123 31 11
165 31 -10
136 140 -9
115 175 -30
56 152 -20
144 62 -18
162 119 27
40 119 1
28 73 4
74 27 -35
50 77 45
146 161 -3
120 111 -9
1 86 6
34 152 -47
12 48 5
42 114 7
27 141 2
107 65 -45
171 124 -3
36 42 33
83 100 -9
164 161 -47
141 170 -2
128 149 -18
137 172 6
66 160 -8
118 32 -38
8 64 -41
46 34 -5
79 18 40
27 135 8
83 96 7
101 130 -45
83 66 -23
147 34 -7
22 9 -23
140 4 13
17 139 18
12 149 -22
48 84 -22
56 2 49
161 101 47
166 123 33
149 36 -24
151 154 -36
172 61 8
51 54 39
129 22 27
46 123 3
83 115 -17
100 15 41
164 64 32
28 163 -7
131 132 -38
69 158 -34
34 83 -6
175 126 -2
123 18 -34
81 94 29
18 143 -1
75 37 -42
3 68 -47
105 13 3
81 88 -6
82 128 21
51 0 -38
170 97 -21
100 2 41
3 160 7
97 57 42
68 5 18
63 80 45
92 168 -48
100 25 38
95 106 -7
140 5 8
131 158 -46
13 18 -20
29 33 -3
38 165 -2
7 27 -5
79 166 43
114 16 47
86 132 12
96 135 -49
22 28 49
52 115 22
75 9 20
79 29 8
137 90 -21
44 94 -49
45 132 19
27 45 -47
145 49 -34
24 77 11
138 70 1
148 159 -44
152 35 -19
133 13 39
26 146 -12
58 80 -24
50 121 -21
149 2 32
32 70 -47
127 103 35
171 53 -37
172 100 -39
47 111 -17
21 48 -10
74 139 -23
32 171 -41
83 161 -38
97 11 31
8 175 10
64 80 44
96 140 -26
160 13 -40
85 86 17
141 122 24
19 49 -14
160 89 8
32 96 -34
79 73 -28
106 42 -38
50 19 46
105 42 2
7 59 -40
169 0 -11
98 170 -7
45 42 -47
10 17 -13
83 158 48
48 168 -33
38 171 44
53 101 -45
10 123 28
97 145 34
132 81 47
108 173 15
118 173 -39
132 142 19
70 168 -50
67 114 23
166 43 -15
115 106 -10
84 35 35
0 17 -38
63 139 -1
