629 5592
252 382 31
22 259 4
281 294 -34
232 85 -40
160 223 -16
242 387 38
221 231 -39
412 619 -22
437 356 32
586 426 11
81 163 -7
259 278 10
312 458 45
161 455 -22
480 597 -18
374 251 5
430 243 4
348 603 -37
209 539 16
113 538 46
67 132 -39
615 350 -8
322 183 -45
379 43 18
300 203 -17
298 209 -7
277 388 37
411 485 23
115 187 -29
298 8 48
15 474 -23
107 356 17
408 7 12
498 537 -13
152 495 37
16 226 -8
332 601 -23
246 176 20
357 148 41
616 278 -1
23 9 -46
392 105 22
44 13 38
24 38 -21
310 138 49
600 404 -35
352 418 10
410 501 -22
509 124 -30
235 280 8
120 616 38
130 12 -50
624 37 -49
564 90 4
451 529 -36
523 420 -29
76 334 15
540 526 33
492 125 32
446 92 37
469 456 -28
198 551 -22
78 465 -31
132 415 29
23 609 -37
471 255 -38
237 424 13
278 8 15
182 339 -25
463 178 1
119 607 14
154 350 40
568 550 35
226 64 41
368 372 -10
47 621 5
401 220 46
460 236 -27
81 476 46
183 521 -1
526 404 1
472 594 44
261 623 -37
558 212 -9
91 399 -7
622 430 32
435 79 32
184 167 30
80 17 -14
312 317 22
498 215 -31
348 496 23
590 344 -32
579 450 35
50 72 -24
527 589 -27
250 30 -32
286 15 -35
214 325 10
622 173 48
608 268 44
192 380 19
241 50 15
427 309 36
144 123 36
13 560 -25
162 401 1
182 487 25
122 303 46
560 9 11
303 592 46
608 520 -40
591 431 3
431 261 -12
414 305 36
29 221 3
151 280 36
315 599 -37
561 348 -5
505 584 -35
1 425 26
582 238 -23
619 266 4
515 409 -16
409 30 7
411 331 -15
361 308 -45
582 484 1
212 505 42
281 221 -40
407 112 -8
617 577 -18
76 450 -8
74 506 -34
90 513 33
166 548 -12
387 127 42
566 191 29
306 185 10
175 465 -8
442 353 8
603 476 19
451 259 9
162 381 -15
242 69 36
580 467 12
480 130 -39
488 0 9
559 451 29
574 310 -8
280 554 27
301 548 -20
327 291 31
627 2 11
447 129 -48
585 205 -18
421 235 35
301 186 12
38 587 41
493 577 -28
384 540 27
593 279 5
535 354 -22
367 53 27
132 329 -29
283 576 21
19 82 -22
376 365 -47
171 244 -3
596 116 -22
562 200 9
561 478 -31
474 201 -44
617 10 23
48 334 -42
476 421 -38
43 527 48
231 411 39
570 91 39
165 9 -4
179 83 -34
332 83 37
328 432 -12
433 109 -30
58 287 -47
611 38 23
335 624 13
53 437 12
7 302 21
572 52 -42
520 387 49
590 285 -18
552 515 47
273 560 34
23 103 -35
98 555 46
427 401 27
35 8 -28
439 288 -13
473 288 41
98 290 13
216 373 -45
375 306 41
280 131 19
501 333 11
550 110 -13
584 316 39
538 557 -50
496 433 46
361 392 22
216 249 23
243 269 -45
238 51 40
3 535 22
465 313 42
156 159 32
141 452 45
74 376 47
176 408 11
357 146 2
326 36 -2
63 407 32
21 261 5
126 398 18
167 508 -25
475 241 25
475 385 27
17 71 -29
220 423 -32
480 146 1
357 202 47
38 276 -17
314 405 -10
425 623 -5
533 513 -5
516 155 31
182 42 -35
573 536 25
58 549 33
456 477 41
323 614 -40
440 70 -42
495 460 -44
617 407 30
144 326 -28
167 65 27
550 537 -49
128 353 29
205 173 -3
563 224 -21
139 454 19
610 67 -11
329 23 -44
421 622 49
495 95 -8
407 109 -21
588 128 -49
285 472 41
516 94 16
520 205 -18
389 437 -22
321 330 -10
560 100 30
336 140 22
349 423 35
426 7 -21
513 474 13
544 388 -44
470 242 -22
119 25 -15
486 106 45
389 398 48
356 628 -46
413 419 -45
112 48 40
545 362 44
106 61 -44
275 313 27
459 256 14
51 491 -11
384 382 26
428 206 -27
85 258 34
197 412 27
152 477 28
370 42 -9
171 541 21
211 40 24
445 32 -21
514 508 -12
24 104 -43
317 562 26
533 65 28
153 590 -30
171 556 -13
471 486 -44
66 299 7
152 537 30
69 329 -49
45 611 -40
592 156 37
47 23 -34
79 344 -31
612 387 -33
608 185 20
544 460 -45
488 572 33
265 164 29
578 340 -34
11 155 1
32 41 -20
81 210 27
571 597 -46
554 425 49
517 405 22
313 329 15
271 423 -19
583 624 30
129 125 -16
207 500 20
222 118 -38
501 297 -32
339 411 34
346 273 -49
13 308 9
315 104 -34
126 516 -42
321 44 42
513 239 -19
416 542 -14
32 551 -4
567 235 32
571 11 -1
445 13 -18
619 280 38
510 269 -22
90 484 -30
489 522 42
323 30 -31
110 347 29
64 93 38
615 438 -30
291 100 14
62 156 -11
188 597 -47
397 589 -32
623 236 -17
265 489 2
1 471 43
618 148 -25
151 479 -27
312 298 10
446 308 -1
444 68 -35
448 194 47
318 231 -2
400 190 26
46 200 -46
318 128 42
100 46 26
194 27 13
583 512 6
29 242 45
484 35 -28
51 267 -30
260 3 35
27 366 -26
450 458 -11
330 527 -8
304 558 -2
490 98 -22
178 389 48
