513 5379
340 30 -15
41 393 29
233 428 8
182 244 39
190 95 40
373 158 18
369 302 -45
184 211 -43
156 273 15
258 212 44
29 86 -41
113 277 -42
314 177 6
33 346 47
469 260 19
108 381 30
178 275 6
447 83 37
451 270 -27
420 499 43
212 421 34
13 91 36
26 220 -45
64 367 17
17 439 10
117 123 47
395 493 31
397 356 -8
312 410 -20
268 148 22
116 185 2
254 388 -27
25 232 5
154 502 -15
72 186 1
360 477 48
326 496 -29
224 297 1
324 0 36
48 280 -40
68 255 49
443 68 -2
234 324 -1
41 491 -2
236 156 -27
131 379 31
54 243 -12
429 494 -46
118 342 18
109 336 -12
364 484 43
386 169 3
122 154 1
230 296 -31
501 468 -10
441 168 34
347 487 40
109 268 12
487 416 -47
339 202 -20
330 227 34
206 49 -40
33 149 47
347 231 5
143 498 -49
459 162 44
38 318 -46
468 378 -28
357 419 -20
113 173 -27
100 125 -8
102 459 40
175 80 32
450 151 -17
156 465 -50
16 85 48
423 299 13
50 274 28
318 317 -50
65 277 -36
34 130 -3
426 415 -26
208 397 -13
407 411 -43
358 346 6
144 331 -13
279 323 -15
198 348 32
203 307 29
243 181 -16
249 43 48
242 130 23
280 279 -48
358 479 37
287 195 33
54 132 -48
46 466 -29
25 57 46
295 343 35
297 290 -37
494 332 32
118 427 42
367 137 20
185 4 -13
277 477 -33
380 477 26
286 144 20
330 69 48
48 429 16
358 172 1
327 58 4
79 208 48
40 148 -7
28 124 -18
13 400 45
314 324 -16
177 496 4
511 206 28
444 286 -29
346 178 -33
382 132 49
10 35 -16
181 17 -40
127 497 15
373 62 -42
373 333 -22
180 100 17
108 96 39
416 489 20
332 12 -46
459 121 -32
309 6 5
343 494 39
467 6 22
371 9 26
21 38 -44
349 105 -9
154 75 -18
104 341 9
231 506 -22
122 103 24
171 356 -1
166 372 34
313 404 25
86 346 -21
70 410 -15
365 322 35
69 93 28
501 326 39
125 230 20
201 473 7
99 208 30
183 460 40
190 347 31
244 353 36
298 508 14
109 212 -20
451 36 -19
180 128 -5
465 63 42
221 113 -8
102 138 12
253 112 -30
503 23 13
231 38 3
47 489 25
327 132 12
438 351 -29
248 259 -41
243 17 -36
137 53 -42
502 232 32
388 241 -1
282 447 16
479 362 17
35 424 42
152 330 -47
478 125 44
83 365 -11
313 259 7
257 49 21
303 262 31
343 492 34
284 25 42
0 487 -47
302 2 29
452 182 34
222 499 47
313 87 -17
16 478 28
186 93 -12
309 53 37
202 128 37
79 102 -24
42 466 -26
263 260 -33
122 235 -2
32 471 48
255 469 -5
471 456 -7
274 178 -34
166 406 17
73 261 -7
67 53 -31
75 366 -29
290 115 -27
391 96 17
495 446 9
72 22 34
70 161 -38
344 47 -44
336 157 -43
258 383 -14
142 98 26
116 320 22
18 189 -18
295 106 -13
316 99 -26
448 160 -42
337 171 14
183 412 16
487 289 6
269 274 -17
242 503 -44
133 398 -28
85 455 -49
202 233 46
464 10 -40
445 179 12
0 257 -39
271 501 12
109 124 43
428 66 -38
345 113 -39
2 226 22
280 63 -47
198 426 32
376 300 -29
258 450 8
303 507 39
174 229 -25
488 203 25
511 416 -17
40 136 -16
256 24 39
316 509 36
478 161 -28
326 244 -47
494 221 21
231 393 -16
249 29 -50
408 431 -34
456 3 8
64 9 -21
229 1 28
399 436 32
246 404 -35
291 357 -50
90 21 40
271 213 -32
121 466 3
143 241 43
479 147 -44
171 115 6
306 87 -13
491 256 40
226 197 -33
276 294 -30
189 471 45
315 195 -16
159 97 17
294 222 -12
66 32 -22
367 346 16
233 69 -43
290 182 -45
218 42 -28
177 320 -23
4 123 35
485 128 -3
294 147 -34
471 219 -13
39 489 -35
54 508 11
482 186 -23
305 88 14
418 313 -33
10 359 41
389 408 8
89 369 -26
110 65 32
27 345 20
172 386 10
266 28 -41
488 39 -18
170 61 26
261 472 49
423 74 -31
343 96 35
331 149 -44
321 466 -5
361 88 49
38 112 -13
511 493 33
424 219 -7
239 503 -10
246 236 30
127 66 20
186 296 40
340 432 -40
315 12 -28
95 57 -14
476 20 -35
111 20 43
451 327 -31
501 178 1
242 128 5
399 410 47
343 177 -9
90 168 -40
313 195 -50
171 474 39
70 447 15
424 4 -22
378 358 6
457 240 8
312 221 46
89 335 43
135 223 -48
335 465 -24
473 150 49
47 55 -24
181 362 37
199 461 37
326 62 -35
373 187 44
326 80 49
223 185 -47
93 170 5
272 226 -48
192 106 -33
43 250 -37
259 382 -13
148 227 25
352 265 -36
456 454 -40
245 166 -15
447 212 -22
261 497 24
12 119 -29
102 139 -31
413 169 16
62 356 -33
463 218 15
344 338 -35
410 365 35
150 188 -50
298 20 12
400 430 -16
505 52 16
99 295 26
183 228 38
128 486 -18
363 118 -7
143 9 -13
16 165 46
398 300 30
459 389 46
19 242 7
433 63 49
175 83 18
90 287 -28
465 278 -43
256 249 31
235 412 -47
206 461 44
110 284 -36
128 314 41
85 506 -46
62 269 -47
51 264 -48
48 18 12
264 258 -31
482 66 24
453 157 -24
508 46 34
148 151 14
255 253 -22
67 276 40
364 288 -29
424 23 22
160 216 40
103 225 3
24 302 -39
258 388 41
501 132 2
454 217 49
192 9 -40
275 105 35
422 92 41
260 442 -22
44 68 27
477 65 -41
183 223 -44
298 248 34
186 377 11
429 316 -42
23 389 34
489 328 -12
253 162 -2
38 310 -42
21 157 32
273 259 -45
32 178 -44
43 378 -26
366 353 -11
414 438 -35
181 45 -43
263 415 39
285 347 -41
29 425 -1
439 240 -16
34 458 29
