616 8385
256 367 -22
548 315 23
117 475 -47
389 469 29
153 114 -6
508 32 31
548 119 8
246 83 40
250 546 -43
543 114 16
278 13 -25
191 301 42
287 537 -33
79 110 1
104 447 11
436 246 -21
344 60 -50
157 582 2
179 191 33
301 365 10
494 277 22
483 232 -41
341 69 5
492 220 36
250 135 -15
42 162 24
525 324 -48
30 60 9
208 545 -24
290 219 46
221 162 -20
67 460 22
219 184 40
20 557 8
386 338 -23
589 608 -15
282 565 -8
8 439 -27
303 167 8
475 519 -18
175 351 11
164 135 18
425 480 -32
0 69 -42
408 517 -12
562 571 -4
453 290 -34
348 120 -17
374 131 -7
12 392 -7
531 551 -15
190 375 -48
387 223 -39
574 563 32
38 401 35
291 36 -1
192 89 -10
448 597 -34
541 90 23
526 427 1
260 612 7
352 75 -49
505 196 42
13 220 -46
528 420 -44
64 219 -45
449 0 -46
541 514 18
303 357 11
161 98 47
443 206 34
611 191 44
115 348 31
459 130 -44
425 440 -36
112 447 -26
362 270 -37
16 545 -18
60 11 -42
375 73 10
294 387 -43
277 355 30
437 467 -4
572 317 41
259 533 -34
68 545 6
94 434 -20
115 103 33
187 338 22
160 331 -49
0 477 -45
387 371 48
110 482 26
30 241 18
175 218 -45
575 337 -16
117 574 30
349 567 46
408 162 -14
497 112 6
293 551 -35
530 126 -23
443 496 13
546 535 4
272 400 15
131 471 2
299 27 4
41 463 3
70 56 33
285 162 40
51 422 -37
159 358 46
139 23 1
596 92 38
403 313 -3
396 469 41
290 299 -19
15 615 24
545 515 -40
32 593 -26
438 254 38
142 155 -11
268 599 -36
89 39 46
289 591 -46
97 545 -2
457 184 38
93 64 40
469 99 38
414 32 -14
105 435 2
108 109 -33
311 584 23
375 112 -24
163 432 38
356 405 45
123 28 -11
150 315 -45
251 52 -46
202 418 -31
50 439 2
526 516 -38
45 454 20
441 338 -30
425 51 49
87 487 -43
59 228 27
137 202 10
75 69 2
21 599 -1
521 121 -4
118 93 6
333 458 17
141 303 25
147 229 -18
251 611 3
505 319 -13
494 599 -20
82 613 -6
460 326 -7
64 288 -5
