470 7830
184 314 -20
367 213 19
418 26 11
189 429 -13
87 8 -28
179 463 22
371 439 -32
81 79 42
91 204 -11
420 442 24
308 265 -40
172 138 4
131 439 -41
404 279 42
219 181 -42
174 28 3
253 379 2
367 294 -7
276 79 27
171 44 -36
143 319 -41
383 371 -23
239 318 37
364 63 -19
226 266 27
458 401 13
387 308 -45
235 426 -22
23 426 -19
201 321 39
158 244 33
260 441 -26
381 264 -33
75 356 49
206 438 -47
107 422 29
243 60 29
360 139 14
352 408 46
377 162 -22
416 368 -26
355 252 -24
160 21 28
272 151 30
66 81 -20
191 142 -33
249 204 -24
169 212 8
283 443 3
250 398 -1
154 427 -42
124 455 -23
293 79 -37
270 162 -32
265 12 -22
419 64 -14
333 259 -39
307 19 38
264 180 -27
438 29 7
158 331 11
384 251 -8
385 448 17
166 279 13
381 212 32
304 328 -11
88 128 41
267 105 4
197 425 -27
238 206 16
322 74 18
410 347 21
168 431 11
372 250 -47
24 213 -26
269 242 26
96 118 -11
32 303 -22
258 298 -40
116 16 17
175 280 -45
436 291 9
158 135 23
299 35 36
161 435 34
369 361 -38
118 422 48
164 165 4
173 150 39
236 234 -5
361 20 32
103 213 8
105 177 43
341 19 -47
254 232 -32
371 39 18
204 194 29
74 198 42
246 299 -45
4 7 -38
396 87 38
284 174 16
275 1 -18
362 248 2
99 266 6
326 239 -34
371 222 19
286 94 45
339 126 13
438 414 -4
121 202 -45
417 363 7
246 24 -42
291 251 30
398 419 22
67 261 -33
354 223 36
354 326 22
217 171 25
80 134 46
359 82 -9
339 325 -41
394 266 11
106 376 37
104 237 -7
386 191 40
398 87 -47
7 450 1
323 112 13
384 222 -12
182 312 8
186 268 13
362 420 -11
95 407 -14
303 119 36
314 252 13
426 388 27
132 220 -19
285 460 -38
161 431 45
9 176 -38
406 262 49
73 207 2
318 342 4
331 244 -23
457 337 -15
66 216 -42
241 56 -21
390 347 42
117 29 43
370 76 24
156 424 44
48 315 21
268 38 -36
253 125 44
74 398 7
453 222 32
248 189 7
222 403 -41
36 354 -5
414 154 28
447 103 -4
86 78 7
212 458 -37
52 138 38
192 112 -22
268 328 -28
16 325 44
49 140 -35
113 360 30
296 347 44
396 423 -28
5 167 -8
261 311 14
468 378 14
136 318 -35
180 4 -11
413 250 -32
218 118 -22
324 325 -41
184 409 32
282 129 16
400 393 13
159 424 -29
279 335 -39
284 388 46
232 293 23
399 459 40
128 261 27
440 125 42
78 236 -12
65 325 -2
317 82 -42
13 454 -14
148 161 47
118 168 7
322 130 44
112 362 6
96 397 10
251 15 39
142 354 -21
372 437 47
436 457 -34
