232 7096
174 20 -31
87 49 36
157 65 1
173 155 35
121 42 -33
214 105 23
223 97 36
179 156 -4
15 82 1
177 29 30
67 102 -36
209 146 35
75 28 -9
19 18 -23
46 14 -5
126 155 -18
128 206 -11
227 129 44
143 221 17
211 3 -31
184 34 -28
136 81 -39
188 204 6
162 32 41
184 17 13
165 150 -10
52 28 25
93 89 34
87 152 -47
31 16 9
10 88 -39
193 123 -39
177 72 41
139 170 -25
129 209 43
104 17 3
76 60 -20
54 30 -49
113 156 -12
173 175 -37
22 186 10
62 102 -14
105 146 10
177 228 27
12 113 -19
16 192 -10
108 30 49
181 216 -46
187 145 -23
196 71 -9
64 101 -43
216 83 36
170 148 48
141 18 -22
191 120 47
36 132 38
189 173 -4
191 55 45
124 92 15
101 60 15
60 169 10
9 184 -1
70 172 1
94 82 -34
9 159 -8
182 47 48
65 134 34
31 141 -35
85 62 -16
191 34 26
23 180 -6
86 99 19
158 106 -28
183 144 -40
199 110 16
7 67 -39
228 25 -19
117 43 -44
121 70 14
210 202 -2
223 44 -19
9 115 -31
94 160 7
137 208 25
223 91 33
82 120 26
198 110 10
80 133 -15
55 209 -7
99 67 11
9 72 12
176 122 -33
65 77 12
166 148 -31
72 71 33
205 147 20
230 39 -37
13 77 15
135 202 24
223 181 -15
85 207 18
181 206 -15
9 81 -32
198 112 13
12 198 32
171 47 -30
0 22 4
23 18 19
103 212 -27
70 197 -6
143 84 -50
124 152 20
99 185 -28
67 186 -30
111 183 -32
169 9 16
207 64 8
111 53 -1
154 50 -28
1 177 -39
143 222 16
167 42 -42
111 152 19
85 137 -21
163 38 -13
75 34 5
217 75 -26
190 36 -41
128 179 30
120 30 -13
40 80 49
126 160 23
141 107 -33
229 168 -30
83 42 -32
16 61 -40
101 3 14
218 82 -8
169 52 -39
140 86 38
218 7 -6
222 158 37
22 73 -14
38 170 34
18 117 11
198 100 -43
173 148 6
168 151 -6
99 201 46
69 182 25
141 214 -42
53 82 -27
18 220 -11
35 89 -49
55 148 -38
130 194 -48
217 175 -47
179 126 23
139 203 3
10 156 -46
