354 2882
253 219 -13
56 32 -41
192 276 -18
82 327 6
36 221 -30
329 100 28
315 139 36
339 166 -30
251 9 20
285 243 7
130 109 -9
24 63 37
330 279 -17
239 175 24
84 32 -26
92 310 30
39 129 27
241 18 -29
126 281 1
250 301 7
351 110 -27
160 131 -39
173 326 8
61 308 44
206 282 18
76 71 -49
213 314 4
7 295 -14
165 323 31
179 173 -47
249 11 -27
270 207 30
316 276 37
9 257 -44
339 276 41
46 331 -1
259 21 -50
161 243 48
262 104 -41
188 279 -36
280 334 47
157 155 -45
343 180 -31
211 126 46
117 199 3
198 232 -34
171 103 -5
143 64 -48
99 334 -32
78 132 -43
250 102 49
52 11 -39
99 317 19
16 99 30
58 74 34
30 282 -6
0 157 -45
238 244 -28
227 335 -39
28 317 -33
40 221 -13
172 305 22
137 324 -15
264 167 -13
91 228 -11
5 313 24
71 123 -19
105 291 1
337 95 -14
2 234 6
226 151 31
236 34 5
163 228 48
138 279 -3
106 234 33
245 144 37
240 182 -25
125 168 -6
203 244 34
269 320 44
127 303 20
66 37 -7
336 40 -38
148 25 13
178 112 25
247 268 -25
100 22 49
67 286 -14
349 156 -22
41 133 -39
341 65 27
49 309 11
170 259 46
303 135 38
200 168 21
206 131 -34
60 84 1
98 128 47
1 200 1
295 154 45
168 253 29
127 95 -2
101 130 -16
167 302 31
117 130 32
127 248 -24
270 251 -8
125 103 21
151 308 28
111 88 2
210 50 29
138 25 20
51 7 -46
273 25 21
55 177 -40
6 350 -40
192 2 -3
333 173 48
322 32 9
79 303 -24
332 326 49
0 38 -29
328 237 45
307 34 13
149 191 12
309 4 48
89 92 10
47 280 -35
172 236 -1
28 80 38
166 343 -17
49 63 -24
29 258 28
234 268 -22
290 28 21
154 162 -19
195 106 44
191 32 48
37 63 -12
78 83 3
154 300 -25
269 274 14
217 322 34
306 41 12
125 313 -12
160 309 10
73 169 32
279 108 -34
67 306 -12
38 121 -37
314 60 19
212 249 26
106 140 13
124 336 5
119 128 3
296 10 15
74 344 31
249 201 -37
342 277 -11
210 197 41
181 10 -3
125 67 28
72 20 -5
34 218 44
104 324 42
78 341 42
191 24 30
122 134 -9
144 101 39
326 257 -28
178 38 -39
146 61 -33
82 293 -38
336 71 22
206 279 4
41 195 2
313 296 -27
229 11 -40
136 326 -21
162 178 -48
322 320 4
169 101 15
221 328 20
45 89 -31
177 101 4
83 168 -32
278 19 21
351 71 28
