868 7195
58 258 39
24 487 15
612 513 -2
521 49 -45
221 93 38
32 403 17
700 539 -25
715 656 30
280 685 -37
349 0 34
3 155 6
199 77 28
323 478 -39
854 573 -22
851 149 40
137 405 10
97 683 -26
532 361 -39
398 726 40
354 588 -8
150 774 1
33 284 9
335 390 -45
150 485 -25
478 561 34
492 690 -5
117 17 31
141 561 22
535 336 -17
574 770 -12
160 808 45
696 548 29
767 703 12
52 855 42
278 840 -39
714 356 -45
551 787 26
105 377 34
217 125 47
97 432 -25
564 30 15
375 821 38
62 525 -41
603 680 -33
239 700 -34
44 835 46
179 474 6
654 799 -24
361 714 -21
426 633 24
115 243 -15
696 314 21
149 714 -28
782 305 37
243 555 13
175 793 -26
26 555 18
143 177 5
321 557 4
33 320 45
210 599 16
735 136 -33
445 632 -10
281 371 13
776 855 14
276 850 -41
456 13 43
355 356 4
726 788 -48
1 148 -23
408 496 17
478 118 -20
242 837 -42
638 824 -17
778 188 43
671 819 -31
555 128 -37
843 240 46
239 48 13
145 531 -19
118 254 13
286 698 -42
386 647 32
660 543 -36
279 258 3
476 21 -47
828 380 -34
123 137 -37
726 406 -33
554 88 3
243 407 -14
419 550 -3
858 507 -8
59 640 -24
808 55 -22
421 330 2
76 402 -16
743 808 45
847 828 30
601 513 33
33 356 40
692 256 44
757 389 -8
338 171 -40
94 282 3
97 714 36
705 208 27
234 706 46
842 234 -19
800 61 26
49 863 25
502 804 -19
823 483 5
827 328 16
184 424 41
238 256 2
179 124 -10
527 588 -29
836 535 -18
19 349 18
37 745 -31
426 112 -5
794 520 45
702 74 -13
691 202 -17
696 385 -42
350 408 12
39 549 40
242 561 6
793 789 -7
202 857 -24
846 487 30
705 630 5
830 564 13
628 455 37
250 426 -15
864 654 -32
573 786 -18
647 29 -12
104 438 -5
825 473 35
435 149 35
303 577 28
735 163 -36
369 682 24
661 208 -35
572 624 -1
302 331 17
169 66 -44
403 218 5
273 482 18
326 731 7
105 812 15
866 663 -43
254 783 9
378 283 30
462 32 -4
292 508 7
760 451 20
245 363 -49
791 746 -28
699 710 15
546 152 21
308 347 44
361 291 47
747 402 19
205 662 6
690 36 -31
776 763 -16
860 801 28
681 187 -47
89 453 47
667 266 6
124 850 31
75 244 -16
698 223 14
288 685 40
113 756 10
304 597 32
777 577 14
548 326 -2
226 809 -11
738 200 -18
204 43 35
178 275 22
1 90 10
576 39 26
125 674 -29
637 641 -26
516 165 6
444 541 -17
143 379 14
768 710 -46
579 153 -33
162 671 -22
637 186 7
442 136 -46
316 231 29
173 361 26
513 827 39
33 353 -41
83 649 -7
649 300 34
392 805 -43
151 114 -28
499 308 -4
8 737 -6
712 374 -5
418 822 11
60 345 -6
125 262 21
812 544 -44
706 641 -42
350 399 19
332 346 -13
195 219 16
124 76 -34
644 812 -9
234 761 48
855 596 -50
469 103 48
52 297 47
140 602 3
46 7 -40
260 641 -9
184 144 1
804 520 -4
173 161 -39
465 487 -30
473 773 -22
61 199 42
233 617 -31
221 812 19
828 193 -29
165 732 -19
380 797 -43
667 346 41
853 720 25
208 733 -46
253 300 23
253 406 -29
784 93 45
608 618 -20
689 228 44
380 399 49
135 485 10
497 106 -34
465 412 9
138 544 13
158 593 -21
829 574 38
37 264 -37
747 488 14
192 135 -23
287 630 2
264 631 -18
209 113 26
523 834 -25
746 389 -32
267 262 15
568 253 -41
175 505 30
146 225 -30
355 793 -12
548 98 -28
172 659 8
567 299 38
38 462 10
283 184 29
395 282 44
114 215 14
241 654 -9
830 429 15
865 294 -27
824 165 -11
336 231 -8
384 265 -3
84 144 10
503 658 -47
663 673 -50
525 420 32
831 47 -17
709 783 13
241 34 -19
136 557 7
241 415 -45
371 604 -24
763 365 14
331 271 -1
573 462 2
783 109 -7
751 47 -22
338 118 22
622 125 -42
524 184 -46
220 589 -39
340 211 -48
594 462 -35
294 206 -5
483 737 47
231 369 38
841 88 -46
132 27 -50
434 72 7
231 525 2
336 580 -23
70 614 9
612 603 21
776 562 13
131 60 -3
446 114 -39
261 774 30
137 250 24
288 659 -7
738 616 -21
497 766 40
481 328 -13
795 499 -49
126 725 -30
774 294 40
422 488 -45
832 238 -14
308 435 39
818 428 -46
325 648 22
72 595 30
49 280 -7
698 578 47
292 173 -46
319 158 -29
752 728 -44
385 225 4
744 146 4
541 408 -46
763 397 45
565 587 -38
150 365 7
653 281 48
510 448 -20
425 481 34
585 461 -20
87 172 25
840 490 -34
344 227 17
551 692 -16
520 341 -3
124 601 -5
309 828 38
81 38 -27
173 546 7
784 809 48
17 706 -40
546 555 -42
209 220 27
709 102 34
614 368 -45
254 657 -22
91 771 47
864 766 -27
755 397 4
351 465 43
274 730 10
841 24 34
101 440 33
580 814 -19
467 571 -30
674 288 -27
56 237 -2
568 630 -11
144 443 -9
672 386 -34
222 280 38
146 493 47
659 173 -30
698 496 22
472 841 -11
659 557 2
853 15 -14
139 154 -35
16 473 -28
644 573 31
450 474 21
409 858 44
57 42 -13
335 351 -16
186 613 -6
399 248 -18
407 567 -28
812 813 -28
442 409 28
178 13 -29
458 823 17
612 435 -37
64 834 11
530 613 -49
367 603 4
575 354 12
253 665 15
202 577 -36
604 814 14
67 470 -39
431 855 -24
141 695 -28
539 46 -29
398 803 -14
103 763 20
609 199 32
12 269 15
733 564 37
17 5 -4
459 655 -34
764 220 -47
491 813 -44
65 448 -48
272 749 -28
597 649 -21
646 769 -49
555 680 46
492 758 1
321 402 -24
466 765 12
708 846 -17
173 220 -14
818 389 -12
88 465 -11
76 712 45
710 534 32
364 396 37
139 821 -6
860 849 14
97 455 -27
167 578 -12
403 780 -9
24 157 1
787 405 42
804 675 -33
294 465 -27
554 817 6
160 343 -37
122 312 -33
420 663 25
194 214 -20
811 109 -19
462 582 39
99 267 1
70 665 44
488 121 -39
59 858 11
385 293 40
490 748 -29
553 847 -47
5 375 -1
226 112 12
146 636 -28
238 268 -27
338 509 -29
638 368 -41
597 843 -5
485 716 44
394 522 -36
155 573 20
89 592 -46
507 321 -47
480 674 14
228 45 -7
409 822 -15
174 827 -30
613 248 -16
566 576 42
418 230 -10
715 101 16
494 627 -39
4 624 15
598 862 3
768 635 -3
231 787 49
727 332 -41
691 111 -8
471 779 -41
734 766 45
231 74 29
648 606 -38
49 678 28
734 747 -7
625 569 9
135 431 -27
603 572 -17
576 850 -17
802 862 -47
582 386 30
687 427 -41
53 733 49
537 42 -11
245 728 20
659 593 -24
775 240 -29
673 125 9
214 131 -11
66 554 24
174 80 -21
619 46 38
843 266 -18
772 761 7
70 98 -10
407 227 -12
116 432 -39
622 200 38
542 243 -33
362 793 15
605 414 -5
474 545 37
269 500 8
619 380 -32
155 484 37
281 852 20
38 140 18
791 681 43
284 386 36
151 287 -15
74 257 40
428 624 -13
621 398 29
807 577 -11
333 249 35
844 337 -37
436 95 -4
13 861 21
572 566 43
168 276 25
599 447 -44
77 521 40
167 213 -18
216 745 36
250 612 20
98 87 6
508 404 46
87 71 -33
154 40 -20
240 88 48
701 786 -50
492 285 16
287 264 -21
282 301 -9
632 373 33
839 455 -17
89 309 -6
381 648 -13
139 44 -50
694 234 13
28 695 -34
798 695 10
691 438 -39
828 10 18
661 182 -4
266 135 -42
709 75 20
741 289 27
53 130 -39
793 119 16
724 20 11
396 570 24
220 818 -14
341 553 -15
347 630 -50
681 285 -11
727 330 45
685 615 40
236 459 -40
422 594 -28
271 187 10
110 852 10
546 532 -17
206 620 -34
530 342 10
19 64 4
70 411 -4
176 194 -15
204 511 -22
437 625 -50
453 818 -8
128 805 -29
744 7 7
71 329 -37
269 444 16
342 122 24
568 152 -11
58 585 -33
619 783 44
660 789 9
352 797 -26
802 567 3
720 334 33
465 333 24
306 274 -19
491 856 -9
207 624 13
174 330 -10
332 748 28
57 322 43
15 632 22
286 316 30
278 415 -13
412 175 8
617 526 40
474 207 34
787 366 40
11 839 -2
674 217 36
291 792 33
270 257 36
393 581 8
767 551 23
258 158 -42
355 53 -11
669 485 43
864 407 24
660 350 -44
728 709 -4
407 74 -32
19 612 -38
440 774 10
27 475 18
822 106 -49
330 11 44
830 275 39
15 753 49
22 104 44
685 354 -16
79 654 46
314 18 -37
544 487 -16
662 595 -15
58 791 2
117 27 -31
372 101 19
489 625 -37
178 70 17
167 803 21
192 412 42
506 142 -47
54 852 -36
864 675 -15
348 325 40
838 802 -47
702 210 -10
530 578 14
371 584 -8
127 733 -7
395 618 3
716 282 24
559 731 25
671 41 12
189 352 -39
480 336 -9
699 841 40
639 297 2
827 555 25
328 412 -15
682 308 -48
854 296 -28
537 535 -7
503 607 48
572 365 -42
787 529 16
671 739 43
29 82 -21
182 299 1
466 797 49
463 258 -40
543 766 22
575 144 23
844 478 -5
229 651 -30
125 748 -19
793 847 -30
18 22 20
72 726 -49
798 163 29
383 226 -28
809 102 -11
534 820 -44
14 95 40
443 834 38
644 544 -19
382 589 -12
611 576 26
12 326 44
9 255 16
159 813 -27
599 457 -39
73 229 -47
474 780 -21
153 504 21
654 0 17
421 602 -47
748 44 -26
95 275 -50
736 850 -19
679 362 -1
791 802 -30
744 392 25
537 660 48
735 199 31
282 807 -10
274 78 37
525 181 -33
595 480 -10
537 514 -46
238 491 -45
867 400 -28
124 420 -31
173 8 29
58 403 39
630 829 31
563 290 28
257 411 21
164 184 -3
185 379 30
554 14 -25
518 266 7
67 842 27
5 270 -5
243 843 3
815 692 -5
845 259 41
741 24 18
518 477 -47
658 405 -44
471 514 -12
484 675 5
36 700 -25
637 809 27
814 64 -2
624 32 -4
620 175 45
330 378 15
764 404 -39
804 138 45
691 321 40
35 214 19
582 136 12
594 726 -26
496 440 15
367 808 40
371 5 -34
405 520 -32
564 158 -2
715 477 -29
777 814 -41
34 275 36
495 709 20
81 569 45
803 7 -24
207 377 45
685 363 -16
282 812 -7
111 640 -29
244 345 -15
393 778 33
808 738 3
53 749 38
786 698 15
64 827 -48
370 476 43
526 428 -6
672 758 -38
81 321 -4
740 573 -35
760 798 -28
57 537 -38
340 301 25
687 854 44
619 537 19
437 1 3
661 470 -44
769 69 15
806 426 -40
275 250 3
